        r      rcen    i inwind converge       v_x       v_y       v_z       vol       rho        ne       t_e       t_r        h1       he2        c4        n5        o6  dmo_dt_x  dmo_dt_y  dmo_dt_z        ip      ntot      nrad    nioniz 
3.091e+14 3.168e+14   78      0        0  1.24e+10  0.00e+00  0.00e+00  2.12e+43  2.64e-14  1.35e+10  1.57e+05  1.82e+05  4.65e-12  1.76e-10  0.00e+00  0.00e+00  8.46e-08 -1.38e+34  9.07e+31 -8.58e+33  3.19e+05  1.45e+07  0.00e+00  1.04e+07 
3.244e+14 3.325e+14   79      0        0  1.21e+10  0.00e+00  0.00e+00  2.45e+43  2.48e-14  1.27e+10  1.55e+05  1.80e+05  5.15e-12  1.95e-10  0.00e+00  0.00e+00  9.45e-08 -1.33e+34  1.32e+32 -8.25e+33  3.00e+05  1.44e+07  0.00e+00  1.02e+07 
3.406e+14 3.491e+14   80      0        0  1.19e+10  0.00e+00  0.00e+00  2.82e+43  2.33e-14  1.19e+10  1.53e+05  1.77e+05  5.01e-12  2.21e-10  0.00e+00  0.00e+00  1.06e-07 -1.26e+34 -9.53e+31 -8.36e+33  2.83e+05  1.43e+07  0.00e+00  9.99e+06 
3.575e+14 3.664e+14   81      0        0  1.17e+10  0.00e+00  0.00e+00  3.25e+43  2.19e-14  1.12e+10  1.51e+05  1.75e+05  5.69e-12  2.48e-10  0.00e+00  0.00e+00  1.18e-07 -1.24e+34  1.96e+32 -7.89e+33  2.65e+05  1.41e+07  0.00e+00  9.78e+06 
3.753e+14 3.847e+14   82      0        0  1.15e+10  0.00e+00  0.00e+00  3.75e+43  2.05e-14  1.05e+10  1.49e+05  1.72e+05  6.19e-12  2.65e-10  0.00e+00  0.00e+00  1.31e-07 -1.22e+34 -1.96e+32 -7.82e+33  2.50e+05  1.39e+07  0.00e+00  9.56e+06 
3.940e+14 4.038e+14   83      0        0  1.13e+10  0.00e+00  0.00e+00  4.33e+43  1.91e-14  9.80e+09  1.47e+05  1.70e+05  6.49e-12  2.92e-10  0.00e+00  0.00e+00  1.47e-07 -1.16e+34  4.97e+31 -7.57e+33  2.34e+05  1.37e+07  0.00e+00  9.33e+06 
4.136e+14 4.239e+14   84      0        0  1.12e+10  0.00e+00  0.00e+00  5.00e+43  1.79e-14  9.17e+09  1.45e+05  1.67e+05  5.65e-12  3.28e-10  0.00e+00  0.00e+00  1.64e-07 -1.14e+34  7.99e+31 -7.09e+33  2.19e+05  1.35e+07  0.00e+00  9.09e+06 
4.342e+14 4.450e+14   85      0        0  1.10e+10  0.00e+00  0.00e+00  5.77e+43  1.67e-14  8.57e+09  1.43e+05  1.65e+05  6.58e-12  3.62e-10  0.00e+00  0.00e+00  1.83e-07 -1.08e+34 -1.16e+32 -7.03e+33  2.04e+05  1.33e+07  0.00e+00  8.84e+06 
4.558e+14 4.671e+14   86      0        0  1.09e+10  0.00e+00  0.00e+00  6.66e+43  1.56e-14  7.97e+09  1.41e+05  1.63e+05  6.45e-12  4.05e-10  0.00e+00  0.00e+00  2.04e-07 -1.07e+34 -1.10e+32 -6.78e+33  1.91e+05  1.30e+07  0.00e+00  8.57e+06 
4.784e+14 4.903e+14   87      0        0  1.07e+10  0.00e+00  0.00e+00  7.70e+43  1.45e-14  7.42e+09  1.39e+05  1.61e+05  7.20e-12  4.54e-10  0.00e+00  0.00e+00  2.30e-07 -1.02e+34  2.68e+32 -6.47e+33  1.78e+05  1.26e+07  0.00e+00  8.29e+06 
5.022e+14 5.147e+14   88      0        0  1.06e+10  0.00e+00  0.00e+00  8.89e+43  1.35e-14  6.92e+09  1.37e+05  1.60e+05  8.80e-12  5.10e-10  0.00e+00  0.00e+00  2.58e-07 -9.71e+33 -5.54e+31 -6.38e+33  1.64e+05  1.23e+07  0.00e+00  7.99e+06 
5.272e+14 5.403e+14   89      0        0  1.05e+10  0.00e+00  0.00e+00  1.03e+44  1.26e-14  6.45e+09  1.35e+05  1.58e+05  1.03e-11  5.62e-10  0.00e+00  0.00e+00  2.93e-07 -9.76e+33  1.49e+32 -6.10e+33  1.50e+05  1.19e+07  0.00e+00  7.67e+06 
5.535e+14 5.672e+14   90      0        0  1.04e+10  0.00e+00  0.00e+00  1.19e+44  1.17e-14  5.98e+09  1.33e+05  1.56e+05  9.03e-12  6.57e-10  0.00e+00  0.00e+00  3.33e-07 -9.60e+33  1.07e+32 -6.17e+33  1.37e+05  1.14e+07  0.00e+00  7.33e+06 
5.810e+14 5.954e+14   91      0        0  1.03e+10  0.00e+00  0.00e+00  1.37e+44  1.08e-14  5.55e+09  1.31e+05  1.55e+05  1.13e-11  7.47e-10  0.00e+00  0.00e+00  3.84e-07 -9.41e+33 -1.63e+32 -5.88e+33  1.24e+05  1.09e+07  0.00e+00  6.95e+06 
6.099e+14 6.251e+14   92      0        0  1.02e+10  0.00e+00  0.00e+00  1.58e+44  1.00e-14  5.13e+09  1.29e+05  1.54e+05  1.33e-11  8.79e-10  0.00e+00  0.00e+00  4.47e-07 -9.05e+33 -7.30e+31 -5.76e+33  1.09e+05  1.03e+07  0.00e+00  6.53e+06 
6.402e+14 6.562e+14   93      0        0  1.01e+10  0.00e+00  0.00e+00  1.83e+44  9.20e-15  4.71e+09  1.27e+05  1.53e+05  1.38e-11  1.08e-09  0.00e+00  0.00e+00  5.46e-07 -8.98e+33 -5.71e+31 -5.59e+33  9.23e+04  9.62e+06  0.00e+00  6.03e+06 
6.721e+14 6.888e+14   94     -1        0  1.01e+10  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
7.055e+14 7.091e+14   95     -1        0  9.97e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
