        r    i inwind converge       v_x       v_y       v_z       vol       rho        ne       t_e   t_e_old      dt_e  dt_e_old       t_r   t_r_old         w  heat_tot heat_tot_  cool_tot      ntot        ip    nioniz      gain macro_bf_ macro_bf_ 
2.475e+13   26      0        0  1.19e+10  0.00e+00  0.00e+00  1.09e+40  4.64e-14  2.38e+10  5.15e+05  5.15e+05 -3.25e+00 -9.87e+00  5.85e+05  5.85e+05  1.04e-01  1.64e+41  1.64e+41  1.64e+41  1.07e+07  2.23e+07  1.06e+07  1.64e-01  0.00e+00  0.00e+00 
2.598e+13   27      0        0  1.23e+10  0.00e+00  0.00e+00  1.27e+40  4.55e-14  2.33e+10  4.98e+05  4.98e+05  4.57e+01 -4.36e+01  5.70e+05  5.70e+05  1.02e-01  1.61e+41  1.61e+41  1.61e+41  1.07e+07  2.08e+07  1.06e+07  5.22e-01  0.00e+00  0.00e+00 
2.728e+13   28      0        0  1.27e+10  0.00e+00  0.00e+00  1.48e+40  4.50e-14  2.31e+10  4.82e+05  4.82e+05 -1.77e+01 -4.27e+01  5.55e+05  5.55e+05  1.00e-01  1.59e+41  1.59e+41  1.59e+41  1.08e+07  1.92e+07  1.07e+07  4.06e-01  0.00e+00  0.00e+00 
2.863e+13   29      0        0  1.32e+10  0.00e+00  0.00e+00  1.72e+40  4.51e-14  2.31e+10  4.65e+05  4.65e+05 -7.35e+01  4.09e+01  5.40e+05  5.40e+05  9.94e-02  1.59e+41  1.59e+41  1.59e+41  1.09e+07  1.75e+07  1.07e+07  4.06e-01  0.00e+00  0.00e+00 
3.006e+13   30      0        0  1.36e+10  0.00e+00  0.00e+00  2.01e+40  4.57e-14  2.34e+10  4.48e+05  4.48e+05 -8.14e+00 -2.28e+01  5.25e+05  5.25e+05  9.91e-02  1.61e+41  1.61e+41  1.61e+41  1.09e+07  1.58e+07  1.08e+07  2.84e-01  0.00e+00  0.00e+00 
3.155e+13   31      0        0  1.41e+10  0.00e+00  0.00e+00  2.35e+40  4.66e-14  2.39e+10  4.31e+05  4.31e+05  3.72e+01 -2.99e+01  5.10e+05  5.10e+05  9.90e-02  1.65e+41  1.65e+41  1.65e+41  1.10e+07  1.42e+07  1.08e+07  2.88e-01  0.00e+00  0.00e+00 
3.312e+13   32      0        0  1.45e+10  0.00e+00  0.00e+00  2.74e+40  4.67e-14  2.40e+10  4.16e+05  4.16e+05  2.16e+01  2.08e+00  4.95e+05  4.96e+05  9.92e-02  1.66e+41  1.66e+41  1.66e+41  1.11e+07  1.31e+07  1.09e+07  1.10e-01  0.00e+00  0.00e+00 
3.477e+13   33      0        0  1.50e+10  0.00e+00  0.00e+00  3.20e+40  4.77e-14  2.45e+10  4.00e+05  4.00e+05  6.63e+01 -6.65e+00  4.82e+05  4.82e+05  9.95e-02  1.71e+41  1.71e+41  1.71e+41  1.12e+07  1.18e+07  1.10e+07  2.95e-01  0.00e+00  0.00e+00 
3.650e+13   34      0        0  1.54e+10  0.00e+00  0.00e+00  3.74e+40  4.98e-14  2.55e+10  3.85e+05  3.85e+05  3.80e+01 -1.49e+01  4.68e+05  4.68e+05  1.00e-01  1.80e+41  1.80e+41  1.80e+41  1.12e+07  1.04e+07  1.10e+07  1.88e-01  0.00e+00  0.00e+00 
3.832e+13   35      0        0  1.58e+10  0.00e+00  0.00e+00  4.36e+40  5.25e-14  2.69e+10  3.71e+05  3.71e+05  1.64e+01  4.51e+01  4.55e+05  4.55e+05  1.01e-01  1.92e+41  1.92e+41  1.92e+41  1.13e+07  9.15e+06  1.11e+07  2.58e-01  0.00e+00  0.00e+00 
4.022e+13   36      0        0  1.61e+10  0.00e+00  0.00e+00  5.10e+40  5.34e-14  2.74e+10  3.57e+05  3.57e+05  3.05e+00  1.10e+01  4.43e+05  4.43e+05  1.01e-01  1.98e+41  1.98e+41  1.98e+41  1.14e+07  8.33e+06  1.12e+07  1.81e-01  0.00e+00  0.00e+00 
4.222e+13   37      0        0  1.65e+10  0.00e+00  0.00e+00  5.95e+40  5.51e-14  2.82e+10  3.45e+05  3.45e+05 -2.55e+01  8.42e+00  4.31e+05  4.31e+05  1.02e-01  2.07e+41  2.07e+41  2.07e+41  1.15e+07  7.50e+06  1.12e+07  4.46e-01  0.00e+00  0.00e+00 
4.432e+13   38      0        0  1.68e+10  0.00e+00  0.00e+00  6.93e+40  5.79e-14  2.97e+10  3.33e+05  3.33e+05 -6.27e+01  5.21e+01  4.19e+05  4.20e+05  1.02e-01  2.22e+41  2.22e+41  2.22e+41  1.16e+07  6.63e+06  1.13e+07  6.63e-01  0.00e+00  0.00e+00 
4.653e+13   39      0        0  1.71e+10  0.00e+00  0.00e+00  8.08e+40  6.09e-14  3.12e+10  3.22e+05  3.22e+05 -9.84e+01  6.51e+00  4.09e+05  4.09e+05  1.03e-01  2.38e+41  2.38e+41  2.38e+41  1.17e+07  5.85e+06  1.13e+07  8.00e-01  0.00e+00  0.00e+00 
4.884e+13   40      0        0  1.73e+10  0.00e+00  0.00e+00  9.42e+40  6.22e-14  3.19e+10  3.12e+05  3.12e+05 -4.79e+00  8.25e+00  3.98e+05  3.98e+05  1.03e-01  2.48e+41  2.48e+41  2.48e+41  1.17e+07  5.30e+06  1.14e+07  1.41e-01  0.00e+00  0.00e+00 
5.127e+13   41      0        0  1.76e+10  0.00e+00  0.00e+00  1.10e+41  6.39e-14  3.28e+10  3.02e+05  3.02e+05 -6.08e-01 -2.16e+01  3.88e+05  3.88e+05  1.03e-01  2.59e+41  2.59e+41  2.59e+41  1.18e+07  4.78e+06  1.14e+07  4.46e-01  0.00e+00  0.00e+00 
5.382e+13   42      0        0  1.78e+10  0.00e+00  0.00e+00  1.28e+41  6.55e-14  3.36e+10  2.93e+05  2.93e+05  3.64e+01 -5.71e+00  3.79e+05  3.79e+05  1.03e-01  2.71e+41  2.71e+41  2.71e+41  1.19e+07  4.32e+06  1.15e+07  4.06e-01  0.00e+00  0.00e+00 
5.650e+13   43      0        0  1.80e+10  0.00e+00  0.00e+00  1.48e+41  6.72e-14  3.45e+10  2.84e+05  2.84e+05 -1.13e+01  3.14e+01  3.70e+05  3.70e+05  1.02e-01  2.83e+41  2.83e+41  2.83e+41  1.20e+07  3.89e+06  1.15e+07  4.02e-01  0.00e+00  0.00e+00 
5.931e+13   44      0        0  1.82e+10  0.00e+00  0.00e+00  1.73e+41  6.81e-14  3.49e+10  2.76e+05  2.76e+05  2.08e+01 -4.00e+01  3.61e+05  3.61e+05  1.02e-01  2.92e+41  2.92e+41  2.92e+41  1.21e+07  3.55e+06  1.16e+07  2.56e-01  0.00e+00  0.00e+00 
6.226e+13   45      0        0  1.83e+10  0.00e+00  0.00e+00  2.01e+41  6.92e-14  3.55e+10  2.68e+05  2.68e+05  4.69e+00 -1.28e+02  3.52e+05  3.52e+05  1.01e-01  3.01e+41  3.01e+41  3.01e+41  1.22e+07  3.22e+06  1.16e+07  3.92e-01  0.00e+00  0.00e+00 
6.536e+13   46      0        0  1.84e+10  0.00e+00  0.00e+00  2.33e+41  6.96e-14  3.57e+10  2.61e+05  2.61e+05 -1.16e+01  6.12e+01  3.43e+05  3.43e+05  1.00e-01  3.08e+41  3.08e+41  3.08e+41  1.22e+07  2.95e+06  1.16e+07  1.63e-01  0.00e+00  0.00e+00 
6.861e+13   47      0        0  1.85e+10  0.00e+00  0.00e+00  2.70e+41  6.96e-14  3.57e+10  2.54e+05  2.54e+05  2.30e+01 -2.50e+01  3.35e+05  3.35e+05  9.89e-02  3.12e+41  3.12e+41  3.12e+41  1.23e+07  2.71e+06  1.17e+07  1.63e-01  0.00e+00  0.00e+00 
7.203e+13   48      0        0  1.86e+10  0.00e+00  0.00e+00  3.13e+41  6.91e-14  3.54e+10  2.47e+05  2.47e+05 -5.46e+01  3.24e+00  3.27e+05  3.27e+05  9.77e-02  3.14e+41  3.14e+41  3.14e+41  1.24e+07  2.51e+06  1.17e+07  5.48e-01  0.00e+00  0.00e+00 
7.561e+13   49      0        0  1.86e+10  0.00e+00  0.00e+00  3.63e+41  6.91e-14  3.54e+10  2.41e+05  2.41e+05 -2.38e+01  3.00e+01  3.20e+05  3.19e+05  9.65e-02  3.18e+41  3.18e+41  3.18e+41  1.25e+07  2.30e+06  1.17e+07  2.22e-01  0.00e+00  0.00e+00 
7.937e+13   50      0        0  1.87e+10  0.00e+00  0.00e+00  4.20e+41  6.87e-14  3.52e+10  2.35e+05  2.35e+05 -4.08e+01 -1.64e+01  3.12e+05  3.12e+05  9.52e-02  3.20e+41  3.20e+41  3.20e+41  1.26e+07  2.13e+06  1.18e+07  4.46e-01  0.00e+00  0.00e+00 
8.332e+13   51      0        0  1.87e+10  0.00e+00  0.00e+00  4.85e+41  6.80e-14  3.49e+10  2.30e+05  2.30e+05 -5.97e+00 -2.89e+01  3.05e+05  3.05e+05  9.38e-02  3.21e+41  3.21e+41  3.21e+41  1.27e+07  1.97e+06  1.18e+07  1.88e-01  0.00e+00  0.00e+00 
8.746e+13   52      0        0  1.86e+10  0.00e+00  0.00e+00  5.61e+41  6.71e-14  3.44e+10  2.25e+05  2.25e+05 -8.81e+00 -1.89e+01  2.98e+05  2.98e+05  9.22e-02  3.21e+41  3.21e+41  3.21e+41  1.29e+07  1.83e+06  1.18e+07  2.84e-01  0.00e+00  0.00e+00 
9.181e+13   53      0        0  1.86e+10  0.00e+00  0.00e+00  6.47e+41  6.60e-14  3.38e+10  2.20e+05  2.20e+05 -3.68e+01 -4.42e+01  2.91e+05  2.91e+05  9.04e-02  3.21e+41  3.21e+41  3.20e+41  1.30e+07  1.70e+06  1.18e+07  7.12e-01  0.00e+00  0.00e+00 
9.638e+13   54      0        0  1.85e+10  0.00e+00  0.00e+00  7.46e+41  6.50e-14  3.33e+10  2.16e+05  2.16e+05 -4.81e+01 -3.54e+01  2.85e+05  2.85e+05  8.85e-02  3.20e+41  3.20e+41  3.20e+41  1.31e+07  1.58e+06  1.19e+07  1.13e-01  0.00e+00  0.00e+00 
1.012e+14   55      0        0  1.84e+10  0.00e+00  0.00e+00  8.59e+41  6.38e-14  3.27e+10  2.12e+05  2.12e+05 -7.60e+01  4.80e+01  2.78e+05  2.78e+05  8.68e-02  3.20e+41  3.20e+41  3.19e+41  1.32e+07  1.47e+06  1.19e+07  2.84e-01  0.00e+00  0.00e+00 
1.062e+14   56      0        0  1.83e+10  0.00e+00  0.00e+00  9.90e+41  6.30e-14  3.23e+10  2.09e+05  2.09e+05  5.41e+00 -5.11e-01  2.72e+05  2.73e+05  8.50e-02  3.21e+41  3.21e+41  3.21e+41  1.34e+07  1.36e+06  1.19e+07  2.84e-01  0.00e+00  0.00e+00 
1.115e+14   57      0        0  1.81e+10  0.00e+00  0.00e+00  1.14e+42  6.21e-14  3.18e+10  2.05e+05  2.06e+05 -3.85e+00  2.56e+01  2.67e+05  2.67e+05  8.29e-02  3.22e+41  3.22e+41  3.22e+41  1.35e+07  1.26e+06  1.20e+07  2.11e-01  0.00e+00  0.00e+00 
1.170e+14   58      0        0  1.79e+10  0.00e+00  0.00e+00  1.31e+42  6.12e-14  3.14e+10  2.03e+05  2.03e+05 -5.12e+01  6.11e+01  2.61e+05  2.62e+05  8.08e-02  3.22e+41  3.22e+41  3.23e+41  1.37e+07  1.17e+06  1.20e+07  2.44e-01  0.00e+00  0.00e+00 
1.229e+14   59      0        0  1.77e+10  0.00e+00  0.00e+00  1.50e+42  6.04e-14  3.10e+10  2.00e+05  2.00e+05 -5.64e+01 -7.40e+01  2.56e+05  2.56e+05  7.86e-02  3.24e+41  3.24e+41  3.24e+41  1.38e+07  1.08e+06  1.20e+07  2.95e-01  0.00e+00  0.00e+00 
1.290e+14   60      0        0  1.75e+10  0.00e+00  0.00e+00  1.73e+42  5.97e-14  3.06e+10  1.97e+05  1.97e+05 -2.58e+00  7.67e+00  2.51e+05  2.51e+05  7.63e-02  3.25e+41  3.25e+41  3.26e+41  1.39e+07  9.96e+05  1.20e+07  1.00e-01  0.00e+00  0.00e+00 
1.354e+14   61      0        0  1.72e+10  0.00e+00  0.00e+00  1.98e+42  5.87e-14  3.01e+10  1.95e+05  1.95e+05 -2.28e+01  8.64e+00  2.46e+05  2.47e+05  7.39e-02  3.26e+41  3.26e+41  3.26e+41  1.41e+07  9.21e+05  1.20e+07  1.25e-01  0.00e+00  0.00e+00 
1.421e+14   62      0        0  1.70e+10  0.00e+00  0.00e+00  2.28e+42  5.75e-14  2.95e+10  1.92e+05  1.93e+05 -1.52e+02  3.00e+02  2.42e+05  2.42e+05  7.14e-02  3.25e+41  3.25e+41  3.25e+41  1.42e+07  8.54e+05  1.20e+07  4.46e-01  0.00e+00  0.00e+00 
1.492e+14   63      0        0  1.67e+10  0.00e+00  0.00e+00  2.61e+42  5.61e-14  2.88e+10  1.90e+05  1.90e+05  5.04e+00  5.22e+00  2.37e+05  2.37e+05  6.90e-02  3.22e+41  3.22e+41  3.22e+41  1.43e+07  7.94e+05  1.20e+07  2.69e-01  0.00e+00  0.00e+00 
1.566e+14   64      0        0  1.64e+10  0.00e+00  0.00e+00  3.00e+42  5.45e-14  2.79e+10  1.88e+05  1.88e+05 -7.95e+00 -7.02e+00  2.33e+05  2.33e+05  6.63e-02  3.17e+41  3.17e+41  3.17e+41  1.44e+07  7.39e+05  1.20e+07  1.46e-01  0.00e+00  0.00e+00 
1.644e+14   65      0        0  1.61e+10  0.00e+00  0.00e+00  3.44e+42  5.28e-14  2.70e+10  1.86e+05  1.86e+05  8.65e+01  1.07e+02  2.28e+05  2.28e+05  6.38e-02  3.11e+41  3.11e+41  3.11e+41  1.45e+07  6.90e+05  1.19e+07  8.00e-01  0.00e+00  0.00e+00 
1.726e+14   66      0        0  1.57e+10  0.00e+00  0.00e+00  3.95e+42  5.08e-14  2.60e+10  1.84e+05  1.84e+05 -3.68e+00  1.96e+01  2.24e+05  2.24e+05  6.13e-02  3.03e+41  3.03e+41  3.03e+41  1.46e+07  6.46e+05  1.19e+07  2.84e-01  0.00e+00  0.00e+00 
1.812e+14   67      0        0  1.54e+10  0.00e+00  0.00e+00  4.54e+42  4.89e-14  2.50e+10  1.82e+05  1.82e+05 -2.96e+00 -1.03e+01  2.20e+05  2.20e+05  5.87e-02  2.94e+41  2.94e+41  2.94e+41  1.47e+07  6.05e+05  1.18e+07  4.46e-01  0.00e+00  0.00e+00 
1.902e+14   68      0        0  1.51e+10  0.00e+00  0.00e+00  5.21e+42  4.67e-14  2.39e+10  1.79e+05  1.79e+05 -9.71e+00 -2.51e+00  2.16e+05  2.16e+05  5.61e-02  2.84e+41  2.84e+41  2.84e+41  1.47e+07  5.69e+05  1.17e+07  1.61e-01  0.00e+00  0.00e+00 
1.997e+14   69      0        0  1.48e+10  0.00e+00  0.00e+00  5.99e+42  4.45e-14  2.28e+10  1.77e+05  1.77e+05  5.84e+00 -1.04e+01  2.12e+05  2.12e+05  5.36e-02  2.73e+41  2.73e+41  2.73e+41  1.48e+07  5.36e+05  1.17e+07  2.02e-01  0.00e+00  0.00e+00 
2.096e+14   70      0        0  1.45e+10  0.00e+00  0.00e+00  6.89e+42  4.23e-14  2.17e+10  1.75e+05  1.75e+05 -1.48e+01 -5.22e-01  2.08e+05  2.08e+05  5.10e-02  2.63e+41  2.63e+41  2.63e+41  1.48e+07  5.05e+05  1.15e+07  1.88e-01  0.00e+00  0.00e+00 
2.200e+14   71      0        0  1.42e+10  0.00e+00  0.00e+00  7.92e+42  4.02e-14  2.06e+10  1.73e+05  1.73e+05 -1.51e+01 -3.03e+00  2.05e+05  2.05e+05  4.86e-02  2.51e+41  2.51e+41  2.51e+41  1.48e+07  4.76e+05  1.14e+07  2.69e-01  0.00e+00  0.00e+00 
2.310e+14   72      0        0  1.39e+10  0.00e+00  0.00e+00  9.11e+42  3.81e-14  1.95e+10  1.70e+05  1.70e+05  4.84e+01 -1.42e+01  2.01e+05  2.01e+05  4.61e-02  2.39e+41  2.39e+41  2.39e+41  1.48e+07  4.49e+05  1.13e+07  4.02e-01  0.00e+00  0.00e+00 
2.425e+14   73      0        0  1.36e+10  0.00e+00  0.00e+00  1.05e+43  3.59e-14  1.84e+10  1.68e+05  1.68e+05  3.60e+00 -2.60e+01  1.98e+05  1.98e+05  4.36e-02  2.27e+41  2.27e+41  2.27e+41  1.48e+07  4.23e+05  1.12e+07  2.56e-01  0.00e+00  0.00e+00 
2.545e+14   74      0        0  1.34e+10  0.00e+00  0.00e+00  1.21e+43  3.38e-14  1.73e+10  1.66e+05  1.66e+05  9.70e+01 -5.26e+01  1.94e+05  1.94e+05  4.12e-02  2.14e+41  2.14e+41  2.14e+41  1.48e+07  4.01e+05  1.10e+07  5.48e-01  0.00e+00  0.00e+00 
2.672e+14   75      0        0  1.31e+10  0.00e+00  0.00e+00  1.39e+43  3.17e-14  1.62e+10  1.64e+05  1.64e+05  3.02e+01 -2.99e+00  1.91e+05  1.91e+05  3.89e-02  2.02e+41  2.02e+41  2.02e+41  1.47e+07  3.80e+05  1.09e+07  1.88e-01  0.00e+00  0.00e+00 
2.805e+14   76      0        0  1.29e+10  0.00e+00  0.00e+00  1.60e+43  2.98e-14  1.53e+10  1.61e+05  1.61e+05  1.85e+01  1.44e+00  1.88e+05  1.88e+05  3.66e-02  1.91e+41  1.91e+41  1.91e+41  1.47e+07  3.59e+05  1.07e+07  1.20e-01  0.00e+00  0.00e+00 
2.944e+14   77      0        0  1.26e+10  0.00e+00  0.00e+00  1.84e+43  2.81e-14  1.44e+10  1.59e+05  1.59e+05  7.15e+01  6.99e+01  1.85e+05  1.85e+05  3.43e-02  1.81e+41  1.81e+41  1.81e+41  1.46e+07  3.39e+05  1.05e+07  4.06e-01  0.00e+00  0.00e+00 
3.091e+14   78      0        0  1.24e+10  0.00e+00  0.00e+00  2.12e+43  2.64e-14  1.35e+10  1.57e+05  1.57e+05  2.71e+01 -6.87e+00  1.82e+05  1.82e+05  3.21e-02  1.71e+41  1.71e+41  1.71e+41  1.45e+07  3.19e+05  1.04e+07  1.10e-01  0.00e+00  0.00e+00 
3.244e+14   79      0        0  1.21e+10  0.00e+00  0.00e+00  2.45e+43  2.48e-14  1.27e+10  1.55e+05  1.55e+05  1.78e+01 -1.16e+00  1.80e+05  1.80e+05  3.00e-02  1.61e+41  1.61e+41  1.61e+41  1.44e+07  3.00e+05  1.02e+07  1.10e-01  0.00e+00  0.00e+00 
3.406e+14   80      0        0  1.19e+10  0.00e+00  0.00e+00  2.82e+43  2.33e-14  1.19e+10  1.53e+05  1.53e+05 -7.59e+01  3.38e+02  1.77e+05  1.77e+05  2.79e-02  1.52e+41  1.52e+41  1.52e+41  1.43e+07  2.83e+05  9.99e+06  1.15e-01  0.00e+00  0.00e+00 
