        r      rcen    i inwind converge     nband      nxtot        xj xave_freq  xsd_freq      fmin      fmax  fmin_mod  fmax_mod spec_mod_type  pl_alpha  pl_log_w  exp_temp     exp_w 
4.310e+12 4.418e+12    0     -1        0      0  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
4.525e+12 4.637e+12    1      0        0      0  1.63e+04  1.45e+14  6.92e+14  2.11e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.21e+00 -1.86e+01 -2.14e+04  3.97e-02 
4.750e+12 4.868e+12    2      0        0      0  2.34e+04  1.68e+14  7.09e+14  2.12e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.40e+00 -2.15e+01 -1.88e+04  3.70e-02 
4.986e+12 5.110e+12    3      0        0      0  2.99e+04  1.70e+14  6.99e+14  2.17e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.29e+00 -1.98e+01 -2.02e+04  4.25e-02 
5.234e+12 5.364e+12    4      0        0      0  3.87e+04  1.92e+14  6.89e+14  2.19e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.17e+00 -1.79e+01 -2.20e+04  5.47e-02 
5.495e+12 5.631e+12    5      0        0      0  4.88e+04  2.00e+14  6.94e+14  2.17e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.23e+00 -1.88e+01 -2.11e+04  5.37e-02 
5.768e+12 5.912e+12    6      0        0      0  6.07e+04  1.99e+14  6.95e+14  2.20e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.24e+00 -1.90e+01 -2.09e+04  5.26e-02 
6.055e+12 6.206e+12    7      0        0      0  7.54e+04  2.05e+14  6.98e+14  2.19e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.27e+00 -1.94e+01 -2.04e+04  5.24e-02 
6.356e+12 6.514e+12    8      0        0      0  9.01e+04  2.10e+14  6.96e+14  2.19e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.25e+00 -1.91e+01 -2.07e+04  5.48e-02 
6.672e+12 6.838e+12    9      0        0      0  9.97e+04  2.09e+14  6.94e+14  2.22e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.23e+00 -1.87e+01 -2.11e+04  5.62e-02 
7.004e+12 7.179e+12   10      0        0      0  1.02e+05  2.09e+14  6.93e+14  2.23e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.22e+00 -1.86e+01 -2.12e+04  5.67e-02 
7.353e+12 7.536e+12   11      0        0      0  1.09e+05  2.17e+14  6.86e+14  2.24e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.14e+00 -1.74e+01 -2.25e+04  6.43e-02 
7.719e+12 7.911e+12   12      0        0      0  1.15e+05  2.20e+14  6.87e+14  2.24e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.15e+00 -1.76e+01 -2.22e+04  6.40e-02 
8.103e+12 8.304e+12   13      0        0      0  1.20e+05  2.23e+14  6.84e+14  2.25e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.12e+00 -1.71e+01 -2.28e+04  6.75e-02 
8.506e+12 8.717e+12   14      0        0      0  1.26e+05  2.23e+14  6.82e+14  2.26e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.10e+00 -1.69e+01 -2.31e+04  6.88e-02 
8.929e+12 9.151e+12   15      0        0      0  1.40e+05  2.23e+14  6.86e+14  2.26e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.14e+00 -1.74e+01 -2.25e+04  6.61e-02 
9.373e+12 9.606e+12   16      0        0      0  1.41e+05  2.25e+14  6.84e+14  2.26e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.12e+00 -1.71e+01 -2.28e+04  6.82e-02 
9.839e+12 1.008e+13   17      0        0      0  1.47e+05  2.24e+14  6.84e+14  2.25e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.11e+00 -1.70e+01 -2.29e+04  6.81e-02 
1.033e+13 1.059e+13   18      0        0      0  1.73e+05  2.27e+14  6.84e+14  2.25e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.11e+00 -1.70e+01 -2.29e+04  6.91e-02 
1.084e+13 1.111e+13   19      0        0      0  2.02e+05  2.27e+14  6.82e+14  2.25e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.10e+00 -1.68e+01 -2.32e+04  7.04e-02 
