        r    i inwind converge       v_x       v_y       v_z       vol       rho        ne       t_e   t_e_old      dt_e  dt_e_old       t_r   t_r_old         w  heat_tot heat_tot_old  cool_tot      ntot        ip    nioniz      gain macro_bf_in macro_bf_out 
1.451e+13   25      0        0  1.23e+10  0.00e+00  0.00e+00  2.21e+39  5.19e-13  2.66e+11  4.29e+05  4.29e+05 -3.67e+02  2.11e+02  4.80e+05  4.80e+05  3.63e-01  4.96e+41  4.96e+41  4.96e+41  1.29e+07  4.07e+06  1.24e+07  8.00e-01  0.00e+00  0.00e+00 
1.523e+13   26      0        0  1.27e+10  0.00e+00  0.00e+00  2.57e+39  5.41e-13  2.77e+11  4.14e+05  4.14e+05 -3.25e+01 -7.58e+01  4.65e+05  4.65e+05  3.69e-01  5.18e+41  5.18e+41  5.18e+41  1.31e+07  3.61e+06  1.25e+07  7.69e-01  0.00e+00  0.00e+00 
1.599e+13   27      0        0  1.29e+10  0.00e+00  0.00e+00  2.98e+39  5.57e-13  2.86e+11  3.99e+05  3.99e+05 -2.97e+02  5.26e+01  4.50e+05  4.50e+05  3.76e-01  5.34e+41  5.34e+41  5.34e+41  1.33e+07  3.24e+06  1.26e+07  8.00e-01  0.00e+00  0.00e+00 
1.678e+13   28      0        0  1.32e+10  0.00e+00  0.00e+00  3.47e+39  5.73e-13  2.94e+11  3.85e+05  3.85e+05  1.05e+02  7.04e+02  4.35e+05  4.35e+05  3.83e-01  5.48e+41  5.48e+41  5.48e+41  1.34e+07  2.90e+06  1.27e+07  8.00e-01  0.00e+00  0.00e+00 
1.762e+13   29      0        0  1.35e+10  0.00e+00  0.00e+00  4.03e+39  5.85e-13  3.00e+11  3.71e+05  3.71e+05  1.81e+02 -1.67e+00  4.20e+05  4.20e+05  3.91e-01  5.58e+41  5.58e+41  5.57e+41  1.36e+07  2.61e+06  1.28e+07  4.24e-01  0.00e+00  0.00e+00 
1.850e+13   30      0        0  1.37e+10  0.00e+00  0.00e+00  4.68e+39  6.00e-13  3.08e+11  3.58e+05  3.58e+05 -1.02e+01  1.11e+02  4.06e+05  4.06e+05  3.99e-01  5.68e+41  5.68e+41  5.68e+41  1.38e+07  2.34e+06  1.29e+07  2.70e-01  0.00e+00  0.00e+00 
1.942e+13   31      0        0  1.39e+10  0.00e+00  0.00e+00  5.43e+39  6.06e-13  3.11e+11  3.45e+05  3.45e+05 -7.48e+02 -5.21e+02  3.92e+05  3.92e+05  4.08e-01  5.69e+41  5.69e+41  5.69e+41  1.39e+07  2.12e+06  1.30e+07  8.00e-01  0.00e+00  0.00e+00 
2.038e+13   32      0        0  1.40e+10  0.00e+00  0.00e+00  6.30e+39  6.14e-13  3.15e+11  3.32e+05  3.33e+05 -4.46e+02 -2.85e+03  3.78e+05  3.78e+05  4.18e-01  5.72e+41  5.72e+41  5.72e+41  1.41e+07  1.92e+06  1.30e+07  8.00e-01  0.00e+00  0.00e+00 
2.140e+13   33      0        0  1.42e+10  0.00e+00  0.00e+00  7.31e+39  6.18e-13  3.17e+11  3.21e+05  3.21e+05 -1.16e+03  3.12e+02  3.64e+05  3.64e+05  4.27e-01  5.70e+41  5.70e+41  5.70e+41  1.43e+07  1.75e+06  1.31e+07  7.69e-01  0.00e+00  0.00e+00 
2.246e+13   34      0        0  1.43e+10  0.00e+00  0.00e+00  8.47e+39  6.21e-13  3.18e+11  3.10e+05  3.10e+05  3.76e+02 -1.20e+03  3.51e+05  3.51e+05  4.37e-01  5.68e+41  5.68e+41  5.68e+41  1.45e+07  1.59e+06  1.32e+07  6.99e-01  0.00e+00  0.00e+00 
2.358e+13   35      0        0  1.44e+10  0.00e+00  0.00e+00  9.81e+39  6.21e-13  3.18e+11  2.99e+05  2.99e+05 -2.13e+02 -1.51e+03  3.39e+05  3.38e+05  4.48e-01  5.62e+41  5.62e+41  5.63e+41  1.47e+07  1.45e+06  1.33e+07  8.00e-01  0.00e+00  0.00e+00 
2.475e+13   36      0        0  1.44e+10  0.00e+00  0.00e+00  1.14e+40  6.20e-13  3.18e+11  2.89e+05  2.89e+05 -3.01e+02 -1.75e+03  3.26e+05  3.26e+05  4.60e-01  5.56e+41  5.56e+41  5.56e+41  1.50e+07  1.33e+06  1.34e+07  8.00e-01  0.00e+00  0.00e+00 
2.598e+13   37      0        0  1.44e+10  0.00e+00  0.00e+00  1.31e+40  6.18e-13  3.17e+11  2.80e+05  2.80e+05 -4.33e+02 -1.68e+03  3.15e+05  3.14e+05  4.71e-01  5.51e+41  5.51e+41  5.51e+41  1.52e+07  1.22e+06  1.35e+07  8.00e-01  0.00e+00  0.00e+00 
2.728e+13   38      0        0  1.44e+10  0.00e+00  0.00e+00  1.52e+40  6.14e-13  3.15e+11  2.71e+05  2.71e+05 -6.84e+02 -1.96e+03  3.04e+05  3.03e+05  4.83e-01  5.44e+41  5.44e+41  5.44e+41  1.55e+07  1.12e+06  1.36e+07  8.00e-01  0.00e+00  0.00e+00 
2.863e+13   39      0        0  1.43e+10  0.00e+00  0.00e+00  1.75e+40  6.09e-13  3.12e+11  2.63e+05  2.63e+05 -5.47e+02 -1.88e+03  2.93e+05  2.93e+05  4.95e-01  5.39e+41  5.39e+41  5.39e+41  1.58e+07  1.04e+06  1.37e+07  8.00e-01  0.00e+00  0.00e+00 
3.006e+13   40      0        0  1.42e+10  0.00e+00  0.00e+00  2.02e+40  6.01e-13  3.08e+11  2.56e+05  2.56e+05 -4.89e+02 -1.89e+03  2.83e+05  2.83e+05  5.06e-01  5.32e+41  5.32e+41  5.32e+41  1.61e+07  9.63e+05  1.39e+07  8.00e-01  0.00e+00  0.00e+00 
3.155e+13   41      0        0  1.41e+10  0.00e+00  0.00e+00  2.33e+40  5.95e-13  3.05e+11  2.50e+05  2.51e+05  1.21e+03 -2.01e+03  2.74e+05  2.73e+05  5.16e-01  5.28e+41  5.28e+41  5.28e+41  1.65e+07  8.90e+05  1.40e+07  6.99e-01  0.00e+00  0.00e+00 
3.312e+13   42      0        0  1.39e+10  0.00e+00  0.00e+00  2.69e+40  5.86e-13  3.00e+11  2.44e+05  2.44e+05 -3.19e+02 -2.21e+03  2.65e+05  2.64e+05  5.26e-01  5.24e+41  5.24e+41  5.25e+41  1.68e+07  8.29e+05  1.42e+07  8.00e-01  0.00e+00  0.00e+00 
3.477e+13   43      0        0  1.37e+10  0.00e+00  0.00e+00  3.09e+40  5.74e-13  2.94e+11  2.39e+05  2.38e+05 -4.10e+02 -1.96e+03  2.57e+05  2.56e+05  5.35e-01  5.19e+41  5.19e+41  5.18e+41  1.72e+07  7.74e+05  1.44e+07  8.00e-01  0.00e+00  0.00e+00 
3.650e+13   44      0        0  1.34e+10  0.00e+00  0.00e+00  3.56e+40  5.65e-13  2.90e+11  2.34e+05  2.34e+05 -3.35e+02 -1.79e+03  2.49e+05  2.48e+05  5.43e-01  5.17e+41  5.17e+41  5.16e+41  1.76e+07  7.22e+05  1.46e+07  8.00e-01  0.00e+00  0.00e+00 
3.832e+13   45      0        0  1.31e+10  0.00e+00  0.00e+00  4.09e+40  5.53e-13  2.83e+11  2.30e+05  2.29e+05 -5.70e+02 -1.62e+03  2.41e+05  2.41e+05  5.49e-01  5.12e+41  5.12e+41  5.12e+41  1.81e+07  6.75e+05  1.47e+07  8.00e-01  0.00e+00  0.00e+00 
4.022e+13   46      0        0  1.27e+10  0.00e+00  0.00e+00  4.71e+40  5.41e-13  2.77e+11  2.25e+05  2.25e+05 -4.16e+02 -1.60e+03  2.35e+05  2.34e+05  5.54e-01  5.08e+41  5.08e+41  5.08e+41  1.85e+07  6.33e+05  1.49e+07  8.00e-01  0.00e+00  0.00e+00 
4.222e+13   47      0        0  1.24e+10  0.00e+00  0.00e+00  5.41e+40  5.29e-13  2.71e+11  2.22e+05  2.22e+05 -5.03e+02 -1.54e+03  2.28e+05  2.28e+05  5.56e-01  5.06e+41  5.06e+41  5.06e+41  1.90e+07  5.92e+05  1.51e+07  8.00e-01  0.00e+00  0.00e+00 
4.432e+13   48      0        0  1.20e+10  0.00e+00  0.00e+00  6.22e+40  5.14e-13  2.63e+11  2.18e+05  2.18e+05 -3.60e+02 -1.70e+03  2.22e+05  2.22e+05  5.58e-01  4.99e+41  4.99e+41  4.99e+41  1.94e+07  5.56e+05  1.53e+07  8.00e-01  0.00e+00  0.00e+00 
4.653e+13   49      0        0  1.16e+10  0.00e+00  0.00e+00  7.15e+40  4.98e-13  2.55e+11  2.14e+05  2.14e+05 -3.57e+02 -1.65e+03  2.16e+05  2.16e+05  5.59e-01  4.92e+41  4.92e+41  4.92e+41  1.98e+07  5.24e+05  1.54e+07  8.00e-01  0.00e+00  0.00e+00 
4.884e+13   50      0        0  1.12e+10  0.00e+00  0.00e+00  8.23e+40  4.81e-13  2.46e+11  2.11e+05  2.11e+05 -2.78e+02 -1.54e+03  2.10e+05  2.10e+05  5.57e-01  4.82e+41  4.82e+41  4.82e+41  2.03e+07  4.95e+05  1.55e+07  8.00e-01  0.00e+00  0.00e+00 
5.127e+13   51      0        0  1.08e+10  0.00e+00  0.00e+00  9.47e+40  4.65e-13  2.38e+11  2.07e+05  2.07e+05 -1.39e+02 -1.54e+03  2.05e+05  2.05e+05  5.57e-01  4.74e+41  4.74e+41  4.74e+41  2.07e+07  4.66e+05  1.56e+07  8.00e-01  0.00e+00  0.00e+00 
5.382e+13   52      0        0  1.04e+10  0.00e+00  0.00e+00  1.09e+41  4.46e-13  2.28e+11  2.04e+05  2.04e+05 -4.82e+02 -1.34e+03  1.99e+05  1.99e+05  5.53e-01  4.62e+41  4.62e+41  4.62e+41  2.11e+07  4.41e+05  1.57e+07  8.00e-01  0.00e+00  0.00e+00 
5.650e+13   53      0        0  1.01e+10  0.00e+00  0.00e+00  1.26e+41  4.26e-13  2.18e+11  2.00e+05  2.00e+05 -2.03e+02 -1.23e+03  1.94e+05  1.94e+05  5.48e-01  4.48e+41  4.48e+41  4.48e+41  2.15e+07  4.18e+05  1.58e+07  8.00e-01  0.00e+00  0.00e+00 
5.931e+13   54      0        0  9.74e+09  0.00e+00  0.00e+00  1.45e+41  4.07e-13  2.08e+11  1.97e+05  1.97e+05 -1.59e+02 -1.23e+03  1.90e+05  1.89e+05  5.42e-01  4.34e+41  4.34e+41  4.34e+41  2.18e+07  3.97e+05  1.58e+07  8.00e-01  0.00e+00  0.00e+00 
6.226e+13   55      0        0  9.38e+09  0.00e+00  0.00e+00  1.67e+41  3.89e-13  1.99e+11  1.93e+05  1.93e+05 -2.10e+02 -1.31e+03  1.85e+05  1.85e+05  5.33e-01  4.21e+41  4.21e+41  4.21e+41  2.22e+07  3.75e+05  1.59e+07  8.00e-01  0.00e+00  0.00e+00 
6.536e+13   56      0        0  9.04e+09  0.00e+00  0.00e+00  1.92e+41  3.69e-13  1.89e+11  1.90e+05  1.90e+05 -2.22e+02 -1.30e+03  1.81e+05  1.80e+05  5.24e-01  4.05e+41  4.05e+41  4.05e+41  2.25e+07  3.57e+05  1.59e+07  8.00e-01  0.00e+00  0.00e+00 
6.861e+13   57      0        0  8.73e+09  0.00e+00  0.00e+00  2.21e+41  3.50e-13  1.79e+11  1.87e+05  1.87e+05 -2.89e+02 -1.17e+03  1.76e+05  1.76e+05  5.15e-01  3.88e+41  3.88e+41  3.88e+41  2.27e+07  3.39e+05  1.58e+07  8.00e-01  0.00e+00  0.00e+00 
7.203e+13   58      0        0  8.44e+09  0.00e+00  0.00e+00  2.55e+41  3.31e-13  1.69e+11  1.83e+05  1.83e+05 -2.81e+02 -1.21e+03  1.72e+05  1.72e+05  5.03e-01  3.71e+41  3.71e+41  3.71e+41  2.30e+07  3.23e+05  1.58e+07  8.00e-01  0.00e+00  0.00e+00 
7.561e+13   59      0        0  8.13e+09  0.00e+00  0.00e+00  2.94e+41  3.13e-13  1.60e+11  1.80e+05  1.80e+05 -4.67e+02 -1.13e+03  1.68e+05  1.68e+05  4.90e-01  3.55e+41  3.55e+41  3.55e+41  2.32e+07  3.07e+05  1.57e+07  8.00e-01  0.00e+00  0.00e+00 
7.937e+13   60      0        0  7.83e+09  0.00e+00  0.00e+00  3.40e+41  2.96e-13  1.51e+11  1.76e+05  1.76e+05 -4.98e+02 -1.20e+03  1.65e+05  1.65e+05  4.77e-01  3.38e+41  3.38e+41  3.38e+41  2.34e+07  2.91e+05  1.56e+07  8.00e-01  0.00e+00  0.00e+00 
8.332e+13   61      0        0  7.56e+09  0.00e+00  0.00e+00  3.92e+41  2.79e-13  1.43e+11  1.73e+05  1.73e+05 -5.80e+02 -1.32e+03  1.61e+05  1.61e+05  4.62e-01  3.22e+41  3.22e+41  3.22e+41  2.35e+07  2.77e+05  1.55e+07  8.00e-01  0.00e+00  0.00e+00 
8.746e+13   62      0        0  7.32e+09  0.00e+00  0.00e+00  4.53e+41  2.62e-13  1.34e+11  1.70e+05  1.70e+05 -2.65e+02 -1.38e+03  1.58e+05  1.58e+05  4.47e-01  3.05e+41  3.05e+41  3.05e+41  2.37e+07  2.64e+05  1.53e+07  8.00e-01  0.00e+00  0.00e+00 
9.181e+13   63      0        0  7.06e+09  0.00e+00  0.00e+00  5.23e+41  2.46e-13  1.26e+11  1.67e+05  1.67e+05 -2.85e+02 -1.41e+03  1.54e+05  1.54e+05  4.31e-01  2.88e+41  2.88e+41  2.88e+41  2.37e+07  2.51e+05  1.52e+07  8.00e-01  0.00e+00  0.00e+00 
9.638e+13   64      0        0  6.83e+09  0.00e+00  0.00e+00  6.03e+41  2.31e-13  1.18e+11  1.63e+05  1.63e+05 -1.78e+02 -1.56e+03  1.51e+05  1.51e+05  4.15e-01  2.73e+41  2.73e+41  2.73e+41  2.38e+07  2.38e+05  1.50e+07  8.00e-01  0.00e+00  0.00e+00 
1.012e+14   65      0        0  6.59e+09  0.00e+00  0.00e+00  6.97e+41  2.17e-13  1.11e+11  1.60e+05  1.60e+05 -2.88e+02 -1.59e+03  1.48e+05  1.48e+05  3.99e-01  2.59e+41  2.59e+41  2.59e+41  2.38e+07  2.26e+05  1.48e+07  8.00e-01  0.00e+00  0.00e+00 
1.062e+14   66      0        0  6.38e+09  0.00e+00  0.00e+00  8.05e+41  2.04e-13  1.04e+11  1.57e+05  1.57e+05 -1.57e+02 -1.59e+03  1.45e+05  1.45e+05  3.81e-01  2.44e+41  2.44e+41  2.44e+41  2.38e+07  2.14e+05  1.46e+07  8.00e-01  0.00e+00  0.00e+00 
1.115e+14   67      0        0  6.18e+09  0.00e+00  0.00e+00  9.30e+41  1.91e-13  9.76e+10  1.54e+05  1.54e+05 -2.20e+02 -1.51e+03  1.43e+05  1.42e+05  3.65e-01  2.30e+41  2.30e+41  2.30e+41  2.38e+07  2.03e+05  1.44e+07  8.00e-01  0.00e+00  0.00e+00 
1.170e+14   68      0        0  6.01e+09  0.00e+00  0.00e+00  1.07e+42  1.79e-13  9.15e+10  1.51e+05  1.51e+05 -4.39e+02 -1.33e+03  1.40e+05  1.40e+05  3.49e-01  2.17e+41  2.17e+41  2.17e+41  2.37e+07  1.92e+05  1.41e+07  8.00e-01  0.00e+00  0.00e+00 
1.229e+14   69      0        0  5.83e+09  0.00e+00  0.00e+00  1.24e+42  1.68e-13  8.59e+10  1.48e+05  1.48e+05 -7.45e+01 -1.35e+03  1.37e+05  1.37e+05  3.32e-01  2.05e+41  2.05e+41  2.05e+41  2.37e+07  1.82e+05  1.39e+07  8.00e-01  0.00e+00  0.00e+00 
1.290e+14   70      0        0  5.66e+09  0.00e+00  0.00e+00  1.43e+42  1.57e-13  8.06e+10  1.45e+05  1.45e+05 -1.54e+01 -1.46e+03  1.35e+05  1.35e+05  3.15e-01  1.93e+41  1.93e+41  1.93e+41  2.35e+07  1.72e+05  1.36e+07  8.00e-01  0.00e+00  0.00e+00 
1.354e+14   71      0        0  5.50e+09  0.00e+00  0.00e+00  1.66e+42  1.47e-13  7.55e+10  1.42e+05  1.42e+05 -6.87e+01 -1.45e+03  1.32e+05  1.32e+05  2.99e-01  1.81e+41  1.81e+41  1.81e+41  2.34e+07  1.62e+05  1.33e+07  8.00e-01  0.00e+00  0.00e+00 
1.421e+14   72      0        0  5.39e+09  0.00e+00  0.00e+00  1.92e+42  1.39e-13  7.09e+10  1.39e+05  1.39e+05 -2.34e+02 -1.52e+03  1.30e+05  1.30e+05  2.83e-01  1.71e+41  1.71e+41  1.71e+41  2.32e+07  1.52e+05  1.31e+07  8.00e-01  0.00e+00  0.00e+00 
1.492e+14   73      0        0  5.28e+09  0.00e+00  0.00e+00  2.22e+42  1.30e-13  6.66e+10  1.36e+05  1.36e+05  1.61e+01 -1.63e+03  1.28e+05  1.28e+05  2.67e-01  1.62e+41  1.62e+41  1.62e+41  2.30e+07  1.43e+05  1.28e+07  6.99e-01  0.00e+00  0.00e+00 
1.566e+14   74      0        0  5.16e+09  0.00e+00  0.00e+00  2.56e+42  1.22e-13  6.26e+10  1.33e+05  1.33e+05  5.60e+01 -1.55e+03  1.25e+05  1.25e+05  2.51e-01  1.53e+41  1.53e+41  1.53e+41  2.28e+07  1.34e+05  1.25e+07  6.99e-01  0.00e+00  0.00e+00 
1.644e+14   75      0        0  5.05e+09  0.00e+00  0.00e+00  2.96e+42  1.15e-13  5.90e+10  1.30e+05  1.30e+05 -1.48e+02 -1.48e+03  1.23e+05  1.23e+05  2.36e-01  1.44e+41  1.44e+41  1.44e+41  2.25e+07  1.25e+05  1.21e+07  8.00e-01  0.00e+00  0.00e+00 
1.726e+14   76      0        0  4.94e+09  0.00e+00  0.00e+00  3.42e+42  1.08e-13  5.54e+10  1.27e+05  1.27e+05 -8.48e+01 -1.56e+03  1.21e+05  1.21e+05  2.22e-01  1.35e+41  1.35e+41  1.35e+41  2.22e+07  1.17e+05  1.18e+07  8.00e-01  0.00e+00  0.00e+00 
1.812e+14   77      0        0  4.87e+09  0.00e+00  0.00e+00  3.96e+42  1.01e-13  5.18e+10  1.24e+05  1.25e+05  5.03e+01 -1.59e+03  1.19e+05  1.19e+05  2.08e-01  1.26e+41  1.26e+41  1.26e+41  2.19e+07  1.10e+05  1.15e+07  6.99e-01  0.00e+00  0.00e+00 
1.902e+14   78      0        0  4.81e+09  0.00e+00  0.00e+00  4.58e+42  9.43e-14  4.83e+10  1.22e+05  1.22e+05 -9.82e+01 -1.31e+03  1.17e+05  1.17e+05  1.94e-01  1.18e+41  1.18e+41  1.18e+41  2.15e+07  1.03e+05  1.11e+07  8.00e-01  0.00e+00  0.00e+00 
1.997e+14   79      0        0  4.73e+09  0.00e+00  0.00e+00  5.29e+42  8.76e-14  4.49e+10  1.19e+05  1.19e+05 -1.71e+01 -1.42e+03  1.15e+05  1.15e+05  1.81e-01  1.09e+41  1.09e+41  1.09e+41  2.11e+07  9.68e+04  1.08e+07  8.00e-01  0.00e+00  0.00e+00 
2.096e+14   80      0        0  4.66e+09  0.00e+00  0.00e+00  6.12e+42  8.12e-14  4.16e+10  1.16e+05  1.16e+05 -1.83e+02 -1.30e+03  1.13e+05  1.13e+05  1.68e-01  1.01e+41  1.01e+41  1.01e+41  2.07e+07  9.12e+04  1.04e+07  8.00e-01  0.00e+00  0.00e+00 
