        r      rcen    i inwind converge     nband      nxtot        xj xave_freq  xsd_freq      fmin      fmax  fmin_mod  fmax_mod spec_mod_  pl_alpha  pl_log_w  exp_temp     exp_w 
2.268e+13 2.330e+13    0     -1        0      0  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
2.392e+13 2.458e+13    1      0        0      0  2.76e+05  3.04e+13  7.36e+14  1.99e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.77e+00 -2.76e+01 -1.55e+04  4.56e-03 
2.524e+13 2.594e+13    2      0        0      0  4.31e+05  3.34e+13  7.33e+14  2.00e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.73e+00 -2.70e+01 -1.58e+04  5.21e-03 
2.663e+13 2.736e+13    3      0        0      0  6.08e+05  3.54e+13  7.30e+14  2.02e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.69e+00 -2.64e+01 -1.61e+04  5.77e-03 
2.810e+13 2.887e+13    4      0        0      0  8.08e+05  3.71e+13  7.28e+14  2.03e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.65e+00 -2.58e+01 -1.64e+04  6.29e-03 
2.964e+13 3.046e+13    5      0        0      0  1.08e+06  3.85e+13  7.26e+14  2.03e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.63e+00 -2.54e+01 -1.66e+04  6.69e-03 
3.127e+13 3.213e+13    6      0        0      0  1.39e+06  3.95e+13  7.24e+14  2.03e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.61e+00 -2.51e+01 -1.68e+04  7.04e-03 
3.299e+13 3.390e+13    7      0        0      0  1.74e+06  4.05e+13  7.21e+14  2.05e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.57e+00 -2.45e+01 -1.72e+04  7.53e-03 
3.481e+13 3.577e+13    8      0        0      0  2.17e+06  4.12e+13  7.20e+14  2.05e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.54e+00 -2.41e+01 -1.74e+04  7.84e-03 
3.673e+13 3.774e+13    9      0        0      0  2.64e+06  4.16e+13  7.18e+14  2.06e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.52e+00 -2.37e+01 -1.76e+04  8.15e-03 
