        r      rcen    i inwind converge       v_x       v_y       v_z       vol       rho        ne       t_e       t_r        h1       he2        c4        n5        o6  dmo_dt_x  dmo_dt_y  dmo_dt_z        ip      ntot      nrad    nioniz 
3.875e+13 3.981e+13   10      0        0  1.33e+10  0.00e+00  0.00e+00  4.73e+40  5.49e-13  2.81e+11  1.10e+05  9.56e+04  7.68e-11  7.89e-10  0.00e+00  0.00e+00  3.32e-05 -1.05e+33 -3.70e+31 -6.72e+32  1.09e+05  1.64e+07  0.00e+00  1.27e+07 
4.088e+13 4.201e+13   11      0        0  1.29e+10  0.00e+00  0.00e+00  5.51e+40  5.35e-13  2.74e+11  1.09e+05  9.26e+04  6.30e-11  8.87e-10  0.00e+00  0.00e+00  4.25e-05 -9.82e+32  2.56e+31 -6.61e+32  9.93e+04  1.68e+07  0.00e+00  1.27e+07 
4.313e+13 4.432e+13   12      0        0  1.25e+10  0.00e+00  0.00e+00  6.43e+40  5.20e-13  2.66e+11  1.09e+05  8.97e+04  7.45e-11  1.03e-09  0.00e+00  0.00e+00  5.40e-05 -1.02e+33  1.84e+31 -6.61e+32  9.08e+04  1.73e+07  0.00e+00  1.27e+07 
4.551e+13 4.676e+13   13      0        0  1.21e+10  0.00e+00  0.00e+00  7.50e+40  5.04e-13  2.58e+11  1.08e+05  8.70e+04  6.02e-11  1.20e-09  0.00e+00  0.00e+00  7.39e-05 -1.02e+33 -7.33e+30 -6.39e+32  8.31e+04  1.77e+07  0.00e+00  1.27e+07 
4.801e+13 4.933e+13   14      0        0  1.17e+10  0.00e+00  0.00e+00  8.75e+40  4.85e-13  2.49e+11  1.07e+05  8.45e+04  7.11e-11  1.43e-09  0.00e+00  0.00e+00  9.36e-05 -9.45e+32 -1.15e+31 -6.25e+32  7.64e+04  1.82e+07  0.00e+00  1.26e+07 
5.065e+13 5.205e+13   15      0        0  1.12e+10  0.00e+00  0.00e+00  1.02e+41  4.66e-13  2.39e+11  1.07e+05  8.21e+04  5.81e-11  1.70e-09  0.00e+00  0.00e+00  1.20e-04 -9.74e+32 -8.82e+30 -6.29e+32  7.03e+04  1.86e+07  0.00e+00  1.25e+07 
5.344e+13 5.491e+13   16      0        0  1.08e+10  0.00e+00  0.00e+00  1.19e+41  4.47e-13  2.29e+11  1.06e+05  7.97e+04  7.10e-11  2.08e-09  0.00e+00  0.00e+00  1.56e-04 -9.32e+32  1.50e+30 -5.81e+32  6.47e+04  1.90e+07  0.00e+00  1.24e+07 
5.638e+13 5.793e+13   17      0        0  1.04e+10  0.00e+00  0.00e+00  1.39e+41  4.26e-13  2.18e+11  1.05e+05  7.75e+04  6.83e-11  2.47e-09  0.00e+00  0.00e+00  2.02e-04 -9.19e+32  1.24e+31 -5.65e+32  5.98e+04  1.94e+07  0.00e+00  1.23e+07 
5.949e+13 6.112e+13   18      0        0  9.97e+09  0.00e+00  0.00e+00  1.63e+41  4.04e-13  2.07e+11  1.04e+05  7.54e+04  5.41e-11  2.94e-09  0.00e+00  0.00e+00  2.70e-04 -8.72e+32 -1.57e+30 -5.84e+32  5.52e+04  1.98e+07  0.00e+00  1.21e+07 
6.276e+13 6.449e+13   19      0        0  9.58e+09  0.00e+00  0.00e+00  1.90e+41  3.84e-13  1.96e+11  1.02e+05  7.34e+04  6.70e-11  3.14e-09  0.00e+00  0.00e+00  3.58e-04 -8.87e+32 -3.99e+30 -5.42e+32  5.11e+04  2.02e+07  0.00e+00  1.19e+07 
6.621e+13 6.804e+13   20      0        0  9.20e+09  0.00e+00  0.00e+00  2.22e+41  3.62e-13  1.86e+11  1.01e+05  7.14e+04  5.32e-11  3.97e-09  0.00e+00  0.00e+00  4.92e-04 -8.68e+32 -1.36e+31 -5.32e+32  4.73e+04  2.05e+07  0.00e+00  1.17e+07 
6.986e+13 7.178e+13   21      0        0  8.84e+09  0.00e+00  0.00e+00  2.60e+41  3.42e-13  1.75e+11  9.90e+04  6.96e+04  5.29e-11  4.89e-09  0.00e+00  0.00e+00  6.98e-04 -8.64e+32 -1.59e+31 -5.37e+32  4.39e+04  2.08e+07  0.00e+00  1.15e+07 
7.370e+13 7.573e+13   22      0        0  8.49e+09  0.00e+00  0.00e+00  3.04e+41  3.21e-13  1.64e+11  9.70e+04  6.79e+04  5.32e-11  5.97e-09  0.00e+00  0.00e+00  1.03e-03 -8.18e+32 -2.82e+29 -5.36e+32  4.07e+04  2.11e+07  0.00e+00  1.13e+07 
7.776e+13 7.990e+13   23      0        0  8.15e+09  0.00e+00  0.00e+00  3.56e+41  3.02e-13  1.54e+11  9.45e+04  6.63e+04  5.40e-11  6.36e-09  0.00e+00  0.00e+00  1.64e-03 -7.96e+32  2.61e+31 -5.32e+32  3.78e+04  2.13e+07  0.00e+00  1.11e+07 
8.204e+13 8.430e+13   24      0        0  7.82e+09  0.00e+00  0.00e+00  4.17e+41  2.82e-13  1.45e+11  9.05e+04  6.47e+04  5.55e-11  8.34e-09  0.00e+00  0.00e+00  3.01e-03 -8.31e+32 -1.80e+31 -5.12e+32  3.51e+04  2.15e+07  0.00e+00  1.08e+07 
8.656e+13 8.894e+13   25      0        0  7.52e+09  0.00e+00  0.00e+00  4.89e+41  2.64e-13  1.35e+11  8.39e+04  6.32e+04  5.99e-11  1.02e-08  0.00e+00  0.00e+00  8.46e-03 -7.96e+32 -9.95e+30 -5.33e+32  3.26e+04  2.17e+07  0.00e+00  1.05e+07 
9.132e+13 9.383e+13   26      0        0  7.23e+09  0.00e+00  0.00e+00  5.73e+41  2.46e-13  1.26e+11  7.36e+04  6.17e+04  8.68e-11  1.34e-08  0.00e+00  0.00e+00  6.43e-02 -7.97e+32  8.47e+30 -4.99e+32  3.02e+04  2.18e+07  0.00e+00  1.03e+07 
9.635e+13 9.900e+13   27      0        0  6.95e+09  0.00e+00  0.00e+00  6.71e+41  2.30e-13  1.18e+11  6.65e+04  6.04e+04  9.46e-11  1.71e-08  0.00e+00  0.00e+00  4.65e-01 -7.76e+32 -3.86e+30 -5.16e+32  2.81e+04  2.19e+07  0.00e+00  9.98e+06 
1.017e+14 1.044e+14   28      0        0  6.70e+09  0.00e+00  0.00e+00  7.86e+41  2.14e-13  1.10e+11  6.31e+04  5.90e+04  1.00e-10  2.08e-08  0.00e+00  0.00e+00  9.98e-01 -7.78e+32  1.94e+31 -4.86e+32  2.60e+04  2.19e+07  0.00e+00  9.69e+06 
1.072e+14 1.102e+14   29      0        0  6.45e+09  0.00e+00  0.00e+00  9.22e+41  2.00e-13  1.02e+11  6.01e+04  5.78e+04  8.34e-11  2.44e-08  0.00e+00  0.00e+00  9.98e-01 -7.48e+32  9.02e+30 -4.63e+32  2.41e+04  2.20e+07  0.00e+00  9.40e+06 
1.131e+14 1.163e+14   30      0        0  6.22e+09  0.00e+00  0.00e+00  1.08e+42  1.86e-13  9.51e+10  5.74e+04  5.66e+04  1.12e-10  3.03e-08  0.00e+00  0.00e+00  9.91e-01 -7.13e+32 -2.65e+30 -4.61e+32  2.24e+04  2.19e+07  0.00e+00  9.11e+06 
1.194e+14 1.227e+14   31      0        0  6.01e+09  0.00e+00  0.00e+00  1.27e+42  1.73e-13  8.86e+10  5.49e+04  5.55e+04  1.16e-10  3.71e-08  0.00e+00  0.00e+00  9.96e-01 -7.06e+32  1.27e+30 -4.60e+32  2.08e+04  2.19e+07  0.00e+00  8.82e+06 
1.259e+14 1.294e+14   32      0        0  5.82e+09  0.00e+00  0.00e+00  1.49e+42  1.61e-13  8.26e+10  5.23e+04  5.43e+04  1.24e-10  4.60e-08  0.00e+00  0.00e+00  9.76e-01 -6.74e+32  1.22e+31 -4.28e+32  1.91e+04  2.18e+07  0.00e+00  8.53e+06 
1.329e+14 1.365e+14   33      0        0  5.64e+09  0.00e+00  0.00e+00  1.74e+42  1.50e-13  7.69e+10  4.99e+04  5.32e+04  1.31e-10  5.55e-08  0.00e+00  0.00e+00  8.49e-01 -6.81e+32  1.65e+30 -4.29e+32  1.76e+04  2.17e+07  0.00e+00  8.22e+06 
1.402e+14 1.441e+14   34      0        0  5.49e+09  0.00e+00  0.00e+00  2.05e+42  1.40e-13  7.17e+10  4.79e+04  5.22e+04  1.13e-10  6.77e-08  0.00e+00  0.00e+00  8.06e-01 -6.57e+32 -5.37e+30 -4.10e+32  1.62e+04  2.15e+07  0.00e+00  7.91e+06 
1.479e+14 1.520e+14   35      0        0  5.34e+09  0.00e+00  0.00e+00  2.40e+42  1.31e-13  6.69e+10  4.62e+04  5.11e+04  1.20e-10  8.29e-08  0.00e+00  0.00e+00  9.81e-01 -6.49e+32  6.98e+30 -4.18e+32  1.48e+04  2.13e+07  0.00e+00  7.61e+06 
1.561e+14 1.603e+14   36      0        0  5.21e+09  0.00e+00  0.00e+00  2.82e+42  1.22e-13  6.25e+10  4.50e+04  5.01e+04  1.59e-10  1.07e-07  0.00e+00  0.00e+00  2.56e-12 -6.08e+32  1.39e+31 -3.86e+32  1.35e+04  2.11e+07  0.00e+00  7.30e+06 
1.646e+14 1.692e+14   37      0        0  5.10e+09  0.00e+00  0.00e+00  3.31e+42  1.15e-13  5.86e+10  4.35e+04  4.91e+04  1.38e-10  1.32e-07  0.00e+00  0.00e+00  9.50e-13 -5.98e+32  4.42e+30 -3.86e+32  1.23e+04  2.08e+07  0.00e+00  6.99e+06 
1.737e+14 1.785e+14   38      0        0  4.99e+09  0.00e+00  0.00e+00  3.88e+42  1.07e-13  5.45e+10  4.21e+04  4.81e+04  1.49e-10  1.57e-07  0.00e+00  0.00e+00  5.13e-01 -5.85e+32 -1.99e+30 -3.77e+32  1.12e+04  2.05e+07  0.00e+00  6.68e+06 
1.833e+14 1.883e+14   39      0        0  4.89e+09  0.00e+00  0.00e+00  4.56e+42  9.90e-14  5.06e+10  4.11e+04  4.72e+04  1.94e-10  2.04e-07  0.00e+00  0.00e+00  1.69e-13 -5.69e+32 -7.98e+29 -3.50e+32  1.03e+04  2.01e+07  0.00e+00  6.37e+06 
1.934e+14 1.987e+14   40      0        0  4.81e+09  0.00e+00  0.00e+00  5.35e+42  9.15e-14  4.68e+10  3.95e+04  4.63e+04  2.12e-10  2.62e-07  0.00e+00  0.00e+00  4.66e-14 -5.73e+32  2.19e+30 -3.62e+32  9.40e+03  1.97e+07  0.00e+00  6.06e+06 
2.040e+14 2.096e+14   41      0        0  4.73e+09  0.00e+00  0.00e+00  6.28e+42  8.42e-14  4.31e+10  3.90e+04  4.55e+04  1.85e-10  3.16e-07  0.00e+00  0.00e+00  1.07e-01 -5.23e+32  1.04e+30 -3.44e+32  8.65e+03  1.93e+07  0.00e+00  5.76e+06 
2.152e+14 2.211e+14   42      0        0  4.66e+09  0.00e+00  0.00e+00  7.37e+42  7.71e-14  3.94e+10  3.80e+04  4.46e+04  1.97e-10  3.76e-07  0.00e+00  0.00e+00  1.28e-14 -5.11e+32  6.36e+30 -3.17e+32  7.98e+03  1.89e+07  0.00e+00  5.48e+06 
2.271e+14 2.333e+14   43      0        0  4.59e+09  0.00e+00  0.00e+00  8.65e+42  7.04e-14  3.60e+10  3.71e+04  4.39e+04  2.18e-10  4.78e-07  0.00e+00  0.00e+00  5.30e-15 -4.85e+32  6.70e+30 -2.99e+32  7.40e+03  1.84e+07  0.00e+00  5.20e+06 
2.396e+14 2.462e+14   44      0        0  4.54e+09  0.00e+00  0.00e+00  1.02e+43  6.44e-14  3.29e+10  3.65e+04  4.31e+04  2.83e-10  5.97e-07  0.00e+00  0.00e+00  3.09e-15 -4.60e+32  2.45e+29 -2.94e+32  6.85e+03  1.80e+07  0.00e+00  4.95e+06 
2.528e+14 2.597e+14   45      0        0  4.51e+09  0.00e+00  0.00e+00  1.19e+43  5.92e-14  3.03e+10  3.52e+04  4.24e+04  3.00e-10  7.92e-07  0.00e+00  0.00e+00  8.16e-16 -4.32e+32 -5.55e+30 -2.75e+32  6.29e+03  1.76e+07  0.00e+00  4.70e+06 
2.667e+14 2.740e+14   46      0        0  4.45e+09  0.00e+00  0.00e+00  1.40e+43  5.44e-14  2.78e+10  3.46e+04  4.17e+04  3.01e-10  9.74e-07  0.00e+00  0.00e+00  4.01e-16 -4.23e+32  7.46e+30 -2.73e+32  5.79e+03  1.71e+07  0.00e+00  4.46e+06 
2.813e+14 2.891e+14   47      0        0  4.42e+09  0.00e+00  0.00e+00  1.64e+43  4.98e-14  2.55e+10  3.39e+04  4.11e+04  3.11e-10  1.27e-06  0.00e+00  0.00e+00  1.92e-16 -4.08e+32  7.66e+30 -2.67e+32  5.34e+03  1.67e+07  0.00e+00  4.23e+06 
2.968e+14 3.050e+14   48      0        0  4.40e+09  0.00e+00  0.00e+00  1.93e+43  4.57e-14  2.34e+10  3.29e+04  4.04e+04  3.42e-10  1.68e-06  0.00e+00  0.00e+00  5.87e-17 -3.83e+32  3.67e+30 -2.42e+32  4.92e+03  1.62e+07  0.00e+00  4.02e+06 
3.132e+14 3.218e+14   49      0        0  4.36e+09  0.00e+00  0.00e+00  2.27e+43  4.18e-14  2.14e+10  3.23e+04  3.99e+04  4.00e-10  2.16e-06  0.00e+00  0.00e+00  2.81e-17 -3.72e+32 -3.78e+30 -2.39e+32  4.54e+03  1.57e+07  0.00e+00  3.81e+06 
3.304e+14 3.395e+14   50      0        0  4.35e+09  0.00e+00  0.00e+00  2.66e+43  3.84e-14  1.97e+10  3.16e+04  3.93e+04  4.41e-10  3.00e-06  0.00e+00  0.00e+00  1.11e-17 -3.57e+32  2.37e+30 -2.34e+32  4.17e+03  1.52e+07  0.00e+00  3.62e+06 
3.486e+14 3.582e+14   51      0        1  4.33e+09  0.00e+00  0.00e+00  3.13e+43  3.53e-14  1.80e+10  3.01e+04  3.89e+04  4.93e-10  4.49e-06  0.00e+00  0.00e+00  1.37e-18 -3.43e+32  4.54e+29 -2.17e+32  3.83e+03  1.47e+07  0.00e+00  3.43e+06 
3.678e+14 3.779e+14   52      0        1  4.28e+09  0.00e+00  0.00e+00  3.67e+43  3.21e-14  1.64e+10  2.93e+04  3.84e+04  5.31e-10  6.38e-06  0.00e+00  0.00e+00  4.72e-19 -3.32e+32  9.96e+30 -2.10e+32  3.55e+03  1.42e+07  0.00e+00  3.24e+06 
3.880e+14 3.987e+14   53      0        0  4.29e+09  0.00e+00  0.00e+00  4.31e+43  2.93e-14  1.50e+10  2.80e+04  3.79e+04  6.03e-10  1.26e-05  0.00e+00  0.00e+00  5.20e-20 -3.13e+32 -1.95e+30 -1.99e+32  3.24e+03  1.36e+07  0.00e+00  3.05e+06 
4.094e+14 4.206e+14   54      0        0  4.28e+09  0.00e+00  0.00e+00  5.06e+43  2.64e-14  1.35e+10  2.78e+04  3.74e+04  6.64e-10  3.31e-05  0.00e+00  0.00e+00  3.81e-20 -3.07e+32  2.38e+30 -2.01e+32  2.98e+03  1.30e+07  0.00e+00  2.86e+06 
4.319e+14 4.438e+14   55      0        0  4.24e+09  0.00e+00  0.00e+00  5.95e+43  2.39e-14  1.22e+10  2.69e+04  3.70e+04  7.17e-10  1.31e-04  0.00e+00  0.00e+00  1.00e-20 -2.91e+32  4.96e+30 -1.83e+32  2.76e+03  1.24e+07  0.00e+00  2.68e+06 
4.557e+14 4.682e+14   56      0        0  4.28e+09  0.00e+00  0.00e+00  6.98e+43  2.15e-14  1.10e+10  2.52e+04  3.66e+04  8.49e-10  5.40e-04  0.00e+00  0.00e+00  1.00e-20 -2.70e+32 -4.14e+29 -1.70e+32  2.52e+03  1.18e+07  0.00e+00  2.50e+06 
4.808e+14 4.940e+14   57      0        0  4.22e+09  0.00e+00  0.00e+00  8.20e+43  1.91e-14  9.77e+09  2.53e+04  3.63e+04  9.00e-10  5.00e-04  0.00e+00  0.00e+00  1.00e-20 -2.66e+32 -1.14e+31 -1.68e+32  2.35e+03  1.12e+07  0.00e+00  2.33e+06 
5.072e+14 5.212e+14   58      0        0  4.24e+09  0.00e+00  0.00e+00  9.63e+43  1.70e-14  8.68e+09  2.49e+04  3.60e+04  9.57e-10  7.25e-04  0.00e+00  0.00e+00  1.00e-20 -2.38e+32 -2.37e+30 -1.48e+32  2.18e+03  1.06e+07  0.00e+00  2.17e+06 
5.351e+14 5.499e+14   59      0        0  4.29e+09  0.00e+00  0.00e+00  1.13e+44  1.49e-14  7.62e+09  2.35e+04  3.57e+04  1.16e-09  2.16e-03  0.00e+00  0.00e+00  1.00e-20 -2.19e+32 -8.99e+29 -1.39e+32  2.01e+03  1.00e+07  0.00e+00  2.01e+06 
5.646e+14 5.801e+14   60      0        0  4.22e+09  0.00e+00  0.00e+00  1.33e+44  1.29e-14  6.60e+09  2.40e+04  3.55e+04  1.15e-09  1.52e-03  0.00e+00  0.00e+00  1.00e-20 -2.17e+32 -3.54e+30 -1.35e+32  1.90e+03  9.40e+06  0.00e+00  1.85e+06 
5.957e+14 6.121e+14   61      0        0  4.33e+09  0.00e+00  0.00e+00  1.56e+44  1.11e-14  5.65e+09  2.30e+04  3.52e+04  1.34e-09  3.10e-03  0.00e+00  0.00e+00  1.00e-20 -1.89e+32 -7.95e+28 -1.18e+32  1.77e+03  8.80e+06  0.00e+00  1.69e+06 
6.285e+14 6.458e+14   62      0        0  4.34e+09  0.00e+00  0.00e+00  1.83e+44  9.37e-15  4.79e+09  2.26e+04  3.49e+04  1.47e-09  4.70e-03  0.00e+00  0.00e+00  1.00e-20 -1.68e+32  7.20e+28 -1.11e+32  1.66e+03  8.23e+06  0.00e+00  1.55e+06 
6.631e+14 6.813e+14   63      0        0  4.36e+09  0.00e+00  0.00e+00  2.15e+44  7.92e-15  4.05e+09  2.24e+04  3.47e+04  1.58e-09  5.83e-03  0.00e+00  0.00e+00  1.00e-20 -1.60e+32 -5.21e+29 -1.06e+32  1.53e+03  7.64e+06  0.00e+00  1.40e+06 
6.996e+14 7.188e+14   64      0        0  4.45e+09  0.00e+00  0.00e+00  2.53e+44  6.67e-15  3.40e+09  2.17e+04  3.42e+04  1.93e-09  1.36e-02  0.00e+00  0.00e+00  1.00e-20 -1.42e+32  2.48e+30 -9.10e+31  1.33e+03  7.02e+06  0.00e+00  1.23e+06 
7.381e+14 7.584e+14   65     -1        0  4.47e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
7.787e+14 7.826e+14   66     -1        0  4.47e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
