        r      rcen    i inwind converge       v_x       v_y       v_z       vol       rho        ne       t_e       t_r        h1       he2        c4        n5        o6  dmo_dt_x  dmo_dt_y  dmo_dt_z        ip      ntot      nrad    nioniz 
4.222e+13 4.327e+13   11      0        0  2.05e+08  0.00e+00  0.00e+00  4.94e+40  1.18e-11  6.03e+12  6.77e+05  2.37e+05  8.22e-11  1.35e-10  0.00e+00  0.00e+00  2.50e-09 -9.11e+35  8.22e+33 -5.87e+35  1.72e+06  2.45e+07  0.00e+00  2.43e+07 
4.432e+13 4.543e+13   12      0        0  1.99e+08  0.00e+00  0.00e+00  5.72e+40  1.17e-11  5.99e+12  6.93e+05  2.14e+05  7.51e-11  1.31e-10  0.00e+00  0.00e+00  4.22e-09 -8.33e+35 -2.66e+33 -5.37e+35  1.56e+06  2.45e+07  0.00e+00  2.42e+07 
4.653e+13 4.769e+13   13      0        0  1.95e+08  0.00e+00  0.00e+00  6.62e+40  1.16e-11  5.92e+12  7.01e+05  1.94e+05  5.54e-11  5.09e-11  0.00e+00  0.00e+00  7.62e-09 -7.67e+35 -1.85e+33 -4.89e+35  1.42e+06  2.43e+07  0.00e+00  2.40e+07 
4.884e+13 5.006e+13   14      0        0  1.93e+08  0.00e+00  0.00e+00  7.65e+40  1.13e-11  5.80e+12  7.00e+05  1.78e+05  5.78e-11  1.36e-10  0.00e+00  0.00e+00  1.45e-08 -6.98e+35  1.84e+34 -4.45e+35  1.28e+06  2.39e+07  0.00e+00  2.36e+07 
5.127e+13 5.255e+13   15      0        0  1.94e+08  0.00e+00  0.00e+00  8.85e+40  1.11e-11  5.68e+12  6.90e+05  1.64e+05  8.45e-11  1.26e-10  0.00e+00  0.00e+00  2.95e-08 -6.51e+35 -3.25e+33 -4.35e+35  1.16e+06  2.35e+07  0.00e+00  2.31e+07 
5.382e+13 5.516e+13   16      0        0  1.98e+08  0.00e+00  0.00e+00  1.02e+41  1.09e-11  5.57e+12  6.70e+05  1.52e+05  7.19e-11  8.62e-11  0.00e+00  0.00e+00  6.46e-08 -6.57e+35 -8.66e+33 -4.63e+35  1.04e+06  2.29e+07  0.00e+00  2.24e+07 
5.650e+13 5.791e+13   17      0        0  2.06e+08  0.00e+00  0.00e+00  1.18e+41  1.05e-11  5.38e+12  6.41e+05  1.42e+05  7.91e-11  6.00e-11  0.00e+00  0.00e+00  1.49e-07 -5.94e+35  5.71e+32 -3.89e+35  9.38e+05  2.22e+07  0.00e+00  2.17e+07 
5.931e+13 6.079e+13   18      0        0  2.16e+08  0.00e+00  0.00e+00  1.37e+41  9.99e-12  5.11e+12  6.07e+05  1.34e+05  9.20e-11  8.65e-11  0.00e+00  0.00e+00  3.26e-07 -5.38e+35  4.53e+33 -3.48e+35  8.58e+05  2.15e+07  0.00e+00  2.09e+07 
6.226e+13 6.381e+13   19      0        0  2.27e+08  0.00e+00  0.00e+00  1.59e+41  9.42e-12  4.83e+12  5.70e+05  1.27e+05  8.91e-11  1.24e-10  0.00e+00  0.00e+00  7.37e-07 -4.82e+35 -7.52e+33 -3.06e+35  7.86e+05  2.07e+07  0.00e+00  2.01e+07 
6.536e+13 6.699e+13   20      0        0  2.40e+08  0.00e+00  0.00e+00  1.83e+41  8.82e-12  4.52e+12  5.33e+05  1.21e+05  9.16e-11  1.29e-10  0.00e+00  0.00e+00  1.50e-06 -4.43e+35  3.68e+33 -2.58e+35  7.23e+05  1.99e+07  0.00e+00  1.92e+07 
6.861e+13 7.032e+13   21      0        0  2.53e+08  0.00e+00  0.00e+00  2.12e+41  8.00e-12  4.10e+12  4.97e+05  1.16e+05  8.86e-11  1.61e-10  0.00e+00  0.00e+00  2.54e-06 -3.73e+35  4.93e+33 -2.18e+35  6.89e+05  1.91e+07  0.00e+00  1.84e+07 
7.203e+13 7.382e+13   22      0        0  2.67e+08  0.00e+00  0.00e+00  2.45e+41  7.20e-12  3.69e+12  4.63e+05  1.12e+05  8.49e-11  2.00e-10  0.00e+00  0.00e+00  3.68e-06 -3.58e+35 -5.59e+33 -2.20e+35  6.63e+05  1.84e+07  0.00e+00  1.77e+07 
7.561e+13 7.749e+13   23      0        0  2.80e+08  0.00e+00  0.00e+00  2.84e+41  6.48e-12  3.32e+12  4.32e+05  1.08e+05  1.11e-10  1.86e-10  0.00e+00  0.00e+00  4.91e-06 -2.97e+35  1.06e+34 -1.79e+35  6.40e+05  1.78e+07  0.00e+00  1.70e+07 
7.937e+13 8.134e+13   24      0        0  2.90e+08  0.00e+00  0.00e+00  3.28e+41  5.78e-12  2.96e+12  4.04e+05  1.05e+05  1.37e-10  1.83e-10  0.00e+00  0.00e+00  6.45e-06 -2.32e+35 -1.09e+34 -1.55e+35  6.26e+05  1.73e+07  0.00e+00  1.64e+07 
8.332e+13 8.539e+13   25      0        0  2.97e+08  0.00e+00  0.00e+00  3.80e+41  5.08e-12  2.60e+12  3.77e+05  1.03e+05  9.37e-11  1.66e-10  0.00e+00  0.00e+00  9.59e-06 -2.27e+35  5.63e+33 -1.62e+35  6.27e+05  1.69e+07  0.00e+00  1.60e+07 
8.746e+13 8.964e+13   26      0        0  3.00e+08  0.00e+00  0.00e+00  4.39e+41  4.51e-12  2.31e+12  3.54e+05  1.01e+05  9.94e-11  1.43e-10  0.00e+00  0.00e+00  1.30e-05 -2.20e+35 -2.74e+33 -1.33e+35  6.24e+05  1.66e+07  0.00e+00  1.57e+07 
9.181e+13 9.410e+13   27      0        0  3.01e+08  0.00e+00  0.00e+00  5.08e+41  4.06e-12  2.08e+12  3.31e+05  9.97e+04  1.15e-10  2.00e-10  0.00e+00  0.00e+00  1.61e-05 -1.88e+35 -5.27e+33 -1.15e+35  6.18e+05  1.64e+07  0.00e+00  1.54e+07 
9.638e+13 9.878e+13   28      0        0  2.97e+08  0.00e+00  0.00e+00  5.88e+41  3.62e-12  1.85e+12  3.10e+05  9.87e+04  1.02e-10  2.03e-10  0.00e+00  0.00e+00  1.94e-05 -2.02e+35  3.64e+33 -1.15e+35  6.21e+05  1.62e+07  0.00e+00  1.53e+07 
1.012e+14 1.037e+14   29      0        0  2.89e+08  0.00e+00  0.00e+00  6.80e+41  3.25e-12  1.67e+12  2.91e+05  9.80e+04  1.03e-10  1.98e-10  0.00e+00  0.00e+00  2.66e-05 -1.78e+35  1.72e+32 -1.01e+35  6.21e+05  1.61e+07  0.00e+00  1.52e+07 
1.062e+14 1.089e+14   30      0        0  2.81e+08  0.00e+00  0.00e+00  7.87e+41  2.95e-12  1.51e+12  2.73e+05  9.76e+04  1.10e-10  2.17e-10  0.00e+00  0.00e+00  3.48e-05 -1.61e+35  1.02e+33 -1.25e+35  6.18e+05  1.61e+07  0.00e+00  1.51e+07 
1.115e+14 1.143e+14   31      0        0  2.68e+08  0.00e+00  0.00e+00  9.10e+41  2.69e-12  1.38e+12  2.58e+05  9.74e+04  1.15e-10  2.29e-10  0.00e+00  0.00e+00  4.74e-05 -1.73e+35  3.34e+33 -1.14e+35  6.13e+05  1.61e+07  0.00e+00  1.51e+07 
1.170e+14 1.200e+14   32      0        0  2.55e+08  0.00e+00  0.00e+00  1.05e+42  2.45e-12  1.26e+12  2.43e+05  9.74e+04  1.33e-10  2.52e-10  0.00e+00  0.00e+00  6.34e-05 -1.26e+35 -4.69e+33 -7.69e+34  6.11e+05  1.62e+07  0.00e+00  1.52e+07 
1.229e+14 1.259e+14   33      0        0  2.41e+08  0.00e+00  0.00e+00  1.22e+42  2.25e-12  1.15e+12  2.30e+05  9.76e+04  1.35e-10  2.68e-10  0.00e+00  0.00e+00  9.10e-05 -1.40e+35 -5.20e+33 -8.72e+34  6.08e+05  1.62e+07  0.00e+00  1.53e+07 
1.290e+14 1.322e+14   34      0        0  2.23e+08  0.00e+00  0.00e+00  1.41e+42  2.08e-12  1.07e+12  2.17e+05  9.78e+04  8.39e-11  2.46e-10  0.00e+00  0.00e+00  1.72e-04 -1.43e+35  6.50e+32 -9.12e+34  5.99e+05  1.63e+07  0.00e+00  1.54e+07 
1.354e+14 1.388e+14   35      0        0  2.01e+08  0.00e+00  0.00e+00  1.63e+42  1.94e-12  9.93e+11  2.07e+05  9.81e+04  1.29e-10  2.50e-10  0.00e+00  0.00e+00  2.82e-04 -1.56e+35  4.71e+33 -9.09e+34  5.86e+05  1.64e+07  0.00e+00  1.55e+07 
1.421e+14 1.457e+14   36      0        0  1.81e+08  0.00e+00  0.00e+00  1.89e+42  1.80e-12  9.20e+11  1.97e+05  9.83e+04  1.68e-10  2.51e-10  0.00e+00  0.00e+00  3.66e-04 -1.48e+35 -1.80e+33 -8.43e+34  5.75e+05  1.65e+07  0.00e+00  1.56e+07 
1.492e+14 1.529e+14   37      0        0  1.61e+08  0.00e+00  0.00e+00  2.18e+42  1.68e-12  8.61e+11  1.88e+05  9.86e+04  1.67e-10  3.17e-10  0.00e+00  0.00e+00  7.54e-04 -1.40e+35 -1.39e+34 -9.32e+34  5.60e+05  1.66e+07  0.00e+00  1.56e+07 
1.566e+14 1.605e+14   38      0        0  1.43e+08  0.00e+00  0.00e+00  2.52e+42  1.59e-12  8.13e+11  1.80e+05  9.87e+04  1.57e-10  2.44e-10  0.00e+00  0.00e+00  1.48e-03 -1.65e+35  1.21e+33 -1.07e+35  5.40e+05  1.67e+07  0.00e+00  1.57e+07 
1.644e+14 1.685e+14   39      0        0  1.26e+08  0.00e+00  0.00e+00  2.92e+42  1.50e-12  7.66e+11  1.73e+05  9.89e+04  1.52e-10  3.27e-10  0.00e+00  0.00e+00  2.47e-03 -1.83e+35  6.87e+32 -1.14e+35  5.20e+05  1.67e+07  0.00e+00  1.57e+07 
1.726e+14 1.769e+14   40      0        0  1.12e+08  0.00e+00  0.00e+00  3.38e+42  1.41e-12  7.21e+11  1.70e+05  9.90e+04  1.57e-10  3.37e-10  0.00e+00  0.00e+00  8.59e-03 -1.52e+35 -4.79e+32 -8.92e+34  5.00e+05  1.67e+07  0.00e+00  1.58e+07 
1.812e+14 1.857e+14   41      0        0  9.52e+07  0.00e+00  0.00e+00  3.91e+42  1.34e-12  6.88e+11  1.69e+05  9.91e+04  1.78e-10  3.74e-10  0.00e+00  0.00e+00  1.20e-01 -1.44e+35 -5.91e+33 -9.75e+34  4.73e+05  1.67e+07  0.00e+00  1.58e+07 
1.902e+14 1.949e+14   42      0        0  8.19e+07  0.00e+00  0.00e+00  4.52e+42  1.29e-12  6.59e+11  1.63e+05  9.92e+04  1.89e-10  3.68e-10  0.00e+00  0.00e+00  2.23e-01 -1.43e+35  3.43e+33 -8.40e+34  4.46e+05  1.67e+07  0.00e+00  1.57e+07 
1.997e+14 2.046e+14   43      0        0  6.90e+07  0.00e+00  0.00e+00  5.23e+42  1.23e-12  6.29e+11  1.56e+05  9.91e+04  1.86e-10  3.83e-10  0.00e+00  0.00e+00  3.37e-01 -1.61e+35 -3.97e+33 -9.47e+34  4.21e+05  1.66e+07  0.00e+00  1.56e+07 
2.096e+14 2.148e+14   44      0        0  5.78e+07  0.00e+00  0.00e+00  6.05e+42  1.18e-12  6.03e+11  1.51e+05  9.90e+04  1.76e-10  4.21e-10  0.00e+00  0.00e+00  3.95e-01 -1.68e+35 -1.26e+33 -9.87e+34  3.93e+05  1.65e+07  0.00e+00  1.55e+07 
2.200e+14 2.255e+14   45      0        0  4.71e+07  0.00e+00  0.00e+00  7.00e+42  1.13e-12  5.79e+11  1.46e+05  9.87e+04  1.83e-10  4.90e-10  0.00e+00  0.00e+00  3.75e-01 -1.93e+35 -6.15e+32 -1.19e+35  3.66e+05  1.64e+07  0.00e+00  1.53e+07 
2.310e+14 2.367e+14   46      0        0  3.75e+07  0.00e+00  0.00e+00  8.09e+42  1.09e-12  5.58e+11  1.38e+05  9.84e+04  2.54e-10  5.05e-10  0.00e+00  0.00e+00  4.17e-01 -1.72e+35  1.62e+33 -1.03e+35  3.39e+05  1.62e+07  0.00e+00  1.51e+07 
2.425e+14 2.485e+14   47      0        0  3.33e+07  0.00e+00  0.00e+00  9.36e+42  1.04e-12  5.31e+11  1.33e+05  9.79e+04  2.71e-10  6.11e-10  0.00e+00  0.00e+00  4.94e-01 -1.82e+35 -1.48e+33 -1.19e+35  3.16e+05  1.59e+07  0.00e+00  1.48e+07 
2.545e+14 2.608e+14   48      0        0  2.88e+07  0.00e+00  0.00e+00  1.08e+43  9.95e-13  5.09e+11  1.31e+05  9.73e+04  2.81e-10  6.31e-10  0.00e+00  0.00e+00  4.48e-01 -2.03e+35  7.35e+32 -1.24e+35  2.91e+05  1.56e+07  0.00e+00  1.45e+07 
2.672e+14 2.738e+14   49      0        0  2.20e+07  0.00e+00  0.00e+00  1.25e+43  9.62e-13  4.92e+11  1.24e+05  9.64e+04  2.73e-10  5.92e-10  0.00e+00  0.00e+00  5.69e-01 -1.93e+35  2.17e+33 -1.22e+35  2.65e+05  1.53e+07  0.00e+00  1.41e+07 
2.805e+14 2.874e+14   50      0        0  2.00e+07  0.00e+00  0.00e+00  1.45e+43  9.24e-13  4.73e+11  1.20e+05  9.54e+04  2.96e-10  6.39e-10  0.00e+00  0.00e+00  5.60e-01 -2.00e+35  3.23e+32 -1.21e+35  2.40e+05  1.49e+07  0.00e+00  1.36e+07 
2.944e+14 3.017e+14   51      0        0  1.77e+07  0.00e+00  0.00e+00  1.68e+43  8.93e-13  4.57e+11  1.16e+05  9.41e+04  3.55e-10  7.73e-10  0.00e+00  0.00e+00  5.10e-01 -1.91e+35 -2.00e+32 -1.20e+35  2.15e+05  1.44e+07  0.00e+00  1.31e+07 
3.091e+14 3.168e+14   52      0        0  1.52e+07  0.00e+00  0.00e+00  1.94e+43  8.64e-13  4.42e+11  1.18e+05  9.26e+04  3.66e-10  9.08e-10  0.00e+00  0.00e+00  4.47e-01 -1.79e+35  7.55e+32 -1.25e+35  1.91e+05  1.38e+07  0.00e+00  1.25e+07 
3.244e+14 3.325e+14   53      0        0  1.93e+07  0.00e+00  0.00e+00  2.24e+43  8.38e-13  4.29e+11  1.23e+05  9.07e+04  3.50e-10  1.14e-09  0.00e+00  0.00e+00  3.50e-01 -1.85e+35 -6.38e+31 -1.25e+35  1.67e+05  1.32e+07  0.00e+00  1.18e+07 
3.406e+14 3.491e+14   54      0        0  3.61e+07  0.00e+00  0.00e+00  2.59e+43  8.34e-13  4.27e+11  1.27e+05  8.83e+04  3.74e-10  1.42e-09  0.00e+00  0.00e+00  2.31e-01 -1.88e+35  6.58e+33 -1.22e+35  1.40e+05  1.24e+07  0.00e+00  1.10e+07 
3.575e+14 3.664e+14   55      0        0  7.79e+07  0.00e+00  0.00e+00  3.00e+43  8.09e-13  4.14e+11  1.27e+05  8.56e+04  3.53e-10  1.81e-09  0.00e+00  0.00e+00  1.45e-01 -1.79e+35  6.01e+33 -1.20e+35  1.20e+05  1.16e+07  0.00e+00  1.01e+07 
3.753e+14 3.847e+14   56      0        0  1.40e+08  0.00e+00  0.00e+00  3.47e+43  7.87e-13  4.02e+11  1.26e+05  8.30e+04  4.26e-10  2.36e-09  0.00e+00  0.00e+00  1.00e-01 -1.86e+35  2.32e+33 -1.22e+35  1.01e+05  1.08e+07  0.00e+00  9.24e+06 
3.940e+14 4.038e+14   57      0        0  2.25e+08  0.00e+00  0.00e+00  4.02e+43  7.76e-13  3.97e+11  1.20e+05  8.04e+04  4.42e-10  3.55e-09  0.00e+00  0.00e+00  7.59e-01 -1.56e+35  3.37e+33 -1.03e+35  8.26e+04  9.89e+06  0.00e+00  8.35e+06 
4.136e+14 4.239e+14   58      0        0  2.73e+08  0.00e+00  0.00e+00  4.65e+43  7.55e-13  3.86e+11  1.13e+05  7.79e+04  5.37e-10  5.75e-09  0.00e+00  0.00e+00  8.12e-01 -1.39e+35 -1.99e+33 -1.04e+35  6.76e+04  8.96e+06  0.00e+00  7.44e+06 
4.342e+14 4.450e+14   59      0        0  3.60e+08  0.00e+00  0.00e+00  5.38e+43  7.41e-13  3.79e+11  1.06e+05  7.55e+04  6.10e-10  1.07e-08  0.00e+00  0.00e+00  7.77e-01 -1.35e+35  2.64e+33 -9.02e+34  5.36e+04  7.95e+06  0.00e+00  6.49e+06 
4.558e+14 4.671e+14   60      0        0  4.63e+08  0.00e+00  0.00e+00  6.22e+43  7.22e-13  3.69e+11  1.01e+05  7.34e+04  6.83e-10  2.59e-08  0.00e+00  0.00e+00  7.80e-01 -1.25e+35  3.80e+32 -8.13e+34  4.18e+04  6.84e+06  0.00e+00  5.49e+06 
4.784e+14 4.903e+14   61      0        0  5.08e+08  0.00e+00  0.00e+00  7.19e+43  6.90e-13  3.53e+11  8.81e+04  7.15e+04  1.03e-09  6.14e-08  0.00e+00  0.00e+00  6.84e-01 -1.22e+35 -8.66e+32 -8.01e+34  3.13e+04  5.58e+06  0.00e+00  4.41e+06 
5.022e+14 5.147e+14   62      0        0  6.07e+08  0.00e+00  0.00e+00  8.32e+43  5.88e-13  3.01e+11  7.86e+04  6.99e+04  1.12e-09  1.65e-07  0.00e+00  0.00e+00  4.25e-01 -1.10e+35 -5.32e+32 -7.24e+34  2.48e+04  4.23e+06  0.00e+00  3.30e+06 
5.272e+14 5.403e+14   63      0        0  6.84e+08  0.00e+00  0.00e+00  9.63e+43  4.42e-13  2.26e+11  7.01e+04  6.86e+04  1.04e-09  4.76e-07  0.00e+00  0.00e+00  1.19e-01 -8.53e+34  2.93e+30 -5.60e+34  2.06e+04  2.97e+06  0.00e+00  2.28e+06 
5.535e+14 5.672e+14   64      0        0  7.17e+08  0.00e+00  0.00e+00  1.11e+44  2.94e-13  1.50e+11  5.90e+04  6.76e+04  1.23e-09  9.20e-07  0.00e+00  0.00e+00  1.92e-02 -6.37e+34  2.79e+32 -4.03e+34  1.78e+04  1.92e+06  0.00e+00  1.46e+06 
5.810e+14 5.954e+14   65      0        0  8.46e+08  0.00e+00  0.00e+00  1.29e+44  1.68e-13  8.57e+10  5.28e+04  6.70e+04  9.32e-10  2.00e-06  0.00e+00  0.00e+00  1.48e-10 -4.02e+34  1.33e+33 -2.48e+34  1.72e+04  1.18e+06  0.00e+00  8.91e+05 
6.099e+14 6.251e+14   66      0        0  9.14e+08  0.00e+00  0.00e+00  1.49e+44  9.56e-14  4.88e+10  4.64e+04  6.65e+04  7.00e-10  4.17e-06  0.00e+00  0.00e+00  2.03e-18 -2.38e+34  1.83e+32 -1.50e+34  1.63e+04  7.13e+05  0.00e+00  5.38e+05 
6.402e+14 6.562e+14   67      0        0  9.82e+08  0.00e+00  0.00e+00  1.72e+44  5.43e-14  2.77e+10  3.89e+04  6.62e+04  5.92e-10  1.04e-05  0.00e+00  0.00e+00  1.00e-20 -1.43e+34 -1.08e+32 -9.50e+33  1.43e+04  4.14e+05  0.00e+00  3.11e+05 
6.721e+14 6.888e+14   68     -1        0  1.11e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
7.055e+14 7.091e+14   69     -1        0  1.21e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
