        r    i inwind converge       v_x       v_y       v_z       vol       rho        ne       t_e   t_e_old      dt_e  dt_e_old       t_r   t_r_old         w  heat_tot heat_tot_  cool_tot      ntot        ip    nioniz      gain macro_bf_ macro_bf_ 
8.656e+13   25      0        0  2.19e+09  0.00e+00  0.00e+00  4.75e+41  4.71e-13  2.41e+11  8.11e+04  8.11e+04  6.58e+01  1.45e+02  9.50e+04  9.51e+04  4.92e-01  9.14e+40  9.14e+40  9.04e+40  1.66e+07  2.74e+04  1.26e+07  2.56e-01  2.59e+40  9.08e+39 
9.132e+13   26      0        0  2.21e+09  0.00e+00  0.00e+00  5.58e+41  4.31e-13  2.21e+11  7.12e+04  7.15e+04 -2.96e+01 -3.21e+02  9.28e+04  9.28e+04  4.62e-01  1.32e+41  1.32e+41  1.29e+41  1.62e+07  2.56e+04  1.21e+07  7.45e-01  8.35e+39  0.00e+00 
9.635e+13   27      0        0  2.22e+09  0.00e+00  0.00e+00  6.55e+41  3.93e-13  2.01e+11  6.48e+04  6.49e+04 -1.49e+02  2.03e+02  9.06e+04  9.06e+04  4.34e-01  2.81e+41  2.81e+41  1.55e+41  1.58e+07  2.40e+04  1.17e+07  2.56e-01  6.62e+39  0.00e+00 
1.017e+14   28      0        0  2.24e+09  0.00e+00  0.00e+00  7.69e+41  3.61e-13  1.85e+11  6.18e+04  6.12e+04  2.23e+02  1.39e+02  8.84e+04  8.84e+04  4.08e-01  2.82e+41  2.82e+41  3.15e+41  1.55e+07  2.24e+04  1.12e+07  6.31e-01  1.05e+40  0.00e+00 
1.072e+14   29      0        0  2.26e+09  0.00e+00  0.00e+00  9.04e+41  3.31e-13  1.69e+11  5.73e+04  5.73e+04 -1.32e+01  2.00e+01  8.63e+04  8.63e+04  3.85e-01  8.69e+41  8.69e+41  8.68e+41  1.52e+07  2.09e+04  1.08e+07  1.56e-01  1.65e+41  0.00e+00 
1.131e+14   30      0        0  2.27e+09  0.00e+00  0.00e+00  1.06e+42  3.04e-13  1.55e+11  5.59e+04  5.56e+04  7.75e+01 -2.60e+02  8.44e+04  8.43e+04  3.61e-01  8.91e+41  8.91e+41  8.90e+41  1.49e+07  1.96e+04  1.04e+07  5.60e-01  3.23e+40  0.00e+00 
1.194e+14   31      0        0  2.29e+09  0.00e+00  0.00e+00  1.25e+42  2.80e-13  1.43e+11  5.27e+04  5.26e+04 -2.77e+01 -7.09e+01  8.25e+04  8.25e+04  3.40e-01  8.16e+41  8.16e+41  8.17e+41  1.46e+07  1.82e+04  1.00e+07  5.14e-01  6.21e+40  0.00e+00 
1.259e+14   32      0        0  2.30e+09  0.00e+00  0.00e+00  1.46e+42  2.57e-13  1.32e+11  5.03e+04  5.04e+04  1.24e+02  1.77e+02  8.07e+04  8.07e+04  3.18e-01  7.72e+41  7.72e+41  7.75e+41  1.43e+07  1.70e+04  9.64e+06  6.78e-01  5.48e+40  5.90e+39 
1.329e+14   33      0        0  2.31e+09  0.00e+00  0.00e+00  1.72e+42  2.36e-13  1.21e+11  4.88e+04  4.88e+04 -1.98e+01 -1.39e+02  7.89e+04  7.90e+04  2.99e-01  7.61e+41  7.61e+41  7.63e+41  1.40e+07  1.59e+04  9.30e+06  3.27e-01  2.04e+39  0.00e+00 
1.402e+14   34      0        0  2.32e+09  0.00e+00  0.00e+00  2.02e+42  2.15e-13  1.10e+11  4.60e+04  4.62e+04  3.13e+02 -1.39e+02  7.73e+04  7.73e+04  2.80e-01  6.82e+41  6.82e+41  6.83e+41  1.38e+07  1.50e+04  8.98e+06  8.00e-01  0.00e+00  0.00e+00 
1.479e+14   35      0        1  2.32e+09  0.00e+00  0.00e+00  2.37e+42  1.96e-13  1.00e+11  4.63e+04  4.69e+04 -5.87e+02 -6.90e+02  7.58e+04  7.57e+04  2.63e-01  6.41e+41  6.41e+41  7.28e+41  1.35e+07  1.43e+04  8.70e+06  2.30e-01  0.00e+00  0.00e+00 
1.561e+14   36      0        1  2.32e+09  0.00e+00  0.00e+00  2.78e+42  1.79e-13  9.14e+10  4.73e+04  4.27e+04 -1.13e+03 -4.13e+03  7.41e+04  7.43e+04  2.48e-01  3.93e+41  3.94e+41  8.04e+41  1.33e+07  1.35e+04  8.43e+06  8.00e-01  5.08e+40  4.90e+40 
1.646e+14   37      0        0  2.31e+09  0.00e+00  0.00e+00  3.27e+42  1.64e-13  8.38e+10  4.65e+04  4.65e+04 -1.08e+00  6.35e+00  7.27e+04  7.28e+04  2.33e-01  3.41e+41  3.41e+41  3.40e+41  1.32e+07  1.27e+04  8.19e+06  4.91e-01  2.00e+41  5.56e+40 
1.737e+14   38      0        0  2.29e+09  0.00e+00  0.00e+00  3.84e+42  1.50e-13  7.68e+10  4.53e+04  4.54e+04  1.00e+01  8.00e+00  7.13e+04  7.13e+04  2.19e-01  3.09e+41  3.09e+41  3.11e+41  1.30e+07  1.21e+04  7.97e+06  2.56e-01  1.19e+41  1.38e+40 
1.833e+14   39      0        0  2.28e+09  0.00e+00  0.00e+00  4.51e+42  1.38e-13  7.08e+10  4.39e+04  4.39e+04  7.64e+00  1.44e+01  7.00e+04  7.00e+04  2.06e-01  2.80e+41  2.80e+41  2.79e+41  1.29e+07  1.14e+04  7.77e+06  2.70e-01  1.29e+41  0.00e+00 
1.934e+14   40      0        0  2.26e+09  0.00e+00  0.00e+00  5.29e+42  1.28e-13  6.55e+10  4.29e+04  4.29e+04  2.69e+00  2.63e+01  6.87e+04  6.88e+04  1.94e-01  2.62e+41  2.62e+41  2.58e+41  1.28e+07  1.08e+04  7.59e+06  2.08e-01  9.81e+40  5.19e+40 
2.040e+14   41      0        0  2.23e+09  0.00e+00  0.00e+00  6.22e+42  1.19e-13  6.07e+10  4.17e+04  4.17e+04  5.99e+00  1.09e+01  6.75e+04  6.76e+04  1.82e-01  2.33e+41  2.33e+41  2.34e+41  1.27e+07  1.01e+04  7.41e+06  4.25e-01  7.31e+40  2.77e+40 
2.152e+14   42      0        0  2.20e+09  0.00e+00  0.00e+00  7.30e+42  1.10e-13  5.61e+10  4.08e+04  4.08e+04 -2.43e+01  4.64e+01  6.64e+04  6.65e+04  1.71e-01  2.17e+41  2.17e+41  2.16e+41  1.26e+07  9.59e+03  7.25e+06  2.84e-01  9.53e+40  1.36e+40 
2.271e+14   43      0        0  2.16e+09  0.00e+00  0.00e+00  8.57e+42  1.02e-13  5.22e+10  4.01e+04  4.01e+04 -1.12e+01  1.76e+01  6.54e+04  6.55e+04  1.60e-01  2.05e+41  2.05e+41  2.05e+41  1.25e+07  9.05e+03  7.11e+06  5.60e-01  6.43e+40  2.50e+40 
2.396e+14   44      0        0  2.13e+09  0.00e+00  0.00e+00  1.01e+43  9.54e-14  4.88e+10  3.88e+04  3.89e+04 -2.08e+01  8.26e+00  6.44e+04  6.45e+04  1.50e-01  1.84e+41  1.84e+41  1.86e+41  1.24e+07  8.50e+03  6.98e+06  3.28e-01  4.88e+40  2.78e+40 
2.528e+14   45      0        0  2.07e+09  0.00e+00  0.00e+00  1.18e+43  9.00e-14  4.60e+10  3.83e+04  3.83e+04 -1.55e+01  1.84e+01  6.36e+04  6.36e+04  1.39e-01  1.83e+41  1.83e+41  1.83e+41  1.23e+07  7.91e+03  6.84e+06  4.46e-01  8.49e+40  6.33e+40 
2.667e+14   46      0        0  2.03e+09  0.00e+00  0.00e+00  1.39e+43  8.55e-14  4.37e+10  3.74e+04  3.74e+04  3.39e+00  8.85e+01  6.27e+04  6.28e+04  1.29e-01  1.73e+41  1.73e+41  1.73e+41  1.22e+07  7.30e+03  6.71e+06  7.45e-01  5.21e+40  4.53e+40 
2.813e+14   47      0        0  1.98e+09  0.00e+00  0.00e+00  1.63e+43  8.14e-14  4.16e+10  3.66e+04  3.66e+04  3.86e+01 -6.43e+01  6.19e+04  6.20e+04  1.20e-01  1.68e+41  1.68e+41  1.67e+41  1.20e+07  6.72e+03  6.55e+06  4.02e-01  7.19e+40  5.77e+40 
2.968e+14   48      0        0  1.93e+09  0.00e+00  0.00e+00  1.91e+43  7.93e-14  4.05e+10  3.61e+04  3.61e+04 -8.77e+00  1.57e+01  6.12e+04  6.12e+04  1.10e-01  1.73e+41  1.73e+41  1.72e+41  1.18e+07  6.03e+03  6.38e+06  2.70e-01  1.69e+40  0.00e+00 
3.132e+14   49      0        0  1.88e+09  0.00e+00  0.00e+00  2.25e+43  7.73e-14  3.95e+10  3.51e+04  3.51e+04 -2.14e+00  1.37e+01  6.04e+04  6.04e+04  1.01e-01  1.73e+41  1.73e+41  1.70e+41  1.16e+07  5.36e+03  6.17e+06  1.00e-01  6.13e+40  5.42e+40 
3.304e+14   50      0        0  1.82e+09  0.00e+00  0.00e+00  2.64e+43  7.57e-14  3.87e+10  3.46e+04  3.46e+04 -3.46e+01  5.67e+00  5.96e+04  5.96e+04  9.15e-02  1.75e+41  1.75e+41  1.75e+41  1.12e+07  4.69e+03  5.90e+06  4.25e-01  9.06e+39  2.43e+40 
3.486e+14   51      0        0  1.78e+09  0.00e+00  0.00e+00  3.10e+43  7.43e-14  3.80e+10  3.42e+04  3.42e+04  1.87e+01  7.24e+01  5.89e+04  5.89e+04  8.19e-02  1.86e+41  1.86e+41  1.86e+41  1.07e+07  4.06e+03  5.59e+06  8.00e-01  2.55e+39  4.91e+40 
3.678e+14   52      0        0  1.76e+09  0.00e+00  0.00e+00  3.64e+43  7.24e-14  3.70e+10  3.32e+04  3.32e+04  7.26e+01  1.38e+02  5.81e+04  5.82e+04  7.24e-02  1.85e+41  1.85e+41  1.83e+41  1.01e+07  3.47e+03  5.21e+06  5.40e-01  2.70e+40  5.07e+40 
3.880e+14   53      0        0  1.74e+09  0.00e+00  0.00e+00  4.27e+43  6.53e-14  3.34e+10  3.30e+04  3.30e+04  4.46e+01  7.39e+01  5.73e+04  5.74e+04  6.31e-02  1.74e+41  1.74e+41  1.73e+41  9.38e+06  3.17e+03  4.80e+06  5.74e-01  0.00e+00  6.69e+40 
4.094e+14   54      0        0  1.74e+09  0.00e+00  0.00e+00  5.02e+43  5.51e-14  2.82e+10  3.24e+04  3.23e+04  4.34e+00  3.14e+01  5.66e+04  5.66e+04  5.46e-02  1.43e+41  1.43e+41  1.41e+41  8.70e+06  3.09e+03  4.41e+06  6.78e-01  1.28e+39  1.50e+40 
4.319e+14   55      0        0  1.77e+09  0.00e+00  0.00e+00  5.90e+43  4.68e-14  2.39e+10  2.91e+04  2.88e+04 -1.33e+01 -4.22e+01  5.58e+04  5.59e+04  4.73e-02  1.77e+41  1.77e+41  1.27e+41  8.10e+06  2.97e+03  4.07e+06  7.45e-01  9.79e+39  6.97e+40 
4.557e+14   56      0        0  1.76e+09  0.00e+00  0.00e+00  6.92e+43  4.12e-14  2.11e+10  2.90e+04  2.89e+04 -3.30e+01 -3.38e+01  5.53e+04  5.53e+04  4.07e-02  1.81e+41  1.81e+41  1.83e+41  7.53e+06  2.78e+03  3.75e+06  6.78e-01  2.44e+40  1.44e+40 
4.808e+14   57      0        0  1.80e+09  0.00e+00  0.00e+00  8.13e+43  3.77e-14  1.93e+10  2.80e+04  2.80e+04 -1.75e+01 -2.89e+00  5.47e+04  5.47e+04  3.47e-02  1.58e+41  1.58e+41  1.57e+41  6.95e+06  2.48e+03  3.44e+06  2.81e-01  7.65e+39  0.00e+00 
5.072e+14   58      0        0  1.86e+09  0.00e+00  0.00e+00  9.55e+43  3.55e-14  1.81e+10  2.69e+04  2.69e+04 -1.53e+00  4.10e-01  5.42e+04  5.42e+04  2.90e-02  1.29e+41  1.29e+41  1.27e+41  6.34e+06  2.11e+03  3.11e+06  2.56e-01  2.19e+40  3.48e+40 
5.351e+14   59      0        0  1.87e+09  0.00e+00  0.00e+00  1.12e+44  3.05e-14  1.56e+10  2.67e+04  2.67e+04  4.95e-01  3.36e+01  5.38e+04  5.38e+04  2.38e-02  1.08e+41  1.08e+41  1.08e+41  5.69e+06  1.94e+03  2.77e+06  2.81e-01  6.66e+39  1.48e+40 
5.646e+14   60      0        0  1.96e+09  0.00e+00  0.00e+00  1.32e+44  2.51e-14  1.28e+10  2.60e+04  2.59e+04 -1.29e+01  8.56e+00  5.33e+04  5.33e+04  1.93e-02  7.41e+40  7.41e+40  7.37e+40  5.08e+06  1.85e+03  2.45e+06  4.68e-01  3.59e+39  5.45e+40 
5.957e+14   61      0        0  2.07e+09  0.00e+00  0.00e+00  1.55e+44  2.13e-14  1.09e+10  2.53e+04  2.53e+04  7.22e+00 -1.16e+01  5.29e+04  5.29e+04  1.55e-02  5.31e+40  5.31e+40  5.30e+40  4.52e+06  1.69e+03  2.16e+06  2.46e-01  4.53e+40  6.15e+40 
6.285e+14   62      0        0  2.12e+09  0.00e+00  0.00e+00  1.82e+44  1.81e-14  9.26e+09  2.48e+04  2.49e+04 -7.02e+00  4.59e+01  5.26e+04  5.26e+04  1.21e-02  4.01e+40  4.01e+40  4.05e+40  3.97e+06  1.51e+03  1.88e+06  1.56e-01  5.01e+39  0.00e+00 
6.631e+14   63      0        0  2.22e+09  0.00e+00  0.00e+00  2.14e+44  1.43e-14  7.31e+09  2.44e+04  2.44e+04  5.16e+01  1.86e+01  5.22e+04  5.22e+04  9.21e-03  2.63e+40  2.63e+40  2.64e+40  3.44e+06  1.40e+03  1.60e+06  6.70e-01  4.86e+39  0.00e+00 
6.996e+14   64      0        0  2.34e+09  0.00e+00  0.00e+00  2.51e+44  1.14e-14  5.83e+09  2.39e+04  2.40e+04  6.85e+01 -3.29e+01  5.17e+04  5.17e+04  6.68e-03  1.71e+40  1.71e+40  1.73e+40  2.92e+06  1.21e+03  1.33e+06  6.94e-01  8.95e+38  4.82e+39 
7.381e+14   65     -1        0  2.45e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
7.787e+14   66     -1        0  2.45e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
