  i   j inwind            r        theta           v_x          v_y           v_z          rho          t_e          t_r
 23 108      0 3.617089e+13 7.714286e+01 -2.536147e+08 0.000000e+00  7.856745e+06 7.881615e-12 7.611592e+04 2.653760e+05
 23 109      0 3.617089e+13 7.785714e+01 -3.461506e+08 0.000000e+00 -4.320555e+07 8.809575e-12 7.702550e+04 2.689019e+05
 23 110      0 3.617089e+13 7.857143e+01 -4.367216e+08 0.000000e+00 -8.735813e+07 9.960453e-12 7.799489e+04 2.726648e+05
 23 111      0 3.617089e+13 7.928571e+01 -5.189768e+08 0.000000e+00 -1.239995e+08 1.135641e-11 7.908681e+04 2.769095e+05
 23 112      0 3.617089e+13 8.000000e+01 -5.874157e+08 0.000000e+00 -1.536649e+08 1.301816e-11 8.036473e+04 2.818855e+05
 23 113      0 3.617089e+13 8.071429e+01 -6.407680e+08 0.000000e+00 -1.770962e+08 1.497222e-11 8.187833e+04 2.877906e+05
 23 114      0 3.617089e+13 8.142857e+01 -6.735143e+08 0.000000e+00 -1.944061e+08 1.718065e-11 8.356470e+04 2.943841e+05
 23 115      0 3.617089e+13 8.214286e+01 -6.938190e+08 0.000000e+00 -2.056214e+08 1.956590e-11 8.531636e+04 3.012484e+05
 23 116      0 3.617089e+13 8.285714e+01 -7.064609e+08 0.000000e+00 -2.103169e+08 2.200628e-11 8.702315e+04 3.079521e+05
 23 117      0 3.617089e+13 8.357143e+01 -7.122207e+08 0.000000e+00 -2.082823e+08 2.437585e-11 8.860880e+04 3.141930e+05
 23 118      0 3.617089e+13 8.428571e+01 -7.164100e+08 0.000000e+00 -1.998091e+08 2.675078e-11 9.011260e+04 3.201233e+05
 23 119      0 3.617089e+13 8.500000e+01 -7.180895e+08 0.000000e+00 -1.894971e+08 2.929501e-11 9.160656e+04 3.260256e+05
 23 120      0 3.617089e+13 8.571429e+01 -7.168337e+08 0.000000e+00 -1.794299e+08 3.223281e-11 9.316510e+04 3.321945e+05
 23 121      0 3.617089e+13 8.642857e+01 -7.128600e+08 0.000000e+00 -1.710627e+08 3.567358e-11 9.479399e+04 3.386542e+05
 23 122      0 3.617089e+13 8.714286e+01 -7.071358e+08 0.000000e+00 -1.616920e+08 3.928013e-11 9.633583e+04 3.447800e+05
 23 123      0 3.617089e+13 8.785714e+01 -7.017925e+08 0.000000e+00 -1.420357e+08 4.252984e-11 9.761655e+04 3.498767e+05
 23 124      0 3.617089e+13 8.857143e+01 -6.971402e+08 0.000000e+00 -1.089199e+08 4.481872e-11 9.847547e+04 3.532989e+05
 23 125      0 3.617089e+13 8.928571e+01 -6.937207e+08 0.000000e+00 -5.915534e+07 4.574634e-11 9.881774e+04 3.546636e+05
 23 126     -1 3.617089e+13 9.000000e+01 -6.916177e+08 0.000000e+00  1.642060e+06 0.000000e+00 0.000000e+00 0.000000e+00
 23 127     -1 3.617089e+13 9.000000e+01 -6.916177e+08 0.000000e+00  1.642060e+06 0.000000e+00 0.000000e+00 0.000000e+00
 24   0     -1 3.698688e+13 0.000000e+00 -1.479005e+09 0.000000e+00  6.621066e+09 0.000000e+00 0.000000e+00 0.000000e+00
 24   1     -1 3.698688e+13 7.142857e-01 -1.396350e+09 0.000000e+00  6.638990e+09 0.000000e+00 0.000000e+00 0.000000e+00
 24   2     -1 3.698688e+13 1.428571e+00 -1.313478e+09 0.000000e+00  6.655881e+09 0.000000e+00 0.000000e+00 0.000000e+00
 24   3     -1 3.698688e+13 2.142857e+00 -8.260350e+08 0.000000e+00  7.064630e+09 0.000000e+00 0.000000e+00 0.000000e+00
 24   4     -1 3.698688e+13 2.857143e+00 -2.455083e+08 0.000000e+00  7.542459e+09 0.000000e+00 0.000000e+00 0.000000e+00
 24   5     -1 3.698688e+13 3.571429e+00  3.080409e+08 0.000000e+00  8.012361e+09 0.000000e+00 0.000000e+00 0.000000e+00
 24   6     -1 3.698688e+13 4.285714e+00  8.086461e+08 0.000000e+00  8.479688e+09 0.000000e+00 0.000000e+00 0.000000e+00
 24   7      0 3.698688e+13 5.000000e+00  1.220090e+09 0.000000e+00  8.952553e+09 4.292086e-14 6.614291e+04 2.270349e+05
 24   8      0 3.698688e+13 5.714286e+00  1.539652e+09 0.000000e+00  9.434993e+09 4.161843e-14 6.606145e+04 2.267242e+05
 24   9      0 3.698688e+13 6.428571e+00  1.782529e+09 0.000000e+00  9.926839e+09 4.014729e-14 6.587370e+04 2.260084e+05
 24  10      0 3.698688e+13 7.142857e+00  1.970766e+09 0.000000e+00  1.042563e+10 3.856321e-14 6.565490e+04 2.251744e+05
 24  11      0 3.698688e+13 7.857143e+00  2.130322e+09 0.000000e+00  1.092641e+10 3.690294e-14 6.553630e+04 2.247225e+05
 24  12      0 3.698688e+13 8.571429e+00  2.293726e+09 0.000000e+00  1.142156e+10 3.535670e-14 6.548606e+04 2.245311e+05
 24  13      0 3.698688e+13 9.285714e+00  2.466947e+09 0.000000e+00  1.190830e+10 3.393540e-14 6.548740e+04 2.245362e+05
 24  14      0 3.698688e+13 1.000000e+01  2.659474e+09 0.000000e+00  1.238465e+10 3.271367e-14 6.552775e+04 2.246899e+05
 24  15      0 3.698688e+13 1.071429e+01  2.884581e+09 0.000000e+00  1.284569e+10 3.185500e-14 6.556438e+04 2.248295e+05
 24  16      0 3.698688e+13 1.142857e+01  3.159237e+09 0.000000e+00  1.328252e+10 3.150987e-14 6.558900e+04 2.249233e+05
 24  17      0 3.698688e+13 1.214286e+01  3.470771e+09 0.000000e+00  1.369241e+10 3.173884e-14 6.558892e+04 2.249230e+05
 24  18      0 3.698688e+13 1.285714e+01  3.809854e+09 0.000000e+00  1.407369e+10 3.255228e-14 6.556669e+04 2.248383e+05
 24  19      0 3.698688e+13 1.357143e+01  4.160933e+09 0.000000e+00  1.442373e+10 3.421469e-14 6.552059e+04 2.246626e+05
 24  20      0 3.698688e+13 1.428571e+01  4.501388e+09 0.000000e+00  1.473970e+10 3.693742e-14 6.548436e+04 2.245246e+05
 24  21      0 3.698688e+13 1.500000e+01  4.831862e+09 0.000000e+00  1.502150e+10 4.059717e-14 6.541200e+04 2.242490e+05
 24  22      0 3.698688e+13 1.571429e+01  5.154340e+09 0.000000e+00  1.527082e+10 4.541894e-14 6.529657e+04 2.238093e+05
 24  23      0 3.698688e+13 1.642857e+01  5.474185e+09 0.000000e+00  1.548894e+10 5.130663e-14 6.512793e+04 2.231672e+05
 24  24      0 3.698688e+13 1.714286e+01  5.799002e+09 0.000000e+00  1.567604e+10 5.822439e-14 6.496777e+04 2.225575e+05
 24  25      0 3.698688e+13 1.785714e+01  6.125155e+09 0.000000e+00  1.582937e+10 6.663335e-14 6.479956e+04 2.219173e+05
 24  26      0 3.698688e+13 1.857143e+01  6.447089e+09 0.000000e+00  1.594755e+10 7.684474e-14 6.459858e+04 2.211527e+05
 24  27      0 3.698688e+13 1.928571e+01  6.755734e+09 0.000000e+00  1.602768e+10 8.948086e-14 6.439911e+04 2.203940e+05
 24  28      0 3.698688e+13 2.000000e+01  7.038076e+09 0.000000e+00  1.606469e+10 1.052586e-13 6.426746e+04 2.198935e+05
 24  29      0 3.698688e+13 2.071429e+01  7.293337e+09 0.000000e+00  1.606284e+10 1.239679e-13 6.417597e+04 2.195457e+05
 24  30      0 3.698688e+13 2.142857e+01  7.524204e+09 0.000000e+00  1.602526e+10 1.462560e-13 6.406786e+04 2.191348e+05
 24  31      0 3.698688e+13 2.214286e+01  7.737074e+09 0.000000e+00  1.595867e+10 1.711562e-13 6.386620e+04 2.183686e+05
 24  32      0 3.698688e+13 2.285714e+01  7.940930e+09 0.000000e+00  1.587038e+10 1.972990e-13 6.355264e+04 2.171777e+05
 24  33      0 3.698688e+13 2.357143e+01  8.138215e+09 0.000000e+00  1.576392e+10 2.243571e-13 6.320439e+04 2.158557e+05
 24  34      0 3.698688e+13 2.428571e+01  8.325959e+09 0.000000e+00  1.563764e+10 2.517801e-13 6.279406e+04 2.142992e+05
 24  35      0 3.698688e+13 2.500000e+01  8.499212e+09 0.000000e+00  1.548924e+10 2.796307e-13 6.238370e+04 2.127437e+05
 24  36      0 3.698688e+13 2.571429e+01  8.651627e+09 0.000000e+00  1.531605e+10 3.079632e-13 6.203103e+04 2.114079e+05
 24  37      0 3.698688e+13 2.642857e+01  8.779714e+09 0.000000e+00  1.511626e+10 3.369803e-13 6.169012e+04 2.101173e+05
 24  38      0 3.698688e+13 2.714286e+01  8.884778e+09 0.000000e+00  1.489124e+10 3.662100e-13 6.135510e+04 2.088498e+05
 24  39      0 3.698688e+13 2.785714e+01  8.967576e+09 0.000000e+00  1.464111e+10 3.958779e-13 6.099176e+04 2.074761e+05
 24  40      0 3.698688e+13 2.857143e+01  9.030046e+09 0.000000e+00  1.436616e+10 4.261613e-13 6.061328e+04 2.060460e+05
 24  41      0 3.698688e+13 2.928571e+01  9.071306e+09 0.000000e+00  1.406646e+10 4.570688e-13 6.022904e+04 2.045952e+05
 24  42      0 3.698688e+13 3.000000e+01  9.090584e+09 0.000000e+00  1.374318e+10 4.884355e-13 5.983616e+04 2.031129e+05
 24  43      0 3.698688e+13 3.071429e+01  9.086666e+09 0.000000e+00  1.339764e+10 5.202230e-13 5.947292e+04 2.017433e+05
 24  44      0 3.698688e+13 3.142857e+01  9.058049e+09 0.000000e+00  1.303147e+10 5.519072e-13 5.917919e+04 2.006365e+05
 24  45      0 3.698688e+13 3.214286e+01  9.006625e+09 0.000000e+00  1.264916e+10 5.826732e-13 5.894714e+04 1.997626e+05
 24  46      0 3.698688e+13 3.285714e+01  8.933864e+09 0.000000e+00  1.225454e+10 6.121432e-13 5.875168e+04 1.990267e+05
 24  47      0 3.698688e+13 3.357143e+01  8.843375e+09 0.000000e+00  1.185449e+10 6.388643e-13 5.856030e+04 1.983065e+05
 24  48      0 3.698688e+13 3.428571e+01  8.740019e+09 0.000000e+00  1.145602e+10 6.624917e-13 5.837950e+04 1.976263e+05
 24  49      0 3.698688e+13 3.500000e+01  8.623430e+09 0.000000e+00  1.105901e+10 6.833708e-13 5.821302e+04 1.970003e+05
 24  50      0 3.698688e+13 3.571429e+01  8.490770e+09 0.000000e+00  1.065910e+10 7.019720e-13 5.805467e+04 1.964049e+05
 24  51      0 3.698688e+13 3.642857e+01  8.337323e+09 0.000000e+00  1.025013e+10 7.200385e-13 5.791173e+04 1.958677e+05
 24  52      0 3.698688e+13 3.714286e+01  8.157724e+09 0.000000e+00  9.824651e+09 7.383391e-13 5.778137e+04 1.953779e+05
 24  53      0 3.698688e+13 3.785714e+01  7.951804e+09 0.000000e+00  9.384649e+09 7.570938e-13 5.766303e+04 1.949333e+05
 24  54      0 3.698688e+13 3.857143e+01  7.722277e+09 0.000000e+00  8.934335e+09 7.763387e-13 5.756822e+04 1.945772e+05
 24  55      0 3.698688e+13 3.928571e+01  7.473050e+09 0.000000e+00  8.479179e+09 7.964172e-13 5.749916e+04 1.943179e+05
 24  56      0 3.698688e+13 4.000000e+01  7.209578e+09 0.000000e+00  8.025614e+09 8.176924e-13 5.745660e+04 1.941581e+05
 24  57      0 3.698688e+13 4.071429e+01  6.932919e+09 0.000000e+00  7.575679e+09 8.401925e-13 5.745183e+04 1.941402e+05
 24  58      0 3.698688e+13 4.142857e+01  6.643606e+09 0.000000e+00  7.129630e+09 8.642787e-13 5.746670e+04 1.941960e+05
 24  59      0 3.698688e+13 4.214286e+01  6.342640e+09 0.000000e+00  6.688533e+09 8.904643e-13 5.750076e+04 1.943239e+05
 24  60      0 3.698688e+13 4.285714e+01  6.033077e+09 0.000000e+00  6.255588e+09 9.191725e-13 5.753451e+04 1.944506e+05
 24  61      0 3.698688e+13 4.357143e+01  5.718223e+09 0.000000e+00  5.833847e+09 9.504800e-13 5.757095e+04 1.945875e+05
 24  62      0 3.698688e+13 4.428571e+01  5.403794e+09 0.000000e+00  5.427988e+09 9.846776e-13 5.762988e+04 1.948088e+05
 24  63      0 3.698688e+13 4.500000e+01  5.097298e+09 0.000000e+00  5.044193e+09 1.022404e-12 5.771251e+04 1.951192e+05
 24  64      0 3.698688e+13 4.571429e+01  4.805608e+09 0.000000e+00  4.687490e+09 1.062313e-12 5.783629e+04 1.955842e+05
 24  65      0 3.698688e+13 4.642857e+01  4.527166e+09 0.000000e+00  4.355434e+09 1.104657e-12 5.799381e+04 1.961762e+05
 24  66      0 3.698688e+13 4.714286e+01  4.260191e+09 0.000000e+00  4.046246e+09 1.148472e-12 5.817203e+04 1.968461e+05
 24  67      0 3.698688e+13 4.785714e+01  4.002153e+09 0.000000e+00  3.757625e+09 1.193091e-12 5.837162e+04 1.975967e+05
 24  68      0 3.698688e+13 4.857143e+01  3.753208e+09 0.000000e+00  3.489218e+09 1.239289e-12 5.857667e+04 1.983681e+05
 24  69      0 3.698688e+13 4.928571e+01  3.513931e+09 0.000000e+00  3.240079e+09 1.286763e-12 5.879064e+04 1.991734e+05
 24  70      0 3.698688e+13 5.000000e+01  3.287306e+09 0.000000e+00  3.010943e+09 1.336071e-12 5.901008e+04 1.999996e+05
 24  71      0 3.698688e+13 5.071429e+01  3.076098e+09 0.000000e+00  2.802145e+09 1.388110e-12 5.922770e+04 2.008193e+05
 24  72      0 3.698688e+13 5.142857e+01  2.881593e+09 0.000000e+00  2.613476e+09 1.442205e-12 5.945365e+04 2.016707e+05
 24  73      0 3.698688e+13 5.214286e+01  2.702791e+09 0.000000e+00  2.443074e+09 1.498028e-12 5.968773e+04 2.025531e+05
 24  74      0 3.698688e+13 5.285714e+01  2.538788e+09 0.000000e+00  2.289627e+09 1.554590e-12 5.993474e+04 2.034847e+05
 24  75      0 3.698688e+13 5.357143e+01  2.387561e+09 0.000000e+00  2.151161e+09 1.611686e-12 6.019248e+04 2.044572e+05
 24  76      0 3.698688e+13 5.428571e+01  2.248764e+09 0.000000e+00  2.026439e+09 1.668650e-12 6.045183e+04 2.054363e+05
 24  77      0 3.698688e+13 5.500000e+01  2.121496e+09 0.000000e+00  1.913782e+09 1.725105e-12 6.071840e+04 2.064431e+05
 24  78      0 3.698688e+13 5.571429e+01  2.004631e+09 0.000000e+00  1.811307e+09 1.779723e-12 6.098787e+04 2.074614e+05
 24  79      0 3.698688e+13 5.642857e+01  1.896440e+09 0.000000e+00  1.716864e+09 1.833992e-12 6.126906e+04 2.085244e+05
 24  80      0 3.698688e+13 5.714286e+01  1.796255e+09 0.000000e+00  1.629554e+09 1.888143e-12 6.156194e+04 2.096323e+05
 24  81      0 3.698688e+13 5.785714e+01  1.703738e+09 0.000000e+00  1.548938e+09 1.943363e-12 6.186568e+04 2.107818e+05
 24  82      0 3.698688e+13 5.857143e+01  1.617717e+09 0.000000e+00  1.474090e+09 2.001995e-12 6.218488e+04 2.119905e+05
 24  83      0 3.698688e+13 5.928571e+01  1.536629e+09 0.000000e+00  1.403849e+09 2.064377e-12 6.251485e+04 2.132407e+05
 24  84      0 3.698688e+13 6.000000e+01  1.460055e+09 0.000000e+00  1.337592e+09 2.130713e-12 6.285495e+04 2.145302e+05
 24  85      0 3.698688e+13 6.071429e+01  1.386981e+09 0.000000e+00  1.273874e+09 2.201222e-12 6.320224e+04 2.158476e+05
 24  86      0 3.698688e+13 6.142857e+01  1.315526e+09 0.000000e+00  1.210981e+09 2.276261e-12 6.355099e+04 2.171714e+05
 24  87      0 3.698688e+13 6.214286e+01  1.244565e+09 0.000000e+00  1.147961e+09 2.357842e-12 6.390472e+04 2.185149e+05
 24  88      0 3.698688e+13 6.285714e+01  1.173837e+09 0.000000e+00  1.085027e+09 2.446521e-12 6.426358e+04 2.198787e+05
 24  89      0 3.698688e+13 6.357143e+01  1.102744e+09 0.000000e+00  1.022568e+09 2.544708e-12 6.462682e+04 2.212601e+05
 24  90      0 3.698688e+13 6.428571e+01  1.030892e+09 0.000000e+00  9.610907e+08 2.653839e-12 6.499642e+04 2.226665e+05
 24  91      0 3.698688e+13 6.500000e+01  9.585451e+08 0.000000e+00  9.010835e+08 2.772713e-12 6.536956e+04 2.240873e+05
 24  92      0 3.698688e+13 6.571429e+01  8.860068e+08 0.000000e+00  8.424341e+08 2.903100e-12 6.575040e+04 2.255384e+05
 24  93      0 3.698688e+13 6.642857e+01  8.142600e+08 0.000000e+00  7.852012e+08 3.043639e-12 6.614527e+04 2.270439e+05
 24  94      0 3.698688e+13 6.714286e+01  7.443984e+08 0.000000e+00  7.295069e+08 3.193497e-12 6.655796e+04 2.286184e+05
 24  95      0 3.698688e+13 6.785714e+01  6.768494e+08 0.000000e+00  6.750954e+08 3.354814e-12 6.699542e+04 2.302885e+05
 24  96      0 3.698688e+13 6.857143e+01  6.111298e+08 0.000000e+00  6.219313e+08 3.527607e-12 6.745641e+04 2.320499e+05
 24  97      0 3.698688e+13 6.928571e+01  5.468011e+08 0.000000e+00  5.699293e+08 3.712772e-12 6.794476e+04 2.339172e+05
 24  98      0 3.698688e+13 7.000000e+01  4.833899e+08 0.000000e+00  5.189484e+08 3.911521e-12 6.845912e+04 2.358856e+05
 24  99      0 3.698688e+13 7.071429e+01  4.198087e+08 0.000000e+00  4.688632e+08 4.125016e-12 6.899731e+04 2.379470e+05
 24 100      0 3.698688e+13 7.142857e+01  3.559203e+08 0.000000e+00  4.197241e+08 4.353801e-12 6.955525e+04 2.400859e+05
 24 101      0 3.698688e+13 7.214286e+01  2.909072e+08 0.000000e+00  3.714574e+08 4.599963e-12 7.012497e+04 2.422719e+05
 24 102      0 3.698688e+13 7.285714e+01  2.232140e+08 0.000000e+00  3.235522e+08 4.873552e-12 7.072173e+04 2.445637e+05
 24 103      0 3.698688e+13 7.357143e+01  1.529489e+08 0.000000e+00  2.752455e+08 5.178232e-12 7.134612e+04 2.469641e+05
 24 104      0 3.698688e+13 7.428571e+01  7.885858e+07 0.000000e+00  2.253000e+08 5.526867e-12 7.201399e+04 2.495341e+05
 24 105      0 3.698688e+13 7.500000e+01 -3.035447e+05 0.000000e+00  1.720444e+08 5.942284e-12 7.275123e+04 2.523741e+05
 24 106      0 3.698688e+13 7.571429e+01 -8.459684e+07 0.000000e+00  1.154271e+08 6.452217e-12 7.354315e+04 2.554284e+05
 24 107      0 3.698688e+13 7.642857e+01 -1.731012e+08 0.000000e+00  5.767836e+07 7.072524e-12 7.439152e+04 2.587044e+05
 24 108      0 3.698688e+13 7.714286e+01 -2.639956e+08 0.000000e+00  1.532406e+06 7.840689e-12 7.528037e+04 2.621412e+05
 24 109      0 3.698688e+13 7.785714e+01 -3.542299e+08 0.000000e+00 -4.890702e+07 8.820723e-12 7.618988e+04 2.656626e+05
 24 110      0 3.698688e+13 7.857143e+01 -4.390993e+08 0.000000e+00 -9.108130e+07 1.000463e-11 7.720781e+04 2.696092e+05
 24 111      0 3.698688e+13 7.928571e+01 -5.166656e+08 0.000000e+00 -1.257894e+08 1.144994e-11 7.832340e+04 2.739411e+05
 24 112      0 3.698688e+13 8.000000e+01 -5.823452e+08 0.000000e+00 -1.534388e+08 1.316719e-11 7.962184e+04 2.789918e+05
 24 113      0 3.698688e+13 8.071429e+01 -6.306628e+08 0.000000e+00 -1.747880e+08 1.513917e-11 8.117971e+04 2.850635e+05
 24 114      0 3.698688e+13 8.142857e+01 -6.626068e+08 0.000000e+00 -1.901883e+08 1.731066e-11 8.283526e+04 2.915302e+05
 24 115      0 3.698688e+13 8.214286e+01 -6.801447e+08 0.000000e+00 -1.998921e+08 1.969647e-11 8.461392e+04 2.984938e+05
 24 116      0 3.698688e+13 8.285714e+01 -6.881767e+08 0.000000e+00 -2.035769e+08 2.211571e-11 8.634033e+04 3.052684e+05
 24 117      0 3.698688e+13 8.357143e+01 -6.935745e+08 0.000000e+00 -2.008276e+08 2.443939e-11 8.791745e+04 3.114704e+05
 24 118      0 3.698688e+13 8.428571e+01 -6.974607e+08 0.000000e+00 -1.933719e+08 2.683556e-11 8.943825e+04 3.174626e+05
 24 119      0 3.698688e+13 8.500000e+01 -6.990297e+08 0.000000e+00 -1.826824e+08 2.928018e-11 9.090168e+04 3.232394e+05
 24 120      0 3.698688e+13 8.571429e+01 -6.979015e+08 0.000000e+00 -1.716977e+08 3.213654e-11 9.243305e+04 3.292955e+05
 24 121      0 3.698688e+13 8.642857e+01 -6.941150e+08 0.000000e+00 -1.630835e+08 3.541799e-11 9.399950e+04 3.355020e+05
 24 122      0 3.698688e+13 8.714286e+01 -6.885578e+08 0.000000e+00 -1.539475e+08 3.892287e-11 9.551179e+04 3.415047e+05
 24 123      0 3.698688e+13 8.785714e+01 -6.824542e+08 0.000000e+00 -1.386359e+08 4.239824e-11 9.687835e+04 3.469380e+05
 24 124      0 3.698688e+13 8.857143e+01 -6.771790e+08 0.000000e+00 -1.097573e+08 4.471372e-11 9.775141e+04 3.504138e+05
 24 125      0 3.698688e+13 8.928571e+01 -6.741557e+08 0.000000e+00 -5.843736e+07 4.543646e-11 9.804185e+04 3.515708e+05
 24 126     -1 3.698688e+13 9.000000e+01 -6.723756e+08 0.000000e+00  3.596084e+06 0.000000e+00 0.000000e+00 0.000000e+00
 24 127     -1 3.698688e+13 9.000000e+01 -6.723756e+08 0.000000e+00  3.596084e+06 0.000000e+00 0.000000e+00 0.000000e+00
 25   0     -1 3.782129e+13 0.000000e+00 -1.479005e+09 0.000000e+00  6.621066e+09 0.000000e+00 0.000000e+00 0.000000e+00
 25   1     -1 3.782129e+13 7.142857e-01 -1.396350e+09 0.000000e+00  6.638990e+09 0.000000e+00 0.000000e+00 0.000000e+00
 25   2     -1 3.782129e+13 1.428571e+00 -1.313478e+09 0.000000e+00  6.655881e+09 0.000000e+00 0.000000e+00 0.000000e+00
 25   3     -1 3.782129e+13 2.142857e+00 -7.563586e+08 0.000000e+00  7.169884e+09 0.000000e+00 0.000000e+00 0.000000e+00
 25   4     -1 3.782129e+13 2.857143e+00 -1.692860e+08 0.000000e+00  7.669138e+09 0.000000e+00 0.000000e+00 0.000000e+00
 25   5     -1 3.782129e+13 3.571429e+00  3.648395e+08 0.000000e+00  8.154885e+09 0.000000e+00 0.000000e+00 0.000000e+00
 25   6     -1 3.782129e+13 4.285714e+00  8.642643e+08 0.000000e+00  8.634571e+09 0.000000e+00 0.000000e+00 0.000000e+00
 25   7      0 3.782129e+13 5.000000e+00  1.266903e+09 0.000000e+00  9.120630e+09 4.266588e-14 6.575638e+04 2.255612e+05
 25   8      0 3.782129e+13 5.714286e+00  1.567049e+09 0.000000e+00  9.616002e+09 4.128096e-14 6.557057e+04 2.248531e+05
 25   9      0 3.782129e+13 6.428571e+00  1.814494e+09 0.000000e+00  1.011677e+10 3.974107e-14 6.540421e+04 2.242193e+05
 25  10      0 3.782129e+13 7.142857e+00  1.995866e+09 0.000000e+00  1.062758e+10 3.807713e-14 6.519777e+04 2.234331e+05
 25  11      0 3.782129e+13 7.857143e+00  2.154233e+09 0.000000e+00  1.113799e+10 3.633414e-14 6.510139e+04 2.230661e+05
 25  12      0 3.782129e+13 8.571429e+00  2.310832e+09 0.000000e+00  1.164668e+10 3.465781e-14 6.509675e+04 2.230485e+05
 25  13      0 3.782129e+13 9.285714e+00  2.496142e+09 0.000000e+00  1.214117e+10 3.327496e-14 6.511448e+04 2.231159e+05
 25  14      0 3.782129e+13 1.000000e+01  2.698912e+09 0.000000e+00  1.262290e+10 3.208200e-14 6.516311e+04 2.233011e+05
 25  15      0 3.782129e+13 1.071429e+01  2.936650e+09 0.000000e+00  1.308612e+10 3.124910e-14 6.520460e+04 2.234591e+05
 25  16      0 3.782129e+13 1.142857e+01  3.233509e+09 0.000000e+00  1.352317e+10 3.089337e-14 6.523032e+04 2.235570e+05
 25  17      0 3.782129e+13 1.214286e+01  3.554576e+09 0.000000e+00  1.393034e+10 3.127681e-14 6.524527e+04 2.236140e+05
 25  18      0 3.782129e+13 1.285714e+01  3.896835e+09 0.000000e+00  1.430753e+10 3.232222e-14 6.523015e+04 2.235564e+05
 25  19      0 3.782129e+13 1.357143e+01  4.247201e+09 0.000000e+00  1.465193e+10 3.430670e-14 6.519172e+04 2.234100e+05
 25  20      0 3.782129e+13 1.428571e+01  4.578035e+09 0.000000e+00  1.496174e+10 3.741914e-14 6.515675e+04 2.232769e+05
 25  21      0 3.782129e+13 1.500000e+01  4.905534e+09 0.000000e+00  1.523947e+10 4.140425e-14 6.510598e+04 2.230836e+05
 25  22      0 3.782129e+13 1.571429e+01  5.230132e+09 0.000000e+00  1.548246e+10 4.648463e-14 6.500012e+04 2.226806e+05
 25  23      0 3.782129e+13 1.642857e+01  5.550762e+09 0.000000e+00  1.569186e+10 5.257671e-14 6.482618e+04 2.220186e+05
 25  24      0 3.782129e+13 1.714286e+01  5.881462e+09 0.000000e+00  1.586983e+10 5.974247e-14 6.465639e+04 2.213726e+05
 25  25      0 3.782129e+13 1.785714e+01  6.210060e+09 0.000000e+00  1.601194e+10 6.850530e-14 6.451292e+04 2.208269e+05
 25  26      0 3.782129e+13 1.857143e+01  6.526758e+09 0.000000e+00  1.611479e+10 7.928605e-14 6.433501e+04 2.201503e+05
 25  27      0 3.782129e+13 1.928571e+01  6.828119e+09 0.000000e+00  1.617715e+10 9.275870e-14 6.412796e+04 2.193632e+05
 25  28      0 3.782129e+13 2.000000e+01  7.094720e+09 0.000000e+00  1.619206e+10 1.095382e-13 6.397731e+04 2.187907e+05
 25  29      0 3.782129e+13 2.071429e+01  7.337717e+09 0.000000e+00  1.617218e+10 1.289789e-13 6.382457e+04 2.182104e+05
 25  30      0 3.782129e+13 2.142857e+01  7.563267e+09 0.000000e+00  1.612229e+10 1.515985e-13 6.365954e+04 2.175836e+05
 25  31      0 3.782129e+13 2.214286e+01  7.770613e+09 0.000000e+00  1.604247e+10 1.763304e-13 6.335914e+04 2.164430e+05
 25  32      0 3.782129e+13 2.285714e+01  7.974200e+09 0.000000e+00  1.594414e+10 2.022497e-13 6.298062e+04 2.150068e+05
 25  33      0 3.782129e+13 2.357143e+01  8.167744e+09 0.000000e+00  1.582578e+10 2.292036e-13 6.260614e+04 2.135868e+05
 25  34      0 3.782129e+13 2.428571e+01  8.348185e+09 0.000000e+00  1.568695e+10 2.563530e-13 6.220229e+04 2.120565e+05
 25  35      0 3.782129e+13 2.500000e+01  8.513883e+09 0.000000e+00  1.552626e+10 2.838572e-13 6.181794e+04 2.106011e+05
 25  36      0 3.782129e+13 2.571429e+01  8.654413e+09 0.000000e+00  1.533899e+10 3.115698e-13 6.148430e+04 2.093385e+05
 25  37      0 3.782129e+13 2.642857e+01  8.771248e+09 0.000000e+00  1.512521e+10 3.399298e-13 6.115262e+04 2.080841e+05
 25  38      0 3.782129e+13 2.714286e+01  8.866099e+09 0.000000e+00  1.488621e+10 3.686180e-13 6.080708e+04 2.067781e+05
 25  39      0 3.782129e+13 2.785714e+01  8.939867e+09 0.000000e+00  1.462301e+10 3.977803e-13 6.041654e+04 2.053030e+05
 25  40      0 3.782129e+13 2.857143e+01  8.995070e+09 0.000000e+00  1.433528e+10 4.274943e-13 6.001899e+04 2.038026e+05
 25  41      0 3.782129e+13 2.928571e+01  9.027557e+09 0.000000e+00  1.402341e+10 4.577533e-13 5.964599e+04 2.023957e+05
 25  42      0 3.782129e+13 3.000000e+01  9.036315e+09 0.000000e+00  1.368776e+10 4.884845e-13 5.925486e+04 2.009216e+05
 25  43      0 3.782129e+13 3.071429e+01  9.021417e+09 0.000000e+00  1.333016e+10 5.196483e-13 5.889663e+04 1.995724e+05
 25  44      0 3.782129e+13 3.142857e+01  8.980054e+09 0.000000e+00  1.295272e+10 5.504067e-13 5.859070e+04 1.984209e+05
 25  45      0 3.782129e+13 3.214286e+01  8.918708e+09 0.000000e+00  1.256475e+10 5.794497e-13 5.833857e+04 1.974724e+05
 25  46      0 3.782129e+13 3.285714e+01  8.837535e+09 0.000000e+00  1.216421e+10 6.068126e-13 5.811995e+04 1.966503e+05
