        r      rcen    i inwind converge     nband      nxtot        xj xave_freq  xsd_freq      fmin      fmax  fmin_mod  fmax_mod spec_mod_type  pl_alpha  pl_log_w  exp_temp     exp_w 
7.004e+12 7.179e+12    0     -1        0      0  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
7.353e+12 7.536e+12    1      0        0      0  1.24e+03  1.90e+13  7.05e+14  2.39e+14  1.06e+14  1.00e+15  1.00e+14  1.00e+15  2.00e+00  1.36e+00 -2.17e+01 -1.93e+04  4.43e-03 
7.719e+12 7.911e+12    2      0        0      0  1.50e+03  2.17e+13  7.40e+14  2.36e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  2.00e+00  1.84e+00 -2.88e+01 -1.51e+04  3.03e-03 
8.103e+12 8.304e+12    3      0        0      0  1.71e+03  2.60e+13  7.74e+14  2.27e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  2.00e+00  2.42e+00 -3.74e+01 -1.21e+04  2.00e-03 
8.506e+12 8.717e+12    4      0        0      0  1.97e+03  2.51e+13  7.53e+14  2.30e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  2.00e+00  2.04e+00 -3.17e+01 -1.38e+04  2.84e-03 
8.929e+12 9.151e+12    5      0        0      0  2.07e+03  2.57e+13  7.11e+14  2.32e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  2.00e+00  1.43e+00 -2.27e+01 -1.85e+04  5.52e-03 
9.373e+12 9.606e+12    6      0        0      0  2.31e+03  2.79e+13  7.16e+14  2.32e+14  1.00e+14  9.99e+14  1.00e+14  1.00e+15  2.00e+00  1.49e+00 -2.36e+01 -1.79e+04  5.61e-03 
9.839e+12 1.008e+13    7      0        0      0  2.74e+03  3.40e+13  7.40e+14  2.25e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  2.00e+00  1.84e+00 -2.86e+01 -1.51e+04  4.75e-03 
1.033e+13 1.059e+13    8      0        0      0  3.06e+03  3.47e+13  7.17e+14  2.24e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  2.00e+00  1.50e+00 -2.36e+01 -1.78e+04  6.89e-03 
1.084e+13 1.111e+13    9      0        0      0  3.10e+03  3.41e+13  7.27e+14  2.24e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  2.00e+00  1.64e+00 -2.57e+01 -1.65e+04  5.85e-03 
1.138e+13 1.167e+13   10      0        0      0  3.18e+03  3.40e+13  7.25e+14  2.23e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  2.00e+00  1.62e+00 -2.54e+01 -1.67e+04  5.96e-03 
1.195e+13 1.225e+13   11      0        0      0  3.46e+03  3.65e+13  7.27e+14  2.25e+14  1.01e+14  1.00e+15  1.00e+14  1.00e+15  2.00e+00  1.64e+00 -2.57e+01 -1.65e+04  6.24e-03 
1.254e+13 1.285e+13   12      0        0      0  3.98e+03  3.48e+13  7.28e+14  2.22e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  2.00e+00  1.65e+00 -2.58e+01 -1.64e+04  5.90e-03 
1.317e+13 1.349e+13   13      0        0      0  3.98e+03  3.73e+13  7.33e+14  2.16e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  2.00e+00  1.73e+00 -2.69e+01 -1.58e+04  5.84e-03 
1.382e+13 1.417e+13   14      0        0      0  4.02e+03  3.66e+13  7.24e+14  2.10e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.60e+00 -2.50e+01 -1.69e+04  6.57e-03 
1.451e+13 1.487e+13   15      0        0      0  4.62e+03  3.54e+13  7.21e+14  2.15e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.57e+00 -2.45e+01 -1.72e+04  6.58e-03 
1.523e+13 1.561e+13   16      0        0      0  5.26e+03  3.53e+13  7.16e+14  2.13e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.50e+00 -2.35e+01 -1.78e+04  7.07e-03 
1.599e+13 1.639e+13   17      0        0      0  5.82e+03  3.37e+13  7.24e+14  2.14e+14  1.01e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.60e+00 -2.50e+01 -1.69e+04  6.05e-03 
1.678e+13 1.720e+13   18      0        0      0  6.81e+03  3.50e+13  7.28e+14  2.14e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  2.00e+00  1.65e+00 -2.59e+01 -1.64e+04  5.92e-03 
1.762e+13 1.806e+13   19      0        0      0  7.86e+03  3.32e+13  7.09e+14  2.17e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.40e+00 -2.22e+01 -1.88e+04  7.33e-03 
1.850e+13 1.896e+13   20      0        0      0  8.95e+03  3.54e+13  7.16e+14  2.15e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.50e+00 -2.35e+01 -1.78e+04  7.09e-03 
1.942e+13 1.990e+13   21      0        0      0  1.08e+04  3.75e+13  7.17e+14  2.12e+14  1.01e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.51e+00 -2.37e+01 -1.77e+04  7.42e-03 
2.038e+13 2.089e+13   22      0        0      0  1.27e+04  3.62e+13  7.03e+14  2.15e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.34e+00 -2.12e+01 -1.96e+04  8.59e-03 
2.140e+13 2.193e+13   23      0        0      0  1.42e+04  3.53e+13  7.03e+14  2.20e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.33e+00 -2.11e+01 -1.96e+04  8.42e-03 
2.246e+13 2.302e+13   24      0        0      0  1.65e+04  3.46e+13  6.97e+14  2.19e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.27e+00 -2.01e+01 -2.05e+04  8.89e-03 
2.358e+13 2.416e+13   25      0        0      0  1.83e+04  3.31e+13  6.94e+14  2.22e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.23e+00 -1.95e+01 -2.11e+04  8.90e-03 
2.475e+13 2.537e+13   26      0        0      0  2.07e+04  3.36e+13  7.00e+14  2.20e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.30e+00 -2.06e+01 -2.01e+04  8.35e-03 
2.598e+13 2.663e+13   27      0        0      0  2.35e+04  3.33e+13  6.97e+14  2.20e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.26e+00 -2.01e+01 -2.06e+04  8.59e-03 
2.728e+13 2.795e+13   28      0        0      0  2.70e+04  3.34e+13  6.97e+14  2.21e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.27e+00 -2.01e+01 -2.05e+04  8.58e-03 
2.863e+13 2.934e+13   29      0        0      0  3.09e+04  3.37e+13  7.00e+14  2.16e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.30e+00 -2.06e+01 -2.01e+04  8.34e-03 
3.006e+13 3.080e+13   30      0        0      0  3.53e+04  3.38e+13  7.04e+14  2.18e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.34e+00 -2.13e+01 -1.95e+04  7.97e-03 
3.155e+13 3.234e+13   31      0        0      0  4.00e+04  3.38e+13  7.00e+14  2.18e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.30e+00 -2.06e+01 -2.01e+04  8.36e-03 
3.312e+13 3.395e+13   32      0        0      0  4.51e+04  3.31e+13  6.98e+14  2.20e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.28e+00 -2.03e+01 -2.04e+04  8.42e-03 
3.477e+13 3.563e+13   33      0        0      0  5.04e+04  3.27e+13  6.99e+14  2.21e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.29e+00 -2.04e+01 -2.03e+04  8.23e-03 
3.650e+13 3.741e+13   34      0        0      0  5.73e+04  3.34e+13  7.02e+14  2.17e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.32e+00 -2.09e+01 -1.99e+04  8.12e-03 
3.832e+13 3.927e+13   35      0        0      0  6.32e+04  3.42e+13  7.03e+14  2.16e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.33e+00 -2.11e+01 -1.97e+04  8.18e-03 
4.022e+13 4.122e+13   36      0        0      0  7.11e+04  3.31e+13  7.05e+14  2.14e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.36e+00 -2.16e+01 -1.93e+04  7.65e-03 
4.222e+13 4.327e+13   37      0        0      0  8.14e+04  3.25e+13  7.01e+14  2.17e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.31e+00 -2.08e+01 -1.99e+04  7.95e-03 
4.432e+13 4.543e+13   38      0        0      0  9.19e+04  3.31e+13  7.01e+14  2.18e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.30e+00 -2.07e+01 -2.00e+04  8.15e-03 
4.653e+13 4.769e+13   39      0        0      0  1.04e+05  3.21e+13  7.01e+14  2.19e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.31e+00 -2.08e+01 -1.99e+04  7.85e-03 
4.884e+13 5.006e+13   40      0        0      0  1.16e+05  3.20e+13  7.01e+14  2.20e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.31e+00 -2.07e+01 -2.00e+04  7.88e-03 
5.127e+13 5.255e+13   41      0        0      0  1.36e+05  3.22e+13  7.00e+14  2.17e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.30e+00 -2.06e+01 -2.01e+04  7.98e-03 
5.382e+13 5.516e+13   42      0        0      0  1.59e+05  3.25e+13  7.02e+14  2.16e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.32e+00 -2.10e+01 -1.98e+04  7.83e-03 
5.650e+13 5.791e+13   43      0        0      0  1.77e+05  3.24e+13  7.01e+14  2.18e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.31e+00 -2.08e+01 -2.00e+04  7.96e-03 
