        r    i inwind converge       v_x       v_y       v_z       vol       rho        ne       t_e   t_e_old      dt_e  dt_e_old       t_r   t_r_old         w  heat_tot heat_tot_old  cool_tot      ntot        ip    nioniz      gain macro_bf_in macro_bf_out 
3.244e+14   79      0        0  1.21e+10  0.00e+00  0.00e+00  2.45e+43  2.48e-14  1.27e+10  1.55e+05  1.55e+05 -2.82e+02 -8.47e+02  1.80e+05  1.79e+05  3.00e-02  1.61e+41  1.61e+41  1.61e+41  5.18e+06  3.01e+05  3.66e+06  9.99e-01  0.00e+00  0.00e+00 
3.406e+14   80      0        0  1.19e+10  0.00e+00  0.00e+00  2.82e+43  2.33e-14  1.19e+10  1.53e+05  1.53e+05 -5.06e+02 -9.21e+02  1.77e+05  1.77e+05  2.81e-02  1.52e+41  1.52e+41  1.52e+41  5.13e+06  2.83e+05  3.59e+06  9.99e-01  0.00e+00  0.00e+00 
3.575e+14   81      0        0  1.17e+10  0.00e+00  0.00e+00  3.25e+43  2.19e-14  1.12e+10  1.51e+05  1.51e+05 -3.43e+02 -1.00e+03  1.74e+05  1.74e+05  2.61e-02  1.42e+41  1.42e+41  1.42e+41  5.08e+06  2.66e+05  3.52e+06  9.99e-01  0.00e+00  0.00e+00 
3.753e+14   82      0        0  1.15e+10  0.00e+00  0.00e+00  3.75e+43  2.05e-14  1.05e+10  1.49e+05  1.49e+05 -3.95e+02 -7.99e+02  1.72e+05  1.72e+05  2.42e-02  1.33e+41  1.33e+41  1.33e+41  5.01e+06  2.50e+05  3.44e+06  9.99e-01  0.00e+00  0.00e+00 
3.940e+14   83      0        0  1.13e+10  0.00e+00  0.00e+00  4.33e+43  1.91e-14  9.80e+09  1.46e+05  1.47e+05 -4.27e+02 -8.03e+02  1.69e+05  1.69e+05  2.23e-02  1.24e+41  1.24e+41  1.24e+41  4.94e+06  2.34e+05  3.36e+06  9.99e-01  0.00e+00  0.00e+00 
4.136e+14   84      0        0  1.12e+10  0.00e+00  0.00e+00  5.00e+43  1.79e-14  9.17e+09  1.45e+05  1.45e+05 -3.79e+01 -9.68e+02  1.67e+05  1.67e+05  2.04e-02  1.16e+41  1.16e+41  1.16e+41  4.86e+06  2.19e+05  3.27e+06  9.99e-01  0.00e+00  0.00e+00 
4.342e+14   85      0        0  1.10e+10  0.00e+00  0.00e+00  5.77e+43  1.67e-14  8.57e+09  1.43e+05  1.43e+05 -1.10e+01 -9.34e+02  1.65e+05  1.65e+05  1.86e-02  1.08e+41  1.08e+41  1.08e+41  4.77e+06  2.05e+05  3.18e+06  9.99e-01  0.00e+00  0.00e+00 
4.558e+14   86      0        0  1.09e+10  0.00e+00  0.00e+00  6.66e+43  1.56e-14  7.97e+09  1.41e+05  1.41e+05  2.28e+02 -1.01e+03  1.63e+05  1.63e+05  1.70e-02  9.95e+40  9.95e+40  9.95e+40  4.66e+06  1.91e+05  3.08e+06  6.99e-01  0.00e+00  0.00e+00 
4.784e+14   87      0        0  1.07e+10  0.00e+00  0.00e+00  7.70e+43  1.45e-14  7.42e+09  1.39e+05  1.39e+05 -1.03e+02 -7.34e+02  1.61e+05  1.61e+05  1.54e-02  9.16e+40  9.16e+40  9.16e+40  4.55e+06  1.78e+05  2.98e+06  9.99e-01  0.00e+00  0.00e+00 
5.022e+14   88      0        0  1.06e+10  0.00e+00  0.00e+00  8.89e+43  1.35e-14  6.92e+09  1.37e+05  1.37e+05 -3.08e+01 -8.89e+02  1.60e+05  1.60e+05  1.37e-02  8.45e+40  8.45e+40  8.45e+40  4.42e+06  1.64e+05  2.87e+06  9.99e-01  0.00e+00  0.00e+00 
5.272e+14   89      0        0  1.05e+10  0.00e+00  0.00e+00  1.03e+44  1.26e-14  6.45e+09  1.35e+05  1.35e+05 -1.99e+02 -6.60e+02  1.58e+05  1.58e+05  1.21e-02  7.74e+40  7.74e+40  7.74e+40  4.28e+06  1.51e+05  2.76e+06  9.99e-01  0.00e+00  0.00e+00 
5.535e+14   90      0        0  1.04e+10  0.00e+00  0.00e+00  1.19e+44  1.17e-14  5.98e+09  1.33e+05  1.33e+05 -6.91e+01 -6.23e+02  1.57e+05  1.56e+05  1.06e-02  6.97e+40  6.97e+40  6.97e+40  4.11e+06  1.37e+05  2.64e+06  9.99e-01  0.00e+00  0.00e+00 
5.810e+14   91      0        0  1.03e+10  0.00e+00  0.00e+00  1.37e+44  1.08e-14  5.55e+09  1.31e+05  1.31e+05  2.16e+02 -7.72e+02  1.55e+05  1.55e+05  9.20e-03  6.21e+40  6.21e+40  6.21e+40  3.93e+06  1.24e+05  2.50e+06  6.99e-01  0.00e+00  0.00e+00 
6.099e+14   92      0        0  1.02e+10  0.00e+00  0.00e+00  1.58e+44  1.00e-14  5.13e+09  1.29e+05  1.30e+05  2.76e+02 -7.10e+02  1.54e+05  1.54e+05  7.73e-03  5.42e+40  5.42e+40  5.42e+40  3.72e+06  1.09e+05  2.35e+06  6.99e-01  0.00e+00  0.00e+00 
6.402e+14   93      0        0  1.01e+10  0.00e+00  0.00e+00  1.83e+44  9.20e-15  4.71e+09  1.27e+05  1.27e+05  1.51e+02 -5.21e+02  1.53e+05  1.53e+05  6.15e-03  4.50e+40  4.50e+40  4.50e+40  3.46e+06  9.24e+04  2.17e+06  6.99e-01  0.00e+00  0.00e+00 
6.721e+14   94     -1        0  1.01e+10  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
7.055e+14   95     -1        0  9.97e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
