        r      rcen    i inwind converge       v_x       v_y       v_z       vol       rho        ne       t_e       t_r        h1       he2        c4        n5        o6  dmo_dt_x  dmo_dt_y  dmo_dt_z        ip      ntot      nrad    nioniz 
3.875e+13 3.981e+13   10      0        0  2.00e+08  0.00e+00  0.00e+00  4.25e+40  1.22e-11  6.26e+12  1.34e+05  1.28e+05  8.28e-09  1.34e-08  0.00e+00  0.00e+00  1.58e-02 -2.47e+33 -3.20e+31 -1.56e+33  1.17e+04  4.21e+07  0.00e+00  4.07e+07 
4.088e+13 4.201e+13   11      0        0  1.88e+08  0.00e+00  0.00e+00  4.99e+40  1.22e-11  6.22e+12  1.31e+05  1.25e+05  8.74e-09  1.45e-08  0.00e+00  0.00e+00  2.48e-02 -2.52e+33 -3.50e+30 -1.52e+33  1.04e+04  4.26e+07  0.00e+00  4.10e+07 
4.313e+13 4.432e+13   12      0        0  1.77e+08  0.00e+00  0.00e+00  5.86e+40  1.20e-11  6.17e+12  1.28e+05  1.23e+05  9.08e-09  1.57e-08  0.00e+00  0.00e+00  5.01e-02 -2.75e+33 -1.58e+31 -1.78e+33  9.21e+03  4.28e+07  0.00e+00  4.11e+07 
4.551e+13 4.676e+13   13      0        0  1.66e+08  0.00e+00  0.00e+00  6.88e+40  1.19e-11  6.08e+12  1.22e+05  1.21e+05  1.00e-08  1.80e-08  0.00e+00  0.00e+00  1.60e-01 -2.80e+33 -1.06e+31 -1.70e+33  8.09e+03  4.26e+07  0.00e+00  4.08e+07 
4.801e+13 4.933e+13   14      0        0  1.58e+08  0.00e+00  0.00e+00  8.08e+40  1.16e-11  5.93e+12  1.18e+05  1.19e+05  1.01e-08  2.11e-08  0.00e+00  0.00e+00  3.92e-01 -2.89e+33 -3.55e+30 -1.86e+33  7.10e+03  4.21e+07  0.00e+00  4.01e+07 
5.065e+13 5.205e+13   15      0        0  1.53e+08  0.00e+00  0.00e+00  9.49e+40  1.13e-11  5.76e+12  1.13e+05  1.16e+05  1.17e-08  2.42e-08  0.00e+00  0.00e+00  5.32e-01 -2.95e+33 -3.81e+31 -1.76e+33  6.21e+03  4.14e+07  0.00e+00  3.92e+07 
5.344e+13 5.491e+13   16      0        0  1.55e+08  0.00e+00  0.00e+00  1.11e+41  1.09e-11  5.57e+12  1.03e+05  1.14e+05  1.33e-08  2.86e-08  0.00e+00  0.00e+00  6.46e-01 -2.75e+33  4.65e+30 -1.77e+33  5.40e+03  4.03e+07  0.00e+00  3.79e+07 
5.638e+13 5.793e+13   17      0        0  1.62e+08  0.00e+00  0.00e+00  1.31e+41  1.05e-11  5.37e+12  9.77e+04  1.11e+05  1.46e-08  3.41e-08  0.00e+00  0.00e+00  7.33e-01 -2.63e+33  2.90e+31 -1.69e+33  4.68e+03  3.90e+07  0.00e+00  3.64e+07 
5.949e+13 6.112e+13   18      0        0  1.73e+08  0.00e+00  0.00e+00  1.54e+41  9.99e-12  5.12e+12  9.60e+04  1.08e+05  1.47e-08  3.83e-08  0.00e+00  0.00e+00  7.99e-01 -2.40e+33 -1.58e+31 -1.57e+33  4.10e+03  3.77e+07  0.00e+00  3.49e+07 
6.276e+13 6.449e+13   19      0        0  1.88e+08  0.00e+00  0.00e+00  1.81e+41  9.41e-12  4.81e+12  8.88e+04  1.04e+05  1.59e-08  4.58e-08  0.00e+00  0.00e+00  8.36e-01 -2.20e+33 -1.02e+31 -1.41e+33  3.64e+03  3.64e+07  0.00e+00  3.33e+07 
6.621e+13 6.804e+13   20      0        0  2.04e+08  0.00e+00  0.00e+00  2.12e+41  8.72e-12  4.46e+12  8.51e+04  1.00e+05  1.56e-08  5.42e-08  0.00e+00  0.00e+00  8.86e-01 -1.82e+33  1.40e+31 -1.17e+33  3.29e+03  3.51e+07  0.00e+00  3.17e+07 
6.986e+13 7.178e+13   21      0        0  2.14e+08  0.00e+00  0.00e+00  2.49e+41  8.01e-12  4.10e+12  8.14e+04  9.67e+04  1.56e-08  6.39e-08  0.00e+00  0.00e+00  9.13e-01 -1.73e+33 -5.96e+30 -1.06e+33  3.02e+03  3.38e+07  0.00e+00  3.02e+07 
7.370e+13 7.573e+13   22      0        0  2.27e+08  0.00e+00  0.00e+00  2.92e+41  7.23e-12  3.70e+12  7.80e+04  9.30e+04  1.52e-08  7.57e-08  0.00e+00  0.00e+00  9.34e-01 -1.54e+33  1.51e+31 -9.77e+32  2.83e+03  3.27e+07  0.00e+00  2.87e+07 
7.776e+13 7.990e+13   23      0        0  2.37e+08  0.00e+00  0.00e+00  3.43e+41  6.47e-12  3.31e+12  7.50e+04  8.95e+04  1.54e-08  9.02e-08  0.00e+00  0.00e+00  9.47e-01 -1.31e+33  4.74e+30 -8.00e+32  2.70e+03  3.17e+07  0.00e+00  2.74e+07 
8.204e+13 8.430e+13   24      0        0  2.41e+08  0.00e+00  0.00e+00  4.03e+41  5.74e-12  2.94e+12  7.24e+04  8.62e+04  1.46e-08  1.06e-07  0.00e+00  0.00e+00  9.51e-01 -1.22e+33  1.07e+31 -7.50e+32  2.62e+03  3.10e+07  0.00e+00  2.63e+07 
8.656e+13 8.894e+13   25      0        0  2.46e+08  0.00e+00  0.00e+00  4.74e+41  5.08e-12  2.60e+12  6.97e+04  8.31e+04  1.38e-08  1.29e-07  0.00e+00  0.00e+00  9.45e-01 -1.01e+33  1.80e+30 -7.11e+32  2.56e+03  3.04e+07  0.00e+00  2.53e+07 
9.132e+13 9.383e+13   26      0        0  2.42e+08  0.00e+00  0.00e+00  5.56e+41  4.53e-12  2.32e+12  6.75e+04  8.05e+04  1.32e-08  1.49e-07  0.00e+00  0.00e+00  9.33e-01 -9.71e+32 -5.30e+30 -6.17e+32  2.51e+03  2.99e+07  0.00e+00  2.45e+07 
9.635e+13 9.900e+13   27      0        0  2.40e+08  0.00e+00  0.00e+00  6.53e+41  4.01e-12  2.05e+12  6.53e+04  7.84e+04  1.25e-08  1.69e-07  0.00e+00  0.00e+00  9.16e-01 -8.56e+32 -2.92e+30 -5.48e+32  2.50e+03  2.95e+07  0.00e+00  2.38e+07 
1.017e+14 1.044e+14   28      0        0  2.34e+08  0.00e+00  0.00e+00  7.67e+41  3.59e-12  1.84e+12  6.35e+04  7.66e+04  1.17e-08  1.86e-07  0.00e+00  0.00e+00  9.01e-01 -7.78e+32  5.82e+30 -5.17e+32  2.47e+03  2.93e+07  0.00e+00  2.32e+07 
1.072e+14 1.102e+14   29      0        0  2.19e+08  0.00e+00  0.00e+00  9.01e+41  3.21e-12  1.64e+12  6.19e+04  7.51e+04  1.06e-08  1.99e-07  0.00e+00  0.00e+00  8.86e-01 -7.15e+32  4.44e+30 -4.75e+32  2.46e+03  2.92e+07  0.00e+00  2.28e+07 
1.131e+14 1.163e+14   30      0        0  2.04e+08  0.00e+00  0.00e+00  1.06e+42  2.89e-12  1.48e+12  6.04e+04  7.37e+04  9.68e-09  2.32e-07  0.00e+00  0.00e+00  8.61e-01 -7.68e+32  3.17e+30 -5.37e+32  2.45e+03  2.92e+07  0.00e+00  2.24e+07 
1.194e+14 1.227e+14   31      0        0  1.82e+08  0.00e+00  0.00e+00  1.24e+42  2.62e-12  1.34e+12  5.87e+04  7.23e+04  9.09e-09  2.83e-07  0.00e+00  0.00e+00  8.18e-01 -6.54e+32  1.08e+30 -4.22e+32  2.41e+03  2.91e+07  0.00e+00  2.20e+07 
1.259e+14 1.294e+14   32      0        0  1.58e+08  0.00e+00  0.00e+00  1.46e+42  2.39e-12  1.22e+12  5.71e+04  7.10e+04  8.61e-09  3.44e-07  0.00e+00  0.00e+00  7.66e-01 -6.71e+32  1.40e+31 -4.66e+32  2.36e+03  2.90e+07  0.00e+00  2.16e+07 
1.329e+14 1.365e+14   33      0        0  1.37e+08  0.00e+00  0.00e+00  1.71e+42  2.19e-12  1.12e+12  5.53e+04  6.97e+04  8.26e-09  4.23e-07  0.00e+00  0.00e+00  7.14e-01 -7.57e+32  8.31e+30 -4.65e+32  2.30e+03  2.90e+07  0.00e+00  2.12e+07 
1.402e+14 1.441e+14   34      0        0  1.15e+08  0.00e+00  0.00e+00  2.01e+42  2.01e-12  1.03e+12  5.37e+04  6.85e+04  7.88e-09  5.05e-07  0.00e+00  0.00e+00  6.70e-01 -7.87e+32 -9.47e+29 -5.07e+32  2.24e+03  2.89e+07  0.00e+00  2.08e+07 
1.479e+14 1.520e+14   35      0        0  9.73e+07  0.00e+00  0.00e+00  2.36e+42  1.85e-12  9.48e+11  5.20e+04  6.73e+04  7.73e-09  5.99e-07  0.00e+00  0.00e+00  6.33e-01 -8.04e+32  7.53e+30 -5.24e+32  2.16e+03  2.88e+07  0.00e+00  2.04e+07 
1.561e+14 1.603e+14   36      0        0  8.04e+07  0.00e+00  0.00e+00  2.78e+42  1.72e-12  8.81e+11  5.06e+04  6.61e+04  7.50e-09  7.00e-07  0.00e+00  0.00e+00  6.05e-01 -8.06e+32  1.69e+31 -4.85e+32  2.06e+03  2.87e+07  0.00e+00  2.00e+07 
1.646e+14 1.692e+14   37      0        0  6.73e+07  0.00e+00  0.00e+00  3.26e+42  1.60e-12  8.20e+11  4.91e+04  6.48e+04  7.37e-09  8.14e-07  0.00e+00  0.00e+00  5.85e-01 -7.55e+32  1.67e+31 -4.84e+32  1.96e+03  2.86e+07  0.00e+00  1.95e+07 
1.737e+14 1.785e+14   38      0        0  5.59e+07  0.00e+00  0.00e+00  3.83e+42  1.50e-12  7.68e+11  4.76e+04  6.35e+04  7.30e-09  9.48e-07  0.00e+00  0.00e+00  5.70e-01 -8.54e+32  3.34e+30 -5.51e+32  1.84e+03  2.85e+07  0.00e+00  1.90e+07 
1.833e+14 1.883e+14   39      0        0  4.49e+07  0.00e+00  0.00e+00  4.50e+42  1.41e-12  7.21e+11  4.61e+04  6.22e+04  7.31e-09  1.09e-06  0.00e+00  0.00e+00  5.61e-01 -7.80e+32  1.49e+31 -4.73e+32  1.73e+03  2.83e+07  0.00e+00  1.84e+07 
1.934e+14 1.987e+14   40      0        0  3.65e+07  0.00e+00  0.00e+00  5.28e+42  1.33e-12  6.81e+11  4.47e+04  6.08e+04  7.31e-09  1.23e-06  0.00e+00  0.00e+00  5.54e-01 -7.93e+32 -6.72e+29 -5.00e+32  1.61e+03  2.82e+07  0.00e+00  1.79e+07 
2.040e+14 2.096e+14   41      0        0  2.78e+07  0.00e+00  0.00e+00  6.20e+42  1.27e-12  6.48e+11  4.33e+04  5.95e+04  7.48e-09  1.36e-06  0.00e+00  0.00e+00  5.57e-01 -7.81e+32 -2.18e+31 -5.25e+32  1.48e+03  2.79e+07  0.00e+00  1.73e+07 
2.152e+14 2.211e+14   42      0        0  2.12e+07  0.00e+00  0.00e+00  7.28e+42  1.20e-12  6.16e+11  4.17e+04  5.82e+04  7.68e-09  1.50e-06  0.00e+00  0.00e+00  5.64e-01 -7.76e+32 -1.76e+31 -5.29e+32  1.35e+03  2.76e+07  0.00e+00  1.67e+07 
2.271e+14 2.333e+14   43      0        0  1.69e+07  0.00e+00  0.00e+00  8.55e+42  1.14e-12  5.85e+11  4.04e+04  5.68e+04  7.81e-09  1.65e-06  0.00e+00  0.00e+00  5.70e-01 -7.87e+32  7.21e+30 -5.08e+32  1.23e+03  2.72e+07  0.00e+00  1.59e+07 
2.396e+14 2.462e+14   44      0        0  1.15e+07  0.00e+00  0.00e+00  1.00e+43  1.09e-12  5.55e+11  3.89e+04  5.53e+04  8.08e-09  1.74e-06  0.00e+00  0.00e+00  5.82e-01 -8.43e+32 -1.04e+31 -5.28e+32  1.11e+03  2.67e+07  0.00e+00  1.52e+07 
2.528e+14 2.597e+14   45      0        0  8.38e+06  0.00e+00  0.00e+00  1.18e+43  1.04e-12  5.30e+11  3.73e+04  5.38e+04  8.40e-09  1.83e-06  0.00e+00  0.00e+00  6.04e-01 -8.21e+32  6.90e+29 -5.15e+32  9.88e+02  2.62e+07  0.00e+00  1.43e+07 
2.667e+14 2.740e+14   46      0        1  5.85e+06  0.00e+00  0.00e+00  1.39e+43  9.88e-13  5.05e+11  3.18e+04  5.21e+04  1.03e-08  2.06e-06  0.00e+00  0.00e+00  6.49e-01 -8.75e+32 -5.64e+30 -5.25e+32  8.72e+02  2.55e+07  0.00e+00  1.34e+07 
2.813e+14 2.891e+14   47      0        0  4.65e+06  0.00e+00  0.00e+00  1.63e+43  9.44e-13  4.83e+11  3.46e+04  5.01e+04  9.19e-09  2.12e-06  0.00e+00  0.00e+00  6.05e-01 -8.69e+32  3.97e+30 -5.90e+32  7.56e+02  2.48e+07  0.00e+00  1.24e+07 
2.968e+14 3.050e+14   48      0        0  4.74e+06  0.00e+00  0.00e+00  1.91e+43  9.12e-13  4.67e+11  3.32e+04  4.78e+04  9.77e-09  2.60e-06  0.00e+00  0.00e+00  5.52e-01 -9.09e+32 -5.11e+30 -5.71e+32  6.33e+02  2.39e+07  0.00e+00  1.12e+07 
3.132e+14 3.218e+14   49      0        0  4.62e+06  0.00e+00  0.00e+00  2.24e+43  8.74e-13  4.47e+11  3.22e+04  4.52e+04  1.03e-08  3.58e-06  0.00e+00  0.00e+00  4.39e-01 -9.12e+32  2.13e+31 -5.61e+32  5.17e+02  2.28e+07  0.00e+00  9.86e+06 
3.304e+14 3.395e+14   50      0        0  7.92e+06  0.00e+00  0.00e+00  2.63e+43  8.56e-13  4.38e+11  3.13e+04  4.22e+04  1.12e-08  7.06e-06  0.00e+00  0.00e+00  2.08e-01 -9.29e+32  3.18e+30 -5.86e+32  3.94e+02  2.16e+07  0.00e+00  8.40e+06 
3.486e+14 3.582e+14   51      0        0  2.47e+07  0.00e+00  0.00e+00  3.09e+43  8.49e-13  4.34e+11  3.01e+04  3.90e+04  1.29e-08  2.80e-05  0.00e+00  0.00e+00  4.30e-02 -9.42e+32  6.22e+30 -5.80e+32  2.79e+02  2.00e+07  0.00e+00  6.88e+06 
3.678e+14 3.779e+14   52      0        0  6.61e+07  0.00e+00  0.00e+00  3.63e+43  8.08e-13  4.13e+11  2.85e+04  3.59e+04  1.57e-08  1.10e-04  0.00e+00  0.00e+00  1.26e-19 -8.25e+32  7.07e+30 -5.36e+32  1.98e+02  1.84e+07  0.00e+00  5.49e+06 
3.880e+14 3.987e+14   53      0        0  1.45e+08  0.00e+00  0.00e+00  4.27e+43  7.96e-13  4.07e+11  2.68e+04  3.31e+04  1.94e-08  2.61e-04  0.00e+00  0.00e+00  1.00e-20 -7.52e+32  1.11e+28 -4.76e+32  1.35e+02  1.67e+07  0.00e+00  4.34e+06 
4.094e+14 4.206e+14   54      0        0  2.27e+08  0.00e+00  0.00e+00  5.01e+43  7.74e-13  3.96e+11  2.46e+04  3.06e+04  2.28e-08  5.05e-04  0.00e+00  0.00e+00  1.00e-20 -7.44e+32  3.04e+30 -4.76e+32  8.99e+01  1.50e+07  0.00e+00  3.33e+06 
4.319e+14 4.438e+14   55      0        0  2.78e+08  0.00e+00  0.00e+00  5.89e+43  7.49e-13  3.83e+11  2.30e+04  2.82e+04  3.36e-08  1.70e-03  0.00e+00  0.00e+00  1.00e-20 -6.30e+32  4.46e+29 -3.96e+32  5.50e+01  1.30e+07  0.00e+00  2.56e+06 
4.557e+14 4.682e+14   56      0        0  4.11e+08  0.00e+00  0.00e+00  6.91e+43  7.22e-13  3.69e+11  2.09e+04  2.64e+04  4.85e-08  6.03e-03  0.00e+00  0.00e+00  1.00e-20 -5.97e+32 -5.83e+30 -3.53e+32  3.33e+01  1.09e+07  0.00e+00  1.88e+06 
4.808e+14 4.940e+14   57      0        0  4.78e+08  0.00e+00  0.00e+00  8.12e+43  6.76e-13  3.44e+11  1.92e+04  2.43e+04  7.71e-08  5.53e-02  0.00e+00  0.00e+00  1.00e-20 -5.82e+32 -2.04e+29 -3.55e+32  1.80e+01  8.54e+06  0.00e+00  1.33e+06 
5.072e+14 5.212e+14   58      0        0  5.63e+08  0.00e+00  0.00e+00  9.53e+43  5.59e-13  2.75e+11  1.76e+04  2.14e+04  1.30e-07  4.66e-01  0.00e+00  0.00e+00  1.00e-20 -4.82e+32  8.55e+30 -3.09e+32  8.93e+00  6.06e+06  0.00e+00  8.04e+05 
5.351e+14 5.499e+14   59      0        0  6.82e+08  0.00e+00  0.00e+00  1.12e+44  3.78e-13  1.80e+11  1.46e+04  1.98e+04  2.18e-07  8.04e-01  0.00e+00  0.00e+00  1.00e-20 -3.27e+32  2.27e+30 -2.12e+32  5.04e+00  3.94e+06  0.00e+00  3.83e+05 
5.646e+14 5.801e+14   60      0        0  6.91e+08  0.00e+00  0.00e+00  1.32e+44  2.23e-13  1.05e+11  1.24e+04  1.87e+04  4.60e-07  9.92e-01  0.00e+00  0.00e+00  1.00e-20 -2.12e+32  3.01e+30 -1.37e+32  2.37e+00  2.44e+06  0.00e+00  1.77e+05 
5.957e+14 6.121e+14   61      0        0  8.37e+08  0.00e+00  0.00e+00  1.54e+44  1.20e-13  5.62e+10  1.07e+04  1.81e+04  8.73e-07  9.99e-01  0.00e+00  0.00e+00  1.00e-20 -1.19e+32  2.69e+30 -8.44e+31  1.32e+00  1.52e+06  0.00e+00  6.87e+04 
6.285e+14 6.458e+14   62      0        0  9.09e+08  0.00e+00  0.00e+00  1.81e+44  6.37e-14  2.98e+10  1.00e+04  1.78e+04  1.68e-06  9.99e-01  0.00e+00  0.00e+00  1.00e-20 -6.85e+31  4.13e+29 -4.65e+31  7.10e-01  9.91e+05  0.00e+00  2.72e+04 
6.631e+14 6.813e+14   63      0        0  9.80e+08  0.00e+00  0.00e+00  2.13e+44  3.27e-14  1.53e+10  9.96e+03  1.76e+04  3.08e-06  9.98e-01  0.00e+00  0.00e+00  1.00e-20 -3.76e+31  9.58e+29 -2.10e+31  3.75e-01  6.94e+05  0.00e+00  1.07e+04 
6.996e+14 7.188e+14   64      0        0  1.12e+09  0.00e+00  0.00e+00  2.50e+44  1.73e-14  8.08e+09  9.53e+03  1.74e+04  5.51e-06  9.93e-01  0.00e+00  0.00e+00  1.00e-20 -2.15e+31 -1.00e+30 -1.35e+31  2.12e-01  5.24e+05  0.00e+00  3.72e+03 
7.381e+14 7.584e+14   65     -1        0  1.24e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
7.787e+14 7.826e+14   66     -1        0  1.24e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
