        r      rcen    i inwind converge       v_x       v_y       v_z       vol       rho        ne       t_e       t_r        h1       he2        c4        n5        o6  dmo_dt_x  dmo_dt_y  dmo_dt_z        ip      ntot      nrad    nioniz 
6.861e+13 7.032e+13   21      0        0  2.53e+08  0.00e+00  0.00e+00  2.12e+41  8.00e-12  4.10e+12  4.97e+05  1.16e+05  8.71e-11  1.89e-10  0.00e+00  0.00e+00  2.42e-06 -4.00e+35  1.03e+33 -2.46e+35  6.91e+05  1.47e+07  0.00e+00  1.42e+07 
7.203e+13 7.382e+13   22      0        0  2.67e+08  0.00e+00  0.00e+00  2.45e+41  7.20e-12  3.69e+12  4.63e+05  1.12e+05  9.92e-11  1.40e-10  0.00e+00  0.00e+00  3.63e-06 -3.33e+35  2.97e+33 -2.13e+35  6.64e+05  1.42e+07  0.00e+00  1.36e+07 
7.561e+13 7.749e+13   23      0        0  2.80e+08  0.00e+00  0.00e+00  2.84e+41  6.48e-12  3.32e+12  4.32e+05  1.08e+05  8.73e-11  1.35e-10  0.00e+00  0.00e+00  5.11e-06 -3.01e+35  2.10e+33 -1.86e+35  6.40e+05  1.37e+07  0.00e+00  1.31e+07 
7.937e+13 8.134e+13   24      0        0  2.90e+08  0.00e+00  0.00e+00  3.28e+41  5.78e-12  2.96e+12  4.03e+05  1.05e+05  9.56e-11  2.27e-10  0.00e+00  0.00e+00  7.33e-06 -2.30e+35 -1.11e+33 -1.58e+35  6.26e+05  1.33e+07  0.00e+00  1.26e+07 
8.332e+13 8.539e+13   25      0        0  2.97e+08  0.00e+00  0.00e+00  3.80e+41  5.08e-12  2.60e+12  3.77e+05  1.03e+05  1.21e-10  1.93e-10  0.00e+00  0.00e+00  9.32e-06 -2.28e+35 -1.82e+33 -1.53e+35  6.25e+05  1.30e+07  0.00e+00  1.23e+07 
8.746e+13 8.964e+13   26      0        0  3.00e+08  0.00e+00  0.00e+00  4.39e+41  4.51e-12  2.31e+12  3.53e+05  1.01e+05  1.26e-10  2.22e-10  0.00e+00  0.00e+00  1.24e-05 -2.09e+35  1.47e+33 -1.39e+35  6.23e+05  1.28e+07  0.00e+00  1.20e+07 
9.181e+13 9.410e+13   27      0        0  3.01e+08  0.00e+00  0.00e+00  5.08e+41  4.06e-12  2.08e+12  3.30e+05  9.97e+04  1.05e-10  2.01e-10  0.00e+00  0.00e+00  1.74e-05 -2.01e+35 -7.58e+33 -1.16e+35  6.18e+05  1.26e+07  0.00e+00  1.19e+07 
9.638e+13 9.878e+13   28      0        0  2.97e+08  0.00e+00  0.00e+00  5.88e+41  3.62e-12  1.85e+12  3.09e+05  9.87e+04  1.23e-10  2.05e-10  0.00e+00  0.00e+00  2.58e-05 -1.95e+35  2.07e+33 -1.16e+35  6.20e+05  1.25e+07  0.00e+00  1.18e+07 
1.012e+14 1.037e+14   29      0        0  2.89e+08  0.00e+00  0.00e+00  6.80e+41  3.25e-12  1.67e+12  2.90e+05  9.80e+04  1.50e-10  2.19e-10  0.00e+00  0.00e+00  3.52e-05 -1.75e+35  6.00e+33 -1.09e+35  6.20e+05  1.24e+07  0.00e+00  1.17e+07 
1.062e+14 1.089e+14   30      0        0  2.81e+08  0.00e+00  0.00e+00  7.87e+41  2.95e-12  1.51e+12  2.73e+05  9.76e+04  1.28e-10  2.48e-10  0.00e+00  0.00e+00  4.41e-05 -1.51e+35 -8.67e+33 -9.75e+34  6.17e+05  1.24e+07  0.00e+00  1.17e+07 
1.115e+14 1.143e+14   31      0        0  2.68e+08  0.00e+00  0.00e+00  9.10e+41  2.69e-12  1.38e+12  2.57e+05  9.74e+04  1.39e-10  1.88e-10  0.00e+00  0.00e+00  6.13e-05 -1.48e+35  3.43e+33 -7.22e+34  6.13e+05  1.24e+07  0.00e+00  1.17e+07 
1.170e+14 1.200e+14   32      0        0  2.55e+08  0.00e+00  0.00e+00  1.05e+42  2.45e-12  1.26e+12  2.43e+05  9.75e+04  1.25e-10  1.36e-10  0.00e+00  0.00e+00  8.64e-05 -1.55e+35 -2.89e+33 -1.02e+35  6.10e+05  1.24e+07  0.00e+00  1.17e+07 
1.229e+14 1.259e+14   33      0        0  2.41e+08  0.00e+00  0.00e+00  1.22e+42  2.25e-12  1.15e+12  2.29e+05  9.76e+04  1.28e-10  2.25e-10  0.00e+00  0.00e+00  1.31e-04 -1.59e+35  6.92e+33 -1.11e+35  6.06e+05  1.25e+07  0.00e+00  1.18e+07 
1.290e+14 1.322e+14   34      0        0  2.23e+08  0.00e+00  0.00e+00  1.41e+42  2.08e-12  1.07e+12  2.17e+05  9.79e+04  1.24e-10  2.42e-10  0.00e+00  0.00e+00  2.02e-04 -1.33e+35 -4.67e+33 -6.79e+34  5.96e+05  1.26e+07  0.00e+00  1.19e+07 
1.354e+14 1.388e+14   35      0        0  2.01e+08  0.00e+00  0.00e+00  1.63e+42  1.94e-12  9.93e+11  2.06e+05  9.82e+04  1.48e-10  1.87e-10  0.00e+00  0.00e+00  3.00e-04 -1.37e+35  7.83e+33 -8.34e+34  5.83e+05  1.26e+07  0.00e+00  1.19e+07 
1.421e+14 1.457e+14   36      0        0  1.81e+08  0.00e+00  0.00e+00  1.89e+42  1.80e-12  9.20e+11  1.96e+05  9.84e+04  1.58e-10  2.80e-10  0.00e+00  0.00e+00  4.95e-04 -1.49e+35 -2.31e+33 -9.00e+34  5.73e+05  1.27e+07  0.00e+00  1.20e+07 
1.492e+14 1.529e+14   37      0        0  1.61e+08  0.00e+00  0.00e+00  2.18e+42  1.68e-12  8.61e+11  1.88e+05  9.87e+04  1.49e-10  1.60e-10  0.00e+00  0.00e+00  7.50e-04 -1.42e+35 -1.52e+32 -7.44e+34  5.57e+05  1.28e+07  0.00e+00  1.21e+07 
1.566e+14 1.605e+14   38      0        0  1.43e+08  0.00e+00  0.00e+00  2.52e+42  1.59e-12  8.13e+11  1.80e+05  9.89e+04  1.86e-10  3.25e-10  0.00e+00  0.00e+00  1.43e-03 -1.38e+35 -4.84e+33 -9.01e+34  5.38e+05  1.28e+07  0.00e+00  1.21e+07 
1.644e+14 1.685e+14   39      0        0  1.26e+08  0.00e+00  0.00e+00  2.92e+42  1.50e-12  7.66e+11  1.72e+05  9.91e+04  1.66e-10  3.61e-10  0.00e+00  0.00e+00  2.04e-03 -1.55e+35 -2.22e+33 -9.40e+34  5.19e+05  1.29e+07  0.00e+00  1.22e+07 
1.726e+14 1.769e+14   40      0        0  1.12e+08  0.00e+00  0.00e+00  3.38e+42  1.41e-12  7.21e+11  1.67e+05  9.92e+04  1.61e-10  3.47e-10  0.00e+00  0.00e+00  5.05e-03 -1.62e+35  8.69e+33 -1.14e+35  4.99e+05  1.29e+07  0.00e+00  1.22e+07 
1.812e+14 1.857e+14   41      0        0  9.52e+07  0.00e+00  0.00e+00  3.91e+42  1.34e-12  6.88e+11  1.60e+05  9.93e+04  1.65e-10  3.67e-10  0.00e+00  0.00e+00  4.10e-03 -1.34e+35  4.26e+32 -1.05e+35  4.74e+05  1.29e+07  0.00e+00  1.22e+07 
1.902e+14 1.949e+14   42      0        0  8.19e+07  0.00e+00  0.00e+00  4.52e+42  1.29e-12  6.59e+11  1.54e+05  9.92e+04  1.88e-10  3.87e-10  0.00e+00  0.00e+00  3.21e-03 -1.50e+35  2.32e+33 -1.07e+35  4.48e+05  1.29e+07  0.00e+00  1.21e+07 
1.997e+14 2.046e+14   43      0        0  6.90e+07  0.00e+00  0.00e+00  5.23e+42  1.23e-12  6.29e+11  1.49e+05  9.92e+04  2.11e-10  4.18e-10  0.00e+00  0.00e+00  6.27e-03 -1.62e+35  1.75e+32 -9.77e+34  4.23e+05  1.29e+07  0.00e+00  1.21e+07 
2.096e+14 2.148e+14   44      0        0  5.78e+07  0.00e+00  0.00e+00  6.05e+42  1.18e-12  6.03e+11  1.44e+05  9.90e+04  8.74e-11  4.94e-10  0.00e+00  0.00e+00  9.95e-03 -1.85e+35  5.51e+33 -1.20e+35  3.96e+05  1.28e+07  0.00e+00  1.20e+07 
2.200e+14 2.255e+14   45      0        0  4.71e+07  0.00e+00  0.00e+00  7.00e+42  1.13e-12  5.79e+11  1.40e+05  9.88e+04  2.84e-10  5.15e-10  0.00e+00  0.00e+00  1.01e-02 -1.83e+35  6.83e+33 -1.13e+35  3.69e+05  1.27e+07  0.00e+00  1.19e+07 
2.310e+14 2.367e+14   46      0        0  3.75e+07  0.00e+00  0.00e+00  8.09e+42  1.09e-12  5.59e+11  1.35e+05  9.84e+04  1.44e-10  5.68e-10  0.00e+00  0.00e+00  1.46e-02 -1.96e+35  1.90e+33 -1.23e+35  3.41e+05  1.25e+07  0.00e+00  1.17e+07 
2.425e+14 2.485e+14   47      0        0  3.33e+07  0.00e+00  0.00e+00  9.36e+42  1.04e-12  5.31e+11  1.32e+05  9.78e+04  2.99e-10  5.48e-10  0.00e+00  0.00e+00  3.47e-01 -1.95e+35 -6.84e+32 -1.22e+35  3.19e+05  1.23e+07  0.00e+00  1.15e+07 
2.545e+14 2.608e+14   48      0        0  2.88e+07  0.00e+00  0.00e+00  1.08e+43  9.95e-13  5.09e+11  1.29e+05  9.72e+04  3.00e-10  5.62e-10  0.00e+00  0.00e+00  4.72e-01 -1.93e+35 -1.17e+33 -1.25e+35  2.94e+05  1.21e+07  0.00e+00  1.12e+07 
2.672e+14 2.738e+14   49      0        0  2.20e+07  0.00e+00  0.00e+00  1.25e+43  9.62e-13  4.92e+11  1.23e+05  9.64e+04  2.95e-10  6.62e-10  0.00e+00  0.00e+00  3.89e-01 -1.64e+35 -1.46e+33 -1.08e+35  2.67e+05  1.18e+07  0.00e+00  1.09e+07 
2.805e+14 2.874e+14   50      0        0  2.00e+07  0.00e+00  0.00e+00  1.45e+43  9.24e-13  4.73e+11  1.19e+05  9.55e+04  4.02e-10  6.68e-10  0.00e+00  0.00e+00  4.07e-01 -1.98e+35  4.60e+33 -1.25e+35  2.42e+05  1.15e+07  0.00e+00  1.06e+07 
2.944e+14 3.017e+14   51      0        0  1.77e+07  0.00e+00  0.00e+00  1.68e+43  8.93e-13  4.57e+11  1.17e+05  9.42e+04  3.77e-10  7.64e-10  0.00e+00  0.00e+00  4.86e-01 -1.86e+35 -6.27e+33 -1.12e+35  2.17e+05  1.11e+07  0.00e+00  1.02e+07 
3.091e+14 3.168e+14   52      0        0  1.52e+07  0.00e+00  0.00e+00  1.94e+43  8.64e-13  4.42e+11  1.18e+05  9.27e+04  4.11e-10  8.82e-10  0.00e+00  0.00e+00  4.21e-01 -1.99e+35  4.44e+33 -1.36e+35  1.92e+05  1.07e+07  0.00e+00  9.65e+06 
3.244e+14 3.325e+14   53      0        0  1.93e+07  0.00e+00  0.00e+00  2.24e+43  8.38e-13  4.29e+11  1.24e+05  9.07e+04  4.17e-10  1.03e-09  0.00e+00  0.00e+00  3.31e-01 -1.73e+35 -1.18e+33 -1.13e+35  1.68e+05  1.02e+07  0.00e+00  9.09e+06 
3.406e+14 3.491e+14   54      0        0  3.61e+07  0.00e+00  0.00e+00  2.59e+43  8.34e-13  4.27e+11  1.27e+05  8.83e+04  4.20e-10  1.46e-09  0.00e+00  0.00e+00  2.21e-01 -2.01e+35 -2.23e+33 -1.30e+35  1.41e+05  9.58e+06  0.00e+00  8.47e+06 
3.575e+14 3.664e+14   55      0        0  7.79e+07  0.00e+00  0.00e+00  3.00e+43  8.09e-13  4.14e+11  1.29e+05  8.56e+04  3.83e-10  1.81e-09  0.00e+00  0.00e+00  1.41e-01 -1.74e+35 -5.08e+33 -1.15e+35  1.20e+05  8.96e+06  0.00e+00  7.80e+06 
3.753e+14 3.847e+14   56      0        0  1.40e+08  0.00e+00  0.00e+00  3.47e+43  7.87e-13  4.02e+11  1.25e+05  8.30e+04  4.27e-10  2.34e-09  0.00e+00  0.00e+00  9.79e-02 -1.68e+35 -1.55e+33 -1.00e+35  1.01e+05  8.31e+06  0.00e+00  7.13e+06 
3.940e+14 4.038e+14   57      0        0  2.25e+08  0.00e+00  0.00e+00  4.02e+43  7.76e-13  3.97e+11  1.19e+05  8.04e+04  4.50e-10  3.68e-09  0.00e+00  0.00e+00  7.38e-01 -1.66e+35  3.14e+33 -1.04e+35  8.26e+04  7.64e+06  0.00e+00  6.44e+06 
4.136e+14 4.239e+14   58      0        0  2.73e+08  0.00e+00  0.00e+00  4.65e+43  7.55e-13  3.86e+11  1.13e+05  7.79e+04  5.36e-10  5.78e-09  0.00e+00  0.00e+00  7.75e-01 -1.53e+35  8.65e+32 -9.88e+34  6.77e+04  6.91e+06  0.00e+00  5.73e+06 
4.342e+14 4.450e+14   59      0        0  3.60e+08  0.00e+00  0.00e+00  5.38e+43  7.41e-13  3.79e+11  1.05e+05  7.54e+04  5.99e-10  1.08e-08  0.00e+00  0.00e+00  7.86e-01 -1.25e+35 -5.98e+33 -7.94e+34  5.37e+04  6.13e+06  0.00e+00  5.00e+06 
4.558e+14 4.671e+14   60      0        0  4.63e+08  0.00e+00  0.00e+00  6.22e+43  7.22e-13  3.69e+11  1.01e+05  7.34e+04  7.12e-10  2.61e-08  0.00e+00  0.00e+00  7.64e-01 -1.12e+35  9.86e+32 -7.39e+34  4.18e+04  5.28e+06  0.00e+00  4.24e+06 
4.784e+14 4.903e+14   61      0        0  5.08e+08  0.00e+00  0.00e+00  7.19e+43  6.90e-13  3.53e+11  8.77e+04  7.15e+04  1.02e-09  6.25e-08  0.00e+00  0.00e+00  6.94e-01 -1.20e+35 -2.17e+32 -7.21e+34  3.14e+04  4.30e+06  0.00e+00  3.40e+06 
5.022e+14 5.147e+14   62      0        0  6.07e+08  0.00e+00  0.00e+00  8.32e+43  5.88e-13  3.01e+11  7.88e+04  6.99e+04  1.22e-09  1.68e-07  0.00e+00  0.00e+00  4.45e-01 -1.04e+35 -4.69e+32 -6.99e+34  2.47e+04  3.26e+06  0.00e+00  2.54e+06 
5.272e+14 5.403e+14   63      0        0  6.84e+08  0.00e+00  0.00e+00  9.63e+43  4.42e-13  2.26e+11  6.93e+04  6.87e+04  1.21e-09  4.91e-07  0.00e+00  0.00e+00  1.10e-01 -9.01e+34  1.85e+33 -5.83e+34  2.06e+04  2.29e+06  0.00e+00  1.76e+06 
5.535e+14 5.672e+14   64      0        0  7.17e+08  0.00e+00  0.00e+00  1.11e+44  2.94e-13  1.50e+11  5.97e+04  6.76e+04  1.28e-09  9.13e-07  0.00e+00  0.00e+00  1.07e-02 -6.27e+34 -1.42e+33 -4.00e+34  1.80e+04  1.48e+06  0.00e+00  1.13e+06 
5.810e+14 5.954e+14   65      0        0  8.46e+08  0.00e+00  0.00e+00  1.29e+44  1.68e-13  8.57e+10  5.30e+04  6.70e+04  9.02e-10  1.98e-06  0.00e+00  0.00e+00  1.67e-10 -3.67e+34 -2.22e+33 -2.42e+34  1.74e+04  9.13e+05  0.00e+00  6.92e+05 
6.099e+14 6.251e+14   66      0        0  9.14e+08  0.00e+00  0.00e+00  1.49e+44  9.56e-14  4.88e+10  4.67e+04  6.66e+04  6.81e-10  3.46e-06  0.00e+00  0.00e+00  2.82e-18 -2.40e+34  1.88e+32 -1.54e+34  1.64e+04  5.53e+05  0.00e+00  4.18e+05 
6.402e+14 6.562e+14   67      0        0  9.82e+08  0.00e+00  0.00e+00  1.72e+44  5.43e-14  2.77e+10  3.97e+04  6.63e+04  6.25e-10  8.62e-06  0.00e+00  0.00e+00  1.00e-20 -1.47e+34  3.91e+32 -8.83e+33  1.43e+04  3.20e+05  0.00e+00  2.41e+05 
6.721e+14 6.888e+14   68     -1        0  1.11e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
7.055e+14 7.091e+14   69     -1        0  1.21e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
