        r    i inwind converge       v_x       v_y       v_z       vol       rho        ne       t_e   t_e_old      dt_e  dt_e_old       t_r   t_r_old         w  heat_tot heat_tot_old  cool_tot      ntot        ip    nioniz      gain macro_bf_in macro_bf_out 
4.884e+13   14      0        0  1.93e+08  0.00e+00  0.00e+00  7.65e+40  1.13e-11  5.80e+12  7.02e+05  7.02e+05  7.64e+02 -5.96e+02  1.78e+05  1.77e+05  6.47e+01  2.05e+45  2.05e+45  2.05e+45  1.85e+07  1.29e+06  1.83e+07  4.90e-01  0.00e+00  0.00e+00 
5.127e+13   15      0        0  1.94e+08  0.00e+00  0.00e+00  8.85e+40  1.11e-11  5.68e+12  6.92e+05  6.92e+05  1.27e+03 -1.53e+03  1.64e+05  1.64e+05  7.44e+01  1.91e+45  1.91e+45  1.91e+45  1.82e+07  1.16e+06  1.79e+07  3.92e-01  0.00e+00  0.00e+00 
5.382e+13   16      0        0  1.98e+08  0.00e+00  0.00e+00  1.02e+41  1.09e-11  5.57e+12  6.71e+05  6.71e+05  1.12e+03  7.41e+01  1.52e+05  1.52e+05  8.30e+01  1.75e+45  1.75e+45  1.75e+45  1.77e+07  1.04e+06  1.74e+07  3.60e-01  0.00e+00  0.00e+00 
5.650e+13   17      0        0  2.06e+08  0.00e+00  0.00e+00  1.18e+41  1.05e-11  5.38e+12  6.43e+05  6.43e+05  2.11e+03  8.48e+02  1.42e+05  1.42e+05  8.99e+01  1.55e+45  1.55e+45  1.55e+45  1.72e+07  9.35e+05  1.68e+07  4.90e-01  0.00e+00  0.00e+00 
5.931e+13   18      0        0  2.16e+08  0.00e+00  0.00e+00  1.37e+41  9.99e-12  5.11e+12  6.09e+05  6.09e+05  2.56e+03  7.72e+02  1.34e+05  1.34e+05  9.43e+01  1.35e+45  1.35e+45  1.35e+45  1.66e+07  8.56e+05  1.62e+07  5.92e-01  0.00e+00  0.00e+00 
6.226e+13   19      0        0  2.27e+08  0.00e+00  0.00e+00  1.59e+41  9.42e-12  4.83e+12  5.72e+05  5.71e+05  1.84e+03 -9.58e+02  1.27e+05  1.27e+05  9.70e+01  1.15e+45  1.15e+45  1.15e+45  1.60e+07  7.85e+05  1.55e+07  5.92e-01  0.00e+00  0.00e+00 
6.536e+13   20      0        0  2.40e+08  0.00e+00  0.00e+00  1.83e+41  8.82e-12  4.52e+12  5.34e+05  5.34e+05  3.45e+03 -7.46e+02  1.21e+05  1.21e+05  9.80e+01  9.69e+44  9.69e+44  9.69e+44  1.54e+07  7.26e+05  1.48e+07  8.00e-01  0.00e+00  0.00e+00 
6.861e+13   21      0        0  2.53e+08  0.00e+00  0.00e+00  2.12e+41  8.00e-12  4.10e+12  4.97e+05  4.98e+05  3.25e+03 -5.84e+02  1.16e+05  1.16e+05  9.73e+01  7.89e+44  7.89e+44  7.90e+44  1.47e+07  6.91e+05  1.42e+07  8.00e-01  0.00e+00  0.00e+00 
7.203e+13   22      0        0  2.67e+08  0.00e+00  0.00e+00  2.45e+41  7.20e-12  3.69e+12  4.63e+05  4.64e+05  3.50e+03 -1.01e+03  1.12e+05  1.12e+05  9.48e+01  6.44e+44  6.44e+44  6.44e+44  1.42e+07  6.64e+05  1.36e+07  8.00e-01  0.00e+00  0.00e+00 
7.561e+13   23      0        0  2.80e+08  0.00e+00  0.00e+00  2.84e+41  6.48e-12  3.32e+12  4.32e+05  4.33e+05  3.02e+03 -2.95e+02  1.08e+05  1.08e+05  9.15e+01  5.29e+44  5.29e+44  5.29e+44  1.37e+07  6.40e+05  1.31e+07  8.00e-01  0.00e+00  0.00e+00 
7.937e+13   24      0        0  2.90e+08  0.00e+00  0.00e+00  3.28e+41  5.78e-12  2.96e+12  4.03e+05  4.04e+05  2.57e+03 -1.25e+02  1.05e+05  1.05e+05  8.74e+01  4.36e+44  4.36e+44  4.36e+44  1.33e+07  6.26e+05  1.26e+07  8.00e-01  0.00e+00  0.00e+00 
8.332e+13   25      0        0  2.97e+08  0.00e+00  0.00e+00  3.80e+41  5.08e-12  2.60e+12  3.77e+05  3.78e+05  2.46e+03 -6.14e+02  1.03e+05  1.03e+05  8.28e+01  3.58e+44  3.58e+44  3.58e+44  1.30e+07  6.25e+05  1.23e+07  8.00e-01  0.00e+00  0.00e+00 
8.746e+13   26      0        0  3.00e+08  0.00e+00  0.00e+00  4.39e+41  4.51e-12  2.31e+12  3.53e+05  3.53e+05  2.91e+03 -1.19e+03  1.01e+05  1.01e+05  7.77e+01  3.01e+44  3.01e+44  3.01e+44  1.28e+07  6.23e+05  1.20e+07  8.00e-01  0.00e+00  0.00e+00 
9.181e+13   27      0        0  3.01e+08  0.00e+00  0.00e+00  5.08e+41  4.06e-12  2.08e+12  3.30e+05  3.31e+05  2.30e+03 -1.10e+03  9.97e+04  9.97e+04  7.26e+01  2.59e+44  2.59e+44  2.60e+44  1.26e+07  6.18e+05  1.19e+07  8.00e-01  0.00e+00  0.00e+00 
9.638e+13   28      0        0  2.97e+08  0.00e+00  0.00e+00  5.88e+41  3.62e-12  1.85e+12  3.09e+05  3.11e+05  1.59e+03 -4.72e+02  9.87e+04  9.87e+04  6.72e+01  2.23e+44  2.23e+44  2.23e+44  1.25e+07  6.20e+05  1.18e+07  8.00e-01  0.00e+00  0.00e+00 
1.012e+14   29      0        0  2.89e+08  0.00e+00  0.00e+00  6.80e+41  3.25e-12  1.67e+12  2.90e+05  2.91e+05  1.19e+03 -8.90e+02  9.80e+04  9.80e+04  6.19e+01  1.94e+44  1.94e+44  1.95e+44  1.24e+07  6.20e+05  1.17e+07  8.00e-01  0.00e+00  0.00e+00 
1.062e+14   30      0        0  2.81e+08  0.00e+00  0.00e+00  7.87e+41  2.95e-12  1.51e+12  2.73e+05  2.74e+05  9.01e+02 -3.58e+02  9.76e+04  9.76e+04  5.66e+01  1.73e+44  1.73e+44  1.74e+44  1.24e+07  6.17e+05  1.17e+07  5.38e-01  0.00e+00  0.00e+00 
1.115e+14   31      0        0  2.68e+08  0.00e+00  0.00e+00  9.10e+41  2.69e-12  1.38e+12  2.57e+05  2.58e+05  4.58e+02 -2.42e+02  9.74e+04  9.74e+04  5.16e+01  1.56e+44  1.56e+44  1.56e+44  1.24e+07  6.13e+05  1.17e+07  5.38e-01  0.00e+00  0.00e+00 
1.170e+14   32      0        0  2.55e+08  0.00e+00  0.00e+00  1.05e+42  2.45e-12  1.26e+12  2.43e+05  2.43e+05  1.71e+02 -4.35e+02  9.75e+04  9.73e+04  4.67e+01  1.41e+44  1.41e+44  1.41e+44  1.24e+07  6.10e+05  1.17e+07  3.43e-01  0.00e+00  0.00e+00 
1.229e+14   33      0        0  2.41e+08  0.00e+00  0.00e+00  1.22e+42  2.25e-12  1.15e+12  2.29e+05  2.29e+05  3.33e+02 -4.50e+02  9.76e+04  9.75e+04  4.23e+01  1.29e+44  1.29e+44  1.29e+44  1.25e+07  6.06e+05  1.18e+07  3.43e-01  0.00e+00  0.00e+00 
1.290e+14   34      0        0  2.23e+08  0.00e+00  0.00e+00  1.41e+42  2.08e-12  1.07e+12  2.17e+05  2.17e+05  2.47e+02 -1.45e+02  9.79e+04  9.78e+04  3.82e+01  1.20e+44  1.20e+44  1.20e+44  1.26e+07  5.96e+05  1.19e+07  5.38e-01  0.00e+00  0.00e+00 
1.354e+14   35      0        0  2.01e+08  0.00e+00  0.00e+00  1.63e+42  1.94e-12  9.93e+11  2.06e+05  2.07e+05 -1.20e+02  2.03e+01  9.82e+04  9.80e+04  3.46e+01  1.12e+44  1.12e+44  1.12e+44  1.26e+07  5.83e+05  1.19e+07  8.00e-01  0.00e+00  0.00e+00 
1.421e+14   36      0        0  1.81e+08  0.00e+00  0.00e+00  1.89e+42  1.80e-12  9.20e+11  1.96e+05  1.97e+05 -1.36e+02 -2.69e+02  9.84e+04  9.82e+04  3.12e+01  1.05e+44  1.05e+44  1.05e+44  1.27e+07  5.73e+05  1.20e+07  5.38e-01  0.00e+00  0.00e+00 
1.492e+14   37      0        0  1.61e+08  0.00e+00  0.00e+00  2.18e+42  1.68e-12  8.61e+11  1.88e+05  1.88e+05  3.98e+01 -1.94e+01  9.87e+04  9.85e+04  2.82e+01  9.89e+43  9.89e+43  9.90e+43  1.28e+07  5.57e+05  1.21e+07  5.38e-01  0.00e+00  0.00e+00 
1.566e+14   38      0        0  1.43e+08  0.00e+00  0.00e+00  2.52e+42  1.59e-12  8.13e+11  1.80e+05  1.80e+05 -2.75e+01  2.05e+02  9.89e+04  9.87e+04  2.55e+01  9.48e+43  9.48e+43  9.48e+43  1.28e+07  5.38e+05  1.21e+07  5.38e-01  0.00e+00  0.00e+00 
1.644e+14   39      0        0  1.26e+08  0.00e+00  0.00e+00  2.92e+42  1.50e-12  7.66e+11  1.72e+05  1.73e+05 -9.04e+01  5.34e+02  9.91e+04  9.89e+04  2.31e+01  9.06e+43  9.06e+43  9.06e+43  1.29e+07  5.19e+05  1.22e+07  5.38e-01  0.00e+00  0.00e+00 
1.726e+14   40      0        0  1.12e+08  0.00e+00  0.00e+00  3.38e+42  1.41e-12  7.21e+11  1.67e+05  1.66e+05  1.50e+02  5.71e+02  9.92e+04  9.91e+04  2.08e+01  8.76e+43  8.76e+43  8.72e+43  1.29e+07  4.99e+05  1.22e+07  8.00e-01  0.00e+00  0.00e+00 
1.812e+14   41      0        0  9.52e+07  0.00e+00  0.00e+00  3.91e+42  1.34e-12  6.88e+11  1.60e+05  1.60e+05  3.22e+02  6.99e+02  9.93e+04  9.92e+04  1.88e+01  8.39e+43  8.39e+43  8.39e+43  1.29e+07  4.74e+05  1.22e+07  8.00e-01  0.00e+00  0.00e+00 
1.902e+14   42      0        0  8.19e+07  0.00e+00  0.00e+00  4.52e+42  1.29e-12  6.59e+11  1.54e+05  1.54e+05 -5.70e+02  1.19e+03  9.92e+04  9.92e+04  1.71e+01  8.17e+43  8.17e+43  8.15e+43  1.29e+07  4.48e+05  1.21e+07  5.60e-01  0.00e+00  0.00e+00 
1.997e+14   43      0        0  6.90e+07  0.00e+00  0.00e+00  5.23e+42  1.23e-12  6.29e+11  1.49e+05  1.49e+05 -1.20e+02  1.02e+03  9.92e+04  9.91e+04  1.54e+01  7.85e+43  7.85e+43  7.87e+43  1.29e+07  4.23e+05  1.21e+07  3.92e-01  0.00e+00  0.00e+00 
2.096e+14   44      0        0  5.78e+07  0.00e+00  0.00e+00  6.05e+42  1.18e-12  6.03e+11  1.44e+05  1.44e+05  1.84e+02  6.43e+01  9.90e+04  9.89e+04  1.39e+01  7.66e+43  7.66e+43  7.66e+43  1.28e+07  3.96e+05  1.20e+07  6.16e-01  0.00e+00  0.00e+00 
2.200e+14   45      0        0  4.71e+07  0.00e+00  0.00e+00  7.00e+42  1.13e-12  5.79e+11  1.40e+05  1.40e+05 -1.04e+02  1.04e+03  9.88e+04  9.86e+04  1.26e+01  7.43e+43  7.43e+43  7.43e+43  1.27e+07  3.69e+05  1.19e+07  3.92e-01  0.00e+00  0.00e+00 
2.310e+14   46      0        0  3.75e+07  0.00e+00  0.00e+00  8.09e+42  1.09e-12  5.59e+11  1.35e+05  1.35e+05  3.85e+02  1.12e+03  9.84e+04  9.83e+04  1.14e+01  7.17e+43  7.17e+43  7.19e+43  1.25e+07  3.41e+05  1.17e+07  6.16e-01  0.00e+00  0.00e+00 
2.425e+14   47      0        0  3.33e+07  0.00e+00  0.00e+00  9.36e+42  1.04e-12  5.31e+11  1.32e+05  1.31e+05  8.49e+00  1.87e+03  9.78e+04  9.78e+04  1.03e+01  7.09e+43  7.09e+43  7.05e+43  1.23e+07  3.19e+05  1.15e+07  6.16e-01  0.00e+00  0.00e+00 
2.545e+14   48      0        0  2.88e+07  0.00e+00  0.00e+00  1.08e+43  9.95e-13  5.09e+11  1.29e+05  1.28e+05  5.04e+00  2.12e+03  9.72e+04  9.72e+04  9.31e+00  6.94e+43  6.94e+43  6.92e+43  1.21e+07  2.94e+05  1.12e+07  6.16e-01  0.00e+00  0.00e+00 
2.672e+14   49      0        0  2.20e+07  0.00e+00  0.00e+00  1.25e+43  9.62e-13  4.92e+11  1.23e+05  1.22e+05 -1.30e+03  3.25e+03  9.64e+04  9.64e+04  8.41e+00  6.30e+43  6.30e+43  6.29e+43  1.18e+07  2.67e+05  1.09e+07  3.92e-01  0.00e+00  0.00e+00 
2.805e+14   50      0        0  2.00e+07  0.00e+00  0.00e+00  1.45e+43  9.24e-13  4.73e+11  1.19e+05  1.20e+05 -3.39e+02  2.62e+03  9.55e+04  9.54e+04  7.60e+00  5.92e+43  5.92e+43  5.97e+43  1.15e+07  2.42e+05  1.06e+07  3.92e-01  0.00e+00  0.00e+00 
2.944e+14   51      0        0  1.77e+07  0.00e+00  0.00e+00  1.68e+43  8.93e-13  4.57e+11  1.17e+05  1.17e+05  4.48e+02  3.50e+03  9.42e+04  9.42e+04  6.89e+00  5.74e+43  5.74e+43  5.75e+43  1.11e+07  2.17e+05  1.02e+07  6.16e-01  0.00e+00  0.00e+00 
3.091e+14   52      0        0  1.52e+07  0.00e+00  0.00e+00  1.94e+43  8.64e-13  4.42e+11  1.18e+05  1.17e+05  1.46e+03  4.82e+03  9.27e+04  9.25e+04  6.26e+00  5.72e+43  5.72e+43  5.71e+43  1.07e+07  1.92e+05  9.65e+06  6.16e-01  0.00e+00  0.00e+00 
3.244e+14   53      0        0  1.93e+07  0.00e+00  0.00e+00  2.24e+43  8.38e-13  4.29e+11  1.24e+05  1.24e+05  3.25e+03  9.20e+03  9.07e+04  9.06e+04  5.70e+00  6.80e+43  6.80e+43  6.79e+43  1.02e+07  1.68e+05  9.09e+06  6.16e-01  0.00e+00  0.00e+00 
3.406e+14   54      0        0  3.61e+07  0.00e+00  0.00e+00  2.59e+43  8.34e-13  4.27e+11  1.27e+05  1.29e+05 -6.68e+02  2.16e+04  8.83e+04  8.82e+04  5.23e+00  9.22e+43  9.22e+43  9.26e+43  9.58e+06  1.41e+05  8.47e+06  5.60e-01  0.00e+00  0.00e+00 
3.575e+14   55      0        0  7.79e+07  0.00e+00  0.00e+00  3.00e+43  8.09e-13  4.14e+11  1.29e+05  1.30e+05  1.61e+03  2.41e+04  8.56e+04  8.55e+04  4.82e+00  1.13e+44  1.13e+44  1.14e+44  8.96e+06  1.20e+05  7.80e+06  8.00e-01  0.00e+00  0.00e+00 
3.753e+14   56      0        0  1.40e+08  0.00e+00  0.00e+00  3.47e+43  7.87e-13  4.02e+11  1.25e+05  1.24e+05  7.32e+03  1.17e+04  8.30e+04  8.28e+04  4.42e+00  1.36e+44  1.36e+44  1.34e+44  8.31e+06  1.01e+05  7.13e+06  6.16e-01  0.00e+00  0.00e+00 
3.940e+14   57      0        0  2.25e+08  0.00e+00  0.00e+00  4.02e+43  7.76e-13  3.97e+11  1.19e+05  1.20e+05  2.25e+03  1.87e+04  8.04e+04  8.03e+04  4.01e+00  9.23e+43  9.23e+43  9.01e+43  7.64e+06  8.26e+04  6.44e+06  6.16e-01  0.00e+00  0.00e+00 
4.136e+14   58      0        0  2.73e+08  0.00e+00  0.00e+00  4.65e+43  7.55e-13  3.86e+11  1.13e+05  1.13e+05  1.44e+03  1.19e+04  7.79e+04  7.78e+04  3.60e+00  1.17e+44  1.17e+44  1.18e+44  6.91e+06  6.77e+04  5.73e+06  6.16e-01  0.00e+00  0.00e+00 
4.342e+14   59      0        0  3.60e+08  0.00e+00  0.00e+00  5.38e+43  7.41e-13  3.79e+11  1.05e+05  1.05e+05 -1.48e+03  1.38e+04  7.54e+04  7.53e+04  3.16e+00  1.28e+44  1.28e+44  1.28e+44  6.13e+06  5.37e+04  5.00e+06  3.92e-01  0.00e+00  0.00e+00 
4.558e+14   60      0        0  4.63e+08  0.00e+00  0.00e+00  6.22e+43  7.22e-13  3.69e+11  1.01e+05  1.01e+05 -9.18e+02  2.04e+04  7.34e+04  7.33e+04  2.66e+00  9.03e+43  9.03e+43  9.12e+43  5.28e+06  4.18e+04  4.24e+06  3.92e-01  0.00e+00  0.00e+00 
4.784e+14   61      0        0  5.08e+08  0.00e+00  0.00e+00  7.19e+43  6.90e-13  3.53e+11  8.77e+04  8.76e+04 -3.11e+01  6.96e+03  7.15e+04  7.14e+04  2.11e+00  1.14e+44  1.14e+44  1.13e+44  4.30e+06  3.14e+04  3.40e+06  3.92e-01  0.00e+00  0.00e+00 
5.022e+14   62      0        0  6.07e+08  0.00e+00  0.00e+00  8.32e+43  5.88e-13  3.01e+11  7.88e+04  7.83e+04  9.73e+02 -2.09e+03  6.99e+04  6.99e+04  1.55e+00  8.84e+43  8.84e+43  8.80e+43  3.26e+06  2.47e+04  2.54e+06  5.60e-01  0.00e+00  0.00e+00 
5.272e+14   63      0        0  6.84e+08  0.00e+00  0.00e+00  9.63e+43  4.42e-13  2.26e+11  6.93e+04  6.86e+04  1.30e+03 -1.09e+04  6.87e+04  6.87e+04  1.04e+00  5.74e+43  5.74e+43  5.66e+43  2.29e+06  2.06e+04  1.76e+06  5.60e-01  0.00e+00  0.00e+00 
5.535e+14   64      0        0  7.17e+08  0.00e+00  0.00e+00  1.11e+44  2.94e-13  1.50e+11  5.97e+04  5.95e+04  1.38e+03 -1.90e+04  6.76e+04  6.76e+04  6.41e-01  4.82e+43  4.82e+43  4.96e+43  1.48e+06  1.80e+04  1.13e+06  5.60e-01  0.00e+00  0.00e+00 
5.810e+14   65      0        0  8.46e+08  0.00e+00  0.00e+00  1.29e+44  1.68e-13  8.57e+10  5.30e+04  5.30e+04 -1.53e+02 -2.27e+04  6.70e+04  6.70e+04  3.68e-01  2.35e+43  2.35e+43  2.33e+43  9.13e+05  1.74e+04  6.92e+05  8.00e-01  0.00e+00  0.00e+00 
6.099e+14   66      0        0  9.14e+08  0.00e+00  0.00e+00  1.49e+44  9.56e-14  4.88e+10  4.67e+04  4.73e+04 -4.99e+03 -2.24e+04  6.66e+04  6.66e+04  2.02e-01  9.60e+42  9.60e+42  1.48e+43  5.53e+05  1.64e+04  4.18e+05  8.00e-01  0.00e+00  0.00e+00 
6.402e+14   67      0        0  9.82e+08  0.00e+00  0.00e+00  1.72e+44  5.43e-14  2.77e+10  3.97e+04  4.17e+04 -9.83e+03 -2.21e+04  6.63e+04  6.63e+04  1.02e-01  2.55e+42  2.55e+42  3.84e+42  3.20e+05  1.43e+04  2.41e+05  8.00e-01  0.00e+00  0.00e+00 
6.721e+14   68     -1        0  1.11e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
7.055e+14   69     -1        0  1.21e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
