 i  j inwind            r        theta           v_x          v_y           v_z          rho          t_e        t_rad
-- -- ------ ------------ ------------ ------------- ------------ ------------- ------------ ------------ ------------
 0  0     -1 3.857278e+13 0.000000e+00 -1.411495e+09 0.000000e+00  6.811944e+09 0.000000e+00 0.000000e+00 0.000000e+00
 0  1     -1 3.857278e+13 3.000000e+00  8.140889e+06 0.000000e+00  7.872168e+09 0.000000e+00 0.000000e+00 0.000000e+00
 0  2     -1 3.857278e+13 6.000000e+00  1.690697e+09 0.000000e+00  9.985516e+09 0.000000e+00 0.000000e+00 0.000000e+00
 0  3     -1 3.857278e+13 9.000000e+00  2.432081e+09 0.000000e+00  1.214510e+10 0.000000e+00 0.000000e+00 0.000000e+00
 0  4     -1 3.857278e+13 1.200000e+01  3.559222e+09 0.000000e+00  1.405762e+10 0.000000e+00 0.000000e+00 0.000000e+00
 0  5     -1 3.857278e+13 1.500000e+01  4.963031e+09 0.000000e+00  1.542324e+10 0.000000e+00 0.000000e+00 0.000000e+00
 0  6     -1 3.857278e+13 1.800000e+01  6.342727e+09 0.000000e+00  1.618892e+10 0.000000e+00 0.000000e+00 0.000000e+00
 0  7     -1 3.857278e+13 2.100000e+01  7.455586e+09 0.000000e+00  1.624138e+10 0.000000e+00 0.000000e+00 0.000000e+00
 0  8     -1 3.857278e+13 2.400000e+01  8.289797e+09 0.000000e+00  1.578845e+10 0.000000e+00 0.000000e+00 0.000000e+00
 0  9     -1 3.857278e+13 2.700000e+01  8.820450e+09 0.000000e+00  1.492655e+10 0.000000e+00 0.000000e+00 0.000000e+00
 0 10     -1 3.857278e+13 3.000000e+01  8.976322e+09 0.000000e+00  1.363186e+10 0.000000e+00 0.000000e+00 0.000000e+00
 0 11     -1 3.857278e+13 3.300000e+01  8.724727e+09 0.000000e+00  1.200067e+10 0.000000e+00 0.000000e+00 0.000000e+00
 0 12     -1 3.857278e+13 3.600000e+01  8.174528e+09 0.000000e+00  1.025987e+10 0.000000e+00 0.000000e+00 0.000000e+00
 0 13     -1 3.857278e+13 3.900000e+01  7.247439e+09 0.000000e+00  8.348591e+09 0.000000e+00 0.000000e+00 0.000000e+00
 0 14     -1 3.857278e+13 4.200000e+01  6.040632e+09 0.000000e+00  6.441142e+09 0.000000e+00 0.000000e+00 0.000000e+00
 0 15     -1 3.857278e+13 4.500000e+01  4.770885e+09 0.000000e+00  4.772550e+09 0.000000e+00 0.000000e+00 0.000000e+00
 0 16     -1 3.857278e+13 4.800000e+01  3.684230e+09 0.000000e+00  3.512246e+09 0.000000e+00 0.000000e+00 0.000000e+00
 0 17     -1 3.857278e+13 5.100000e+01  2.815416e+09 0.000000e+00  2.617293e+09 0.000000e+00 0.000000e+00 0.000000e+00
 0 18     -1 3.857278e+13 5.400000e+01  2.188250e+09 0.000000e+00  2.027489e+09 0.000000e+00 0.000000e+00 0.000000e+00
 0 19     -1 3.857278e+13 5.700000e+01  1.749302e+09 0.000000e+00  1.632606e+09 0.000000e+00 0.000000e+00 0.000000e+00
 0 20     -1 3.857278e+13 6.000000e+01  1.411970e+09 0.000000e+00  1.331650e+09 0.000000e+00 0.000000e+00 0.000000e+00
 0 21     -1 3.857278e+13 6.300000e+01  1.108407e+09 0.000000e+00  1.064522e+09 0.000000e+00 0.000000e+00 0.000000e+00
 0 22     -1 3.857278e+13 6.600000e+01  8.156314e+08 0.000000e+00  8.153079e+08 0.000000e+00 0.000000e+00 0.000000e+00
 0 23     -1 3.857278e+13 6.900000e+01  5.426746e+08 0.000000e+00  5.916531e+08 0.000000e+00 0.000000e+00 0.000000e+00
 0 24     -1 3.857278e+13 7.200000e+01  2.829184e+08 0.000000e+00  3.797472e+08 0.000000e+00 0.000000e+00 0.000000e+00
 0 25     -1 3.857278e+13 7.500000e+01 -2.947065e+07 0.000000e+00  1.597946e+08 0.000000e+00 0.000000e+00 0.000000e+00
 0 26     -1 3.857278e+13 7.800000e+01 -3.834733e+08 0.000000e+00 -6.352055e+07 0.000000e+00 0.000000e+00 0.000000e+00
 0 27     -1 3.857278e+13 8.100000e+01 -6.179165e+08 0.000000e+00 -1.721155e+08 0.000000e+00 0.000000e+00 0.000000e+00
 0 28     -1 3.857278e+13 8.400000e+01 -6.638451e+08 0.000000e+00 -1.775999e+08 0.000000e+00 0.000000e+00 0.000000e+00
 0 29     -1 3.857278e+13 8.700000e+01 -6.567843e+08 0.000000e+00 -1.483765e+08 0.000000e+00 0.000000e+00 0.000000e+00
 0 30     -1 3.857278e+13 9.000000e+01 -6.419417e+08 0.000000e+00  2.651378e+06 0.000000e+00 0.000000e+00 0.000000e+00
 0 31     -1 3.857278e+13 9.000000e+01 -6.419417e+08 0.000000e+00  2.651378e+06 0.000000e+00 0.000000e+00 0.000000e+00
 1  0     -1 4.139781e+13 0.000000e+00 -1.470623e+09 0.000000e+00  6.998745e+09 0.000000e+00 0.000000e+00 0.000000e+00
 1  1     -1 4.139781e+13 3.000000e+00  1.645409e+08 0.000000e+00  8.284732e+09 0.000000e+00 0.000000e+00 0.000000e+00
 1  2      0 4.139781e+13 6.000000e+00  1.789254e+09 0.000000e+00  1.058921e+10 3.572413e-14 1.938221e+05 2.153579e+05
 1  3      0 4.139781e+13 9.000000e+00  2.471910e+09 0.000000e+00  1.284090e+10 2.929383e-14 1.938216e+05 2.153574e+05
 1  4      0 4.139781e+13 1.200000e+01  3.710974e+09 0.000000e+00  1.471967e+10 3.407226e-14 1.937547e+05 2.152829e+05
 1  5      0 4.139781e+13 1.500000e+01  5.087307e+09 0.000000e+00  1.599907e+10 5.676110e-14 1.918288e+05 2.131431e+05
 1  6      0 4.139781e+13 1.800000e+01  6.467903e+09 0.000000e+00  1.661610e+10 1.084048e-13 1.886593e+05 2.096214e+05
 1  7      0 4.139781e+13 2.100000e+01  7.473435e+09 0.000000e+00  1.648794e+10 1.984622e-13 1.841414e+05 2.046016e+05
 1  8      0 4.139781e+13 2.400000e+01  8.237020e+09 0.000000e+00  1.588952e+10 3.029367e-13 1.777858e+05 1.975398e+05
 1  9      0 4.139781e+13 2.700000e+01  8.634991e+09 0.000000e+00  1.484429e+10 4.138013e-13 1.716455e+05 1.907173e+05
 1 10      0 4.139781e+13 3.000000e+01  8.664390e+09 0.000000e+00  1.337486e+10 5.174155e-13 1.664471e+05 1.849412e+05
 1 11      0 4.139781e+13 3.300000e+01  8.337776e+09 0.000000e+00  1.167094e+10 5.883504e-13 1.637037e+05 1.818930e+05
 1 12      0 4.139781e+13 3.600000e+01  7.669977e+09 0.000000e+00  9.801225e+09 6.499368e-13 1.615536e+05 1.795040e+05
 1 13      0 4.139781e+13 3.900000e+01  6.655115e+09 0.000000e+00  7.801514e+09 7.318350e-13 1.609129e+05 1.787921e+05
 1 14      0 4.139781e+13 4.200000e+01  5.431923e+09 0.000000e+00  5.912520e+09 8.464834e-13 1.611419e+05 1.790465e+05
 1 15      0 4.139781e+13 4.500000e+01  4.245533e+09 0.000000e+00  4.362993e+09 9.795824e-13 1.624538e+05 1.805042e+05
 1 16      0 4.139781e+13 4.800000e+01  3.262242e+09 0.000000e+00  3.231968e+09 1.124224e-12 1.648279e+05 1.831421e+05
 1 17      0 4.139781e+13 5.100000e+01  2.535173e+09 0.000000e+00  2.471843e+09 1.279430e-12 1.675326e+05 1.861474e+05
 1 18      0 4.139781e+13 5.400000e+01  2.016693e+09 0.000000e+00  1.969645e+09 1.429545e-12 1.708653e+05 1.898503e+05
 1 19      0 4.139781e+13 5.700000e+01  1.644214e+09 0.000000e+00  1.614757e+09 1.592668e-12 1.750475e+05 1.944972e+05
 1 20      0 4.139781e+13 6.000000e+01  1.325763e+09 0.000000e+00  1.318833e+09 1.807576e-12 1.793932e+05 1.993257e+05
 1 21      0 4.139781e+13 6.300000e+01  1.027478e+09 0.000000e+00  1.050453e+09 2.133608e-12 1.840594e+05 2.045105e+05
 1 22      0 4.139781e+13 6.600000e+01  7.603906e+08 0.000000e+00  8.105520e+08 2.558220e-12 1.892569e+05 2.102855e+05
 1 23      0 4.139781e+13 6.900000e+01  5.104302e+08 0.000000e+00  5.933061e+08 3.184453e-12 1.957748e+05 2.175276e+05
 1 24      0 4.139781e+13 7.200000e+01  2.432412e+08 0.000000e+00  3.699841e+08 4.294444e-12 2.036840e+05 2.263156e+05
 1 25      0 4.139781e+13 7.500000e+01 -7.166487e+07 0.000000e+00  1.352230e+08 6.597808e-12 2.149766e+05 2.388629e+05
 1 26      0 4.139781e+13 7.800000e+01 -3.893078e+08 0.000000e+00 -5.898901e+07 1.201951e-11 2.305152e+05 2.561280e+05
 1 27      0 4.139781e+13 8.100000e+01 -5.699858e+08 0.000000e+00 -1.458309e+08 2.029127e-11 2.552805e+05 2.836450e+05
 1 28      0 4.139781e+13 8.400000e+01 -6.105735e+08 0.000000e+00 -1.447410e+08 2.912239e-11 2.771302e+05 3.079224e+05
 1 29      0 4.139781e+13 8.700000e+01 -6.121957e+08 0.000000e+00 -1.303959e+08 4.186708e-11 2.979118e+05 3.310131e+05
 1 30     -1 4.139781e+13 9.000000e+01 -6.039861e+08 0.000000e+00  2.036935e+06 0.000000e+00 0.000000e+00 0.000000e+00
 1 31     -1 4.139781e+13 9.000000e+01 -6.039861e+08 0.000000e+00  2.036935e+06 0.000000e+00 0.000000e+00 0.000000e+00
 2  0     -1 4.442974e+13 0.000000e+00 -1.498779e+09 0.000000e+00  7.302405e+09 0.000000e+00 0.000000e+00 0.000000e+00
 2  1     -1 4.442974e+13 3.000000e+00  3.207691e+08 0.000000e+00  8.711437e+09 0.000000e+00 0.000000e+00 0.000000e+00
 2  2      0 4.442974e+13 6.000000e+00  1.856754e+09 0.000000e+00  1.117386e+10 3.447249e-14 1.895500e+05 2.106112e+05
 2  3      0 4.442974e+13 9.000000e+00  2.508242e+09 0.000000e+00  1.352577e+10 2.813040e-14 1.893317e+05 2.103685e+05
 2  4      0 4.442974e+13 1.200000e+01  3.820432e+09 0.000000e+00  1.538163e+10 3.573377e-14 1.890783e+05 2.100870e+05
 2  5      0 4.442974e+13 1.500000e+01  5.182012e+09 0.000000e+00  1.657329e+10 6.160572e-14 1.860573e+05 2.067304e+05
 2  6      0 4.442974e+13 1.800000e+01  6.501275e+09 0.000000e+00  1.700995e+10 1.202065e-13 1.831770e+05 2.035300e+05
 2  7      0 4.442974e+13 2.100000e+01  7.417409e+09 0.000000e+00  1.670545e+10 2.084222e-13 1.776135e+05 1.973484e+05
 2  8      0 4.442974e+13 2.400000e+01  8.075764e+09 0.000000e+00  1.593961e+10 3.073011e-13 1.708382e+05 1.898202e+05
 2  9      0 4.442974e+13 2.700000e+01  8.371126e+09 0.000000e+00  1.471512e+10 4.076918e-13 1.643697e+05 1.826330e+05
 2 10      0 4.442974e+13 3.000000e+01  8.287901e+09 0.000000e+00  1.311547e+10 4.910114e-13 1.597847e+05 1.775386e+05
 2 11      0 4.442974e+13 3.300000e+01  7.876916e+09 0.000000e+00  1.131056e+10 5.505985e-13 1.562940e+05 1.736600e+05
 2 12      0 4.442974e+13 3.600000e+01  7.098931e+09 0.000000e+00  9.284126e+09 6.102237e-13 1.545315e+05 1.717017e+05
 2 13      0 4.442974e+13 3.900000e+01  6.047238e+09 0.000000e+00  7.258426e+09 6.937757e-13 1.537622e+05 1.708469e+05
 2 14      0 4.442974e+13 4.200000e+01  4.847691e+09 0.000000e+00  5.430513e+09 7.981784e-13 1.541229e+05 1.712476e+05
 2 15      0 4.442974e+13 4.500000e+01  3.786313e+09 0.000000e+00  4.030564e+09 9.100357e-13 1.552929e+05 1.725477e+05
 2 16      0 4.442974e+13 4.800000e+01  2.941487e+09 0.000000e+00  3.039585e+09 1.030689e-12 1.575149e+05 1.750166e+05
 2 17      0 4.442974e+13 5.100000e+01  2.339535e+09 0.000000e+00  2.390061e+09 1.152535e-12 1.603195e+05 1.781328e+05
 2 18      0 4.442974e+13 5.400000e+01  1.903160e+09 0.000000e+00  1.945516e+09 1.272997e-12 1.637170e+05 1.819078e+05
 2 19      0 4.442974e+13 5.700000e+01  1.561947e+09 0.000000e+00  1.604905e+09 1.411978e-12 1.675868e+05 1.862075e+05
 2 20      0 4.442974e+13 6.000000e+01  1.253420e+09 0.000000e+00  1.305341e+09 1.612987e-12 1.715459e+05 1.906065e+05
 2 21      0 4.442974e+13 6.300000e+01  9.767516e+08 0.000000e+00  1.043687e+09 1.897819e-12 1.760166e+05 1.955741e+05
 2 22      0 4.442974e+13 6.600000e+01  7.276057e+08 0.000000e+00  8.137083e+08 2.260060e-12 1.811430e+05 2.012700e+05
 2 23      0 4.442974e+13 6.900000e+01  4.773709e+08 0.000000e+00  5.825858e+08 2.891021e-12 1.873528e+05 2.081698e+05
 2 24      0 4.442974e+13 7.200000e+01  2.002166e+08 0.000000e+00  3.504436e+08 4.064284e-12 1.954335e+05 2.171483e+05
 2 25      0 4.442974e+13 7.500000e+01 -9.713365e+07 0.000000e+00  1.216207e+08 6.559347e-12 2.068715e+05 2.298573e+05
 2 26      0 4.442974e+13 7.800000e+01 -3.765450e+08 0.000000e+00 -3.956711e+07 1.222538e-11 2.235652e+05 2.484057e+05
 2 27      0 4.442974e+13 8.100000e+01 -5.228857e+08 0.000000e+00 -1.149188e+08 2.009443e-11 2.487371e+05 2.763746e+05
 2 28      0 4.442974e+13 8.400000e+01 -5.705842e+08 0.000000e+00 -1.096644e+08 2.869972e-11 2.702075e+05 3.002305e+05
 2 29      0 4.442974e+13 8.700000e+01 -5.879320e+08 0.000000e+00 -1.108184e+08 4.108921e-11 2.907859e+05 3.230955e+05
 2 30     -1 4.442974e+13 9.000000e+01 -5.876743e+08 0.000000e+00  4.386750e+06 0.000000e+00 0.000000e+00 0.000000e+00
 2 31     -1 4.442974e+13 9.000000e+01 -5.876743e+08 0.000000e+00  4.386750e+06 0.000000e+00 0.000000e+00 0.000000e+00
 3  0     -1 4.768372e+13 0.000000e+00 -1.603272e+09 0.000000e+00  7.411889e+09 0.000000e+00 0.000000e+00 0.000000e+00
 3  1     -1 4.768372e+13 3.000000e+00  4.730247e+08 0.000000e+00  9.083997e+09 0.000000e+00 0.000000e+00 0.000000e+00
 3  2      0 4.768372e+13 6.000000e+00  1.889639e+09 0.000000e+00  1.176454e+10 3.318427e-14 1.859563e+05 2.066181e+05
 3  3      0 4.768372e+13 9.000000e+00  2.555562e+09 0.000000e+00  1.421836e+10 2.713612e-14 1.855980e+05 2.062200e+05
 3  4      0 4.768372e+13 1.200000e+01  3.888047e+09 0.000000e+00  1.602676e+10 3.787174e-14 1.850177e+05 2.055752e+05
 3  5      0 4.768372e+13 1.500000e+01  5.245756e+09 0.000000e+00  1.711198e+10 6.769147e-14 1.811651e+05 2.012946e+05
 3  6      0 4.768372e+13 1.800000e+01  6.424123e+09 0.000000e+00  1.733302e+10 1.304520e-13 1.767440e+05 1.963822e+05
 3  7      0 4.768372e+13 2.100000e+01  7.283089e+09 0.000000e+00  1.686598e+10 2.151314e-13 1.704870e+05 1.894300e+05
 3  8      0 4.768372e+13 2.400000e+01  7.819816e+09 0.000000e+00  1.591434e+10 3.068990e-13 1.634991e+05 1.816657e+05
 3  9      0 4.768372e+13 2.700000e+01  8.021625e+09 0.000000e+00  1.451473e+10 3.951177e-13 1.569694e+05 1.744104e+05
 3 10      0 4.768372e+13 3.000000e+01  7.840108e+09 0.000000e+00  1.279412e+10 4.613859e-13 1.528259e+05 1.698065e+05
 3 11      0 4.768372e+13 3.300000e+01  7.335737e+09 0.000000e+00  1.084663e+10 5.139051e-13 1.493045e+05 1.658939e+05
 3 12      0 4.768372e+13 3.600000e+01  6.478543e+09 0.000000e+00  8.716525e+09 5.734172e-13 1.475583e+05 1.639537e+05
 3 13      0 4.768372e+13 3.900000e+01  5.426657e+09 0.000000e+00  6.700423e+09 6.527103e-13 1.470768e+05 1.634187e+05
 3 14      0 4.768372e+13 4.200000e+01  4.318596e+09 0.000000e+00  4.994827e+09 7.417300e-13 1.474146e+05 1.637940e+05
 3 15      0 4.768372e+13 4.500000e+01  3.374711e+09 0.000000e+00  3.741765e+09 8.357127e-13 1.487129e+05 1.652366e+05
 3 16      0 4.768372e+13 4.800000e+01  2.677725e+09 0.000000e+00  2.894504e+09 9.329350e-13 1.507704e+05 1.675227e+05
 3 17      0 4.768372e+13 5.100000e+01  2.170792e+09 0.000000e+00  2.322724e+09 1.027351e-12 1.533231e+05 1.703590e+05
 3 18      0 4.768372e+13 5.400000e+01  1.798839e+09 0.000000e+00  1.913323e+09 1.123584e-12 1.565353e+05 1.739281e+05
 3 19      0 4.768372e+13 5.700000e+01  1.481169e+09 0.000000e+00  1.583504e+09 1.249625e-12 1.600540e+05 1.778378e+05
 3 20      0 4.768372e+13 6.000000e+01  1.194746e+09 0.000000e+00  1.290680e+09 1.436070e-12 1.638040e+05 1.820044e+05
 3 21      0 4.768372e+13 6.300000e+01  9.422774e+08 0.000000e+00  1.038040e+09 1.661168e-12 1.681062e+05 1.867847e+05
 3 22      0 4.768372e+13 6.600000e+01  7.026105e+08 0.000000e+00  8.023017e+08 2.007312e-12 1.731282e+05 1.923646e+05
 3 23      0 4.768372e+13 6.900000e+01  4.461397e+08 0.000000e+00  5.581850e+08 2.660573e-12 1.791996e+05 1.991107e+05
 3 24      0 4.768372e+13 7.200000e+01  1.694012e+08 0.000000e+00  3.324635e+08 3.864618e-12 1.874575e+05 2.082861e+05
 3 25      0 4.768372e+13 7.500000e+01 -9.998319e+07 0.000000e+00  1.224701e+08 6.503761e-12 1.991094e+05 2.212326e+05
 3 26      0 4.768372e+13 7.800000e+01 -3.483931e+08 0.000000e+00 -1.092426e+07 1.214883e-11 2.172550e+05 2.413945e+05
 3 27      0 4.768372e+13 8.100000e+01 -4.810506e+08 0.000000e+00 -8.064533e+07 1.946753e-11 2.421912e+05 2.691013e+05
 3 28      0 4.768372e+13 8.400000e+01 -5.473327e+08 0.000000e+00 -7.686768e+07 2.783019e-11 2.630518e+05 2.922798e+05
 3 29      0 4.768372e+13 8.700000e+01 -5.888107e+08 0.000000e+00 -9.477582e+07 3.956939e-11 2.831369e+05 3.145966e+05
 3 30     -1 4.768372e+13 9.000000e+01 -5.976797e+08 0.000000e+00  7.628041e+06 0.000000e+00 0.000000e+00 0.000000e+00
 3 31     -1 4.768372e+13 9.000000e+01 -5.976797e+08 0.000000e+00  7.628041e+06 0.000000e+00 0.000000e+00 0.000000e+00
 4  0     -1 5.117602e+13 0.000000e+00 -1.690035e+09 0.000000e+00  7.735755e+09 0.000000e+00 0.000000e+00 0.000000e+00
 4  1     -1 5.117602e+13 3.000000e+00  6.169498e+08 0.000000e+00  9.494394e+09 0.000000e+00 0.000000e+00 0.000000e+00
 4  2      0 5.117602e+13 6.000000e+00  1.865889e+09 0.000000e+00  1.241531e+10 3.179643e-14 1.817708e+05 2.019675e+05
 4  3      0 5.117602e+13 9.000000e+00  2.571966e+09 0.000000e+00  1.491032e+10 2.666674e-14 1.815365e+05 2.017073e+05
 4  4      0 5.117602e+13 1.200000e+01  3.865989e+09 0.000000e+00  1.663523e+10 3.998815e-14 1.799148e+05 1.999053e+05
 4  5      0 5.117602e+13 1.500000e+01  5.227608e+09 0.000000e+00  1.755969e+10 7.433010e-14 1.756763e+05 1.951959e+05
 4  6      0 5.117602e+13 1.800000e+01  6.282620e+09 0.000000e+00  1.758957e+10 1.384530e-13 1.705624e+05 1.895137e+05
 4  7      0 5.117602e+13 2.100000e+01  7.094712e+09 0.000000e+00  1.696116e+10 2.196730e-13 1.637936e+05 1.819929e+05
 4  8      0 5.117602e+13 2.400000e+01  7.524884e+09 0.000000e+00  1.582958e+10 3.032079e-13 1.566048e+05 1.740053e+05
 4  9      0 5.117602e+13 2.700000e+01  7.623446e+09 0.000000e+00  1.426443e+10 3.772727e-13 1.497792e+05 1.664213e+05
 4 10      0 5.117602e+13 3.000000e+01  7.392786e+09 0.000000e+00  1.243868e+10 4.319814e-13 1.454453e+05 1.616059e+05
 4 11      0 5.117602e+13 3.300000e+01  6.779842e+09 0.000000e+00  1.032807e+10 4.810292e-13 1.421498e+05 1.579443e+05
 4 12      0 5.117602e+13 3.600000e+01  5.878771e+09 0.000000e+00  8.144443e+09 5.395845e-13 1.404370e+05 1.560412e+05
 4 13      0 5.117602e+13 3.900000e+01  4.852173e+09 0.000000e+00  6.174866e+09 6.093382e-13 1.402305e+05 1.558116e+05
 4 14      0 5.117602e+13 4.200000e+01  3.880798e+09 0.000000e+00  4.637885e+09 6.839934e-13 1.407495e+05 1.563883e+05
 4 15      0 5.117602e+13 4.500000e+01  3.082320e+09 0.000000e+00  3.545802e+09 7.644682e-13 1.420047e+05 1.577830e+05
 4 16      0 5.117602e+13 4.800000e+01  2.490952e+09 0.000000e+00  2.797310e+09 8.427267e-13 1.438273e+05 1.598081e+05
 4 17      0 5.117602e+13 5.100000e+01  2.068678e+09 0.000000e+00  2.289570e+09 9.148561e-13 1.465137e+05 1.627930e+05
 4 18      0 5.117602e+13 5.400000e+01  1.727825e+09 0.000000e+00  1.897422e+09 9.936449e-13 1.494522e+05 1.660580e+05
 4 19      0 5.117602e+13 5.700000e+01  1.433070e+09 0.000000e+00  1.566435e+09 1.116149e-12 1.526595e+05 1.696216e+05
 4 20      0 5.117602e+13 6.000000e+01  1.168408e+09 0.000000e+00  1.279801e+09 1.274602e-12 1.564414e+05 1.738238e+05
 4 21      0 5.117602e+13 6.300000e+01  9.280937e+08 0.000000e+00  1.029708e+09 1.464407e-12 1.605442e+05 1.783824e+05
 4 22      0 5.117602e+13 6.600000e+01  6.800572e+08 0.000000e+00  7.822467e+08 1.819434e-12 1.653705e+05 1.837450e+05
 4 23      0 5.117602e+13 6.900000e+01  4.212091e+08 0.000000e+00  5.395327e+08 2.473067e-12 1.713301e+05 1.903668e+05
 4 24      0 5.117602e+13 7.200000e+01  1.635514e+08 0.000000e+00  3.287486e+08 3.695366e-12 1.799406e+05 1.999340e+05
 4 25      0 5.117602e+13 7.500000e+01 -8.424659e+07 0.000000e+00  1.334182e+08 6.406337e-12 1.918341e+05 2.131490e+05
 4 26      0 5.117602e+13 7.800000e+01 -3.215570e+08 0.000000e+00  1.585496e+07 1.180349e-11 2.111002e+05 2.345557e+05
 4 27      0 5.117602e+13 8.100000e+01 -4.588167e+08 0.000000e+00 -5.187047e+07 1.861656e-11 2.354115e+05 2.615684e+05
 4 28      0 5.117602e+13 8.400000e+01 -5.429237e+08 0.000000e+00 -5.405535e+07 2.671120e-11 2.559426e+05 2.843807e+05
 4 29      0 5.117602e+13 8.700000e+01 -5.986297e+08 0.000000e+00 -8.666887e+07 3.820162e-11 2.765468e+05 3.072742e+05
 4 30     -1 5.117602e+13 9.000000e+01 -6.142417e+08 0.000000e+00  7.211042e+06 0.000000e+00 0.000000e+00 0.000000e+00
 4 31     -1 5.117602e+13 9.000000e+01 -6.142417e+08 0.000000e+00  7.211042e+06 0.000000e+00 0.000000e+00 0.000000e+00
 5  0     -1 5.492409e+13 0.000000e+00 -1.664583e+09 0.000000e+00  7.964796e+09 0.000000e+00 0.000000e+00 0.000000e+00
 5  1     -1 5.492409e+13 3.000000e+00  7.454479e+08 0.000000e+00  9.979085e+09 0.000000e+00 0.000000e+00 0.000000e+00
 5  2      0 5.492409e+13 6.000000e+00  1.828079e+09 0.000000e+00  1.304134e+10 3.029018e-14 1.773143e+05 1.970159e+05
 5  3      0 5.492409e+13 9.000000e+00  2.579971e+09 0.000000e+00  1.555469e+10 2.679450e-14 1.770522e+05 1.967246e+05
 5  4      0 5.492409e+13 1.200000e+01  3.836482e+09 0.000000e+00  1.719285e+10 4.236522e-14 1.747477e+05 1.941641e+05
 5  5      0 5.492409e+13 1.500000e+01  5.179505e+09 0.000000e+00  1.797318e+10 8.121983e-14 1.702383e+05 1.891537e+05
 5  6      0 5.492409e+13 1.800000e+01  6.140470e+09 0.000000e+00  1.780503e+10 1.444111e-13 1.641997e+05 1.824441e+05
 5  7      0 5.492409e+13 2.100000e+01  6.854955e+09 0.000000e+00  1.698326e+10 2.204990e-13 1.567736e+05 1.741929e+05
 5  8      0 5.492409e+13 2.400000e+01  7.205697e+09 0.000000e+00  1.567689e+10 2.945841e-13 1.489725e+05 1.655250e+05
 5  9      0 5.492409e+13 2.700000e+01  7.202627e+09 0.000000e+00  1.395023e+10 3.562606e-13 1.426140e+05 1.584600e+05
 5 10      0 5.492409e+13 3.000000e+01  6.906875e+09 0.000000e+00  1.197728e+10 4.037521e-13 1.382396e+05 1.535995e+05
 5 11      0 5.492409e+13 3.300000e+01  6.214208e+09 0.000000e+00  9.731885e+09 4.491507e-13 1.351973e+05 1.502192e+05
 5 12      0 5.492409e+13 3.600000e+01  5.302791e+09 0.000000e+00  7.541039e+09 5.046015e-13 1.335899e+05 1.484332e+05
 5 13      0 5.492409e+13 3.900000e+01  4.352861e+09 0.000000e+00  5.695102e+09 5.655444e-13 1.335087e+05 1.483430e+05
 5 14      0 5.492409e+13 4.200000e+01  3.503364e+09 0.000000e+00  4.323302e+09 6.286073e-13 1.343037e+05 1.492264e+05
 5 15      0 5.492409e+13 4.500000e+01  2.833545e+09 0.000000e+00  3.368318e+09 6.956449e-13 1.356784e+05 1.507538e+05
 5 16      0 5.492409e+13 4.800000e+01  2.335611e+09 0.000000e+00  2.705993e+09 7.549108e-13 1.374850e+05 1.527611e+05
 5 17      0 5.492409e+13 5.100000e+01  1.962760e+09 0.000000e+00  2.232164e+09 8.102556e-13 1.400050e+05 1.555611e+05
 5 18      0 5.492409e+13 5.400000e+01  1.657753e+09 0.000000e+00  1.863360e+09 8.815981e-13 1.427817e+05 1.586463e+05
 5 19      0 5.492409e+13 5.700000e+01  1.391115e+09 0.000000e+00  1.543676e+09 9.958898e-13 1.457319e+05 1.619244e+05
 5 20      0 5.492409e+13 6.000000e+01  1.152667e+09 0.000000e+00  1.267742e+09 1.121576e-12 1.493139e+05 1.659044e+05
 5 21      0 5.492409e+13 6.300000e+01  9.141942e+08 0.000000e+00  1.012650e+09 1.301602e-12 1.530571e+05 1.700635e+05
 5 22      0 5.492409e+13 6.600000e+01  6.730180e+08 0.000000e+00  7.630612e+08 1.668833e-12 1.578016e+05 1.753351e+05
 5 23      0 5.492409e+13 6.900000e+01  4.327093e+08 0.000000e+00  5.304567e+08 2.304595e-12 1.636291e+05 1.818101e+05
 5 24      0 5.492409e+13 7.200000e+01  1.806766e+08 0.000000e+00  3.353201e+08 3.605878e-12 1.727382e+05 1.919313e+05
 5 25      0 5.492409e+13 7.500000e+01 -5.700653e+07 0.000000e+00  1.580078e+08 6.411516e-12 1.850492e+05 2.056102e+05
 5 26      0 5.492409e+13 7.800000e+01 -2.970904e+08 0.000000e+00  4.656846e+07 1.154810e-11 2.052559e+05 2.280621e+05
 5 27      0 5.492409e+13 8.100000e+01 -4.513811e+08 0.000000e+00 -3.192901e+07 1.776838e-11 2.287613e+05 2.541792e+05
 5 28      0 5.492409e+13 8.400000e+01 -5.574733e+08 0.000000e+00 -4.716747e+07 2.500782e-11 2.489036e+05 2.765596e+05
 5 29      0 5.492409e+13 8.700000e+01 -6.222616e+08 0.000000e+00 -9.000368e+07 3.498348e-11 2.692540e+05 2.991711e+05
 5 30     -1 5.492409e+13 9.000000e+01 -6.401023e+08 0.000000e+00  2.433452e+06 0.000000e+00 0.000000e+00 0.000000e+00
 5 31     -1 5.492409e+13 9.000000e+01 -6.401023e+08 0.000000e+00  2.433452e+06 0.000000e+00 0.000000e+00 0.000000e+00
 6  0     -1 5.894667e+13 0.000000e+00 -1.608273e+09 0.000000e+00  7.962578e+09 0.000000e+00 0.000000e+00 0.000000e+00
 6  1     -1 5.894667e+13 3.000000e+00  8.822021e+08 0.000000e+00  1.045833e+10 0.000000e+00 0.000000e+00 0.000000e+00
