        r    i inwind converge       v_x       v_y       v_z       vol       rho        ne       t_e   t_e_old      dt_e  dt_e_old       t_r   t_r_old         w  heat_tot heat_tot_  cool_tot      ntot        ip    nioniz      gain macro_bf_ macro_bf_ 
4.801e+13   14      0        0  1.72e+10  0.00e+00  0.00e+00  9.89e+40  6.77e-14  3.47e+10  7.62e+04  7.62e+04 -4.28e+01 -1.50e+02  9.33e+04  9.33e+04  7.52e-01  1.76e+39  1.76e+39  1.76e+39  1.18e+07  2.71e+05  9.67e+06  5.74e-01  0.00e+00  0.00e+00 
5.065e+13   15      0        0  1.74e+10  0.00e+00  0.00e+00  1.17e+41  6.98e-14  3.58e+10  7.38e+04  7.38e+04 -5.99e+01 -1.19e+02  9.03e+04  9.03e+04  7.63e-01  1.89e+39  1.89e+39  1.89e+39  1.19e+07  2.34e+05  9.56e+06  3.65e-01  0.00e+00  0.00e+00 
5.344e+13   16      0        0  1.77e+10  0.00e+00  0.00e+00  1.38e+41  7.18e-14  3.68e+10  7.17e+04  7.18e+04  5.89e+00 -8.23e+01  8.74e+04  8.74e+04  7.70e-01  2.03e+39  2.03e+39  2.03e+39  1.20e+07  2.03e+05  9.44e+06  4.31e-01  3.15e+39  0.00e+00 
5.638e+13   17      0        0  1.79e+10  0.00e+00  0.00e+00  1.64e+41  7.32e-14  3.75e+10  6.99e+04  7.00e+04 -1.93e+01  1.16e+02  8.47e+04  8.47e+04  7.75e-01  2.17e+39  2.17e+39  2.17e+39  1.21e+07  1.77e+05  9.30e+06  4.25e-01  3.68e+39  0.00e+00 
5.949e+13   18      0        0  1.81e+10  0.00e+00  0.00e+00  1.93e+41  7.43e-14  3.80e+10  6.83e+04  6.83e+04  4.68e+00  8.43e+00  8.22e+04  8.21e+04  7.76e-01  2.31e+39  2.31e+39  2.32e+39  1.22e+07  1.55e+05  9.14e+06  2.19e-01  2.65e+39  0.00e+00 
6.276e+13   19      0        0  1.82e+10  0.00e+00  0.00e+00  2.28e+41  7.49e-14  3.83e+10  6.70e+04  6.70e+04 -7.06e-01 -2.49e+00  7.97e+04  7.97e+04  7.77e-01  2.47e+39  2.47e+39  2.47e+39  1.23e+07  1.36e+05  8.97e+06  2.56e-01  1.35e+39  0.00e+00 
6.621e+13   20      0        0  1.84e+10  0.00e+00  0.00e+00  2.69e+41  7.50e-14  3.84e+10  6.54e+04  6.54e+04 -1.07e+02 -2.32e+00  7.73e+04  7.73e+04  7.74e-01  2.63e+39  2.63e+39  2.62e+39  1.24e+07  1.19e+05  8.79e+06  6.78e-01  3.19e+39  0.00e+00 
6.986e+13   21      0        0  1.85e+10  0.00e+00  0.00e+00  3.16e+41  7.47e-14  3.83e+10  6.44e+04  6.44e+04  1.47e+02 -9.60e+01  7.51e+04  7.51e+04  7.70e-01  2.81e+39  2.81e+39  2.79e+39  1.25e+07  1.05e+05  8.60e+06  6.31e-01  9.19e+38  0.00e+00 
7.370e+13   22      0        0  1.85e+10  0.00e+00  0.00e+00  3.72e+41  7.42e-14  3.80e+10  6.33e+04  6.33e+04 -8.15e+00 -5.71e+01  7.28e+04  7.28e+04  7.68e-01  3.00e+39  3.00e+39  2.99e+39  1.26e+07  9.32e+04  8.41e+06  2.97e-01  0.00e+00  0.00e+00 
7.776e+13   23      0        0  1.86e+10  0.00e+00  0.00e+00  4.38e+41  7.34e-14  3.76e+10  6.21e+04  6.21e+04  8.78e+01 -3.86e+02  7.07e+04  7.07e+04  7.63e-01  3.26e+39  3.26e+39  3.24e+39  1.28e+07  8.26e+04  8.20e+06  5.15e-01  1.30e+39  0.00e+00 
8.204e+13   24      0        0  1.86e+10  0.00e+00  0.00e+00  5.14e+41  7.24e-14  3.71e+10  6.08e+04  6.09e+04 -9.51e+01  1.39e+02  6.87e+04  6.86e+04  7.59e-01  3.69e+39  3.69e+39  3.62e+39  1.29e+07  7.33e+04  7.99e+06  1.56e-01  4.65e+39  0.00e+00 
8.656e+13   25      0        0  1.86e+10  0.00e+00  0.00e+00  6.03e+41  7.12e-14  3.65e+10  5.81e+04  5.83e+04  1.76e+02  2.57e+02  6.68e+04  6.67e+04  7.53e-01  4.41e+39  4.41e+39  4.30e+39  1.30e+07  6.51e+04  7.77e+06  6.16e-01  1.97e+39  0.00e+00 
9.132e+13   26      0        0  1.85e+10  0.00e+00  0.00e+00  7.07e+41  6.98e-14  3.58e+10  5.32e+04  5.31e+04  2.13e+01  7.72e+01  6.49e+04  6.49e+04  7.43e-01  1.00e+40  1.00e+40  9.84e+39  1.32e+07  5.76e+04  7.55e+06  3.44e-01  4.43e+39  0.00e+00 
9.635e+13   27      0        0  1.85e+10  0.00e+00  0.00e+00  8.27e+41  6.84e-14  3.50e+10  5.02e+04  5.02e+04  9.95e+00 -6.69e+00  6.32e+04  6.32e+04  7.30e-01  8.05e+40  8.05e+40  8.05e+40  1.33e+07  5.10e+04  7.33e+06  3.44e-01  1.63e+40  0.00e+00 
1.017e+14   28      0        0  1.83e+10  0.00e+00  0.00e+00  9.68e+41  6.71e-14  3.43e+10  4.87e+04  4.86e+04 -3.15e+01  2.69e+01  6.16e+04  6.16e+04  7.18e-01  6.15e+40  6.15e+40  6.06e+40  1.35e+07  4.53e+04  7.12e+06  3.65e-01  1.39e+40  0.00e+00 
1.072e+14   29      0        0  1.82e+10  0.00e+00  0.00e+00  1.13e+42  6.58e-14  3.37e+10  4.71e+04  4.71e+04 -8.60e+00  1.90e+01  6.00e+04  6.00e+04  7.05e-01  7.81e+40  7.81e+40  8.83e+40  1.36e+07  4.03e+04  6.91e+06  1.72e-01  1.39e+40  0.00e+00 
1.131e+14   30      0        0  1.80e+10  0.00e+00  0.00e+00  1.32e+42  6.46e-14  3.31e+10  4.57e+04  4.57e+04 -1.01e+01 -6.26e+00  5.85e+04  5.85e+04  6.93e-01  9.21e+40  9.21e+40  8.14e+40  1.38e+07  3.58e+04  6.71e+06  1.79e-01  4.78e+39  0.00e+00 
1.194e+14   31      0        0  1.78e+10  0.00e+00  0.00e+00  1.54e+42  6.35e-14  3.25e+10  4.43e+04  4.43e+04  5.45e+00  2.56e+00  5.71e+04  5.71e+04  6.78e-01  9.66e+40  9.66e+40  7.81e+40  1.40e+07  3.19e+04  6.51e+06  1.72e-01  4.58e+39  0.00e+00 
1.259e+14   32      0        0  1.76e+10  0.00e+00  0.00e+00  1.79e+42  6.26e-14  3.20e+10  4.29e+04  4.29e+04  1.11e+01 -1.21e+01  5.58e+04  5.58e+04  6.61e-01  1.00e+41  1.00e+41  1.00e+41  1.42e+07  2.83e+04  6.32e+06  5.60e-01  2.52e+39  0.00e+00 
1.329e+14   33      0        0  1.73e+10  0.00e+00  0.00e+00  2.09e+42  6.14e-14  3.14e+10  4.15e+04  4.15e+04  2.88e+01  3.60e+01  5.46e+04  5.46e+04  6.43e-01  1.03e+41  1.03e+41  1.03e+41  1.44e+07  2.52e+04  6.13e+06  6.16e-01  6.31e+39  0.00e+00 
1.402e+14   34      0        0  1.70e+10  0.00e+00  0.00e+00  2.44e+42  5.99e-14  3.07e+10  4.04e+04  4.04e+04  4.73e+01 -1.20e+01  5.34e+04  5.34e+04  6.22e-01  1.06e+41  1.06e+41  1.06e+41  1.45e+07  2.25e+04  5.95e+06  6.68e-01  7.46e+39  0.00e+00 
1.479e+14   35      0        0  1.67e+10  0.00e+00  0.00e+00  2.84e+42  5.82e-14  2.98e+10  3.92e+04  3.92e+04  1.45e+01 -1.07e+01  5.23e+04  5.22e+04  6.01e-01  9.93e+40  9.93e+40  1.07e+41  1.47e+07  2.02e+04  5.76e+06  7.45e-01  6.11e+39  0.00e+00 
1.561e+14   36      0        0  1.64e+10  0.00e+00  0.00e+00  3.30e+42  5.63e-14  2.88e+10  3.83e+04  3.84e+04 -1.81e+02 -4.50e+02  5.12e+04  5.11e+04  5.80e-01  1.01e+41  1.01e+41  1.07e+41  1.48e+07  1.82e+04  5.58e+06  3.86e-01  5.27e+39  0.00e+00 
1.646e+14   37      0        0  1.61e+10  0.00e+00  0.00e+00  3.84e+42  5.41e-14  2.77e+10  3.76e+04  3.71e+04 -8.68e+01 -9.52e+01  5.01e+04  5.00e+04  5.56e-01  6.43e+40  6.43e+40  1.10e+41  1.50e+07  1.63e+04  5.39e+06  5.40e-01  2.66e+39  0.00e+00 
1.737e+14   38      0        1  1.57e+10  0.00e+00  0.00e+00  4.48e+42  5.18e-14  2.65e+10  3.74e+04  3.64e+04 -1.12e+02 -2.97e+02  4.90e+04  4.90e+04  5.33e-01  3.33e+40  3.33e+40  8.78e+40  1.51e+07  1.47e+04  5.20e+06  3.44e-01  1.24e+40  6.92e+38 
1.833e+14   39      0        0  1.54e+10  0.00e+00  0.00e+00  5.22e+42  4.93e-14  2.52e+10  3.53e+04  3.56e+04  2.63e+02 -4.76e+02  4.80e+04  4.80e+04  5.09e-01  7.91e+40  7.91e+40  7.69e+40  1.51e+07  1.33e+04  5.01e+06  2.11e-01  7.37e+39  0.00e+00 
1.934e+14   40      0        1  1.50e+10  0.00e+00  0.00e+00  6.08e+42  4.69e-14  2.40e+10  3.66e+04  3.44e+04 -1.26e+03 -1.80e+03  4.70e+04  4.70e+04  4.85e-01  3.01e+40  3.01e+40  9.26e+40  1.52e+07  1.20e+04  4.83e+06  6.94e-01  1.65e+40  3.26e+38 
2.040e+14   41      0        1  1.47e+10  0.00e+00  0.00e+00  7.09e+42  4.44e-14  2.27e+10  3.59e+04  3.52e+04  1.02e+03 -2.37e+03  4.60e+04  4.61e+04  4.64e-01  2.72e+40  2.72e+40  2.46e+40  1.53e+07  1.09e+04  4.65e+06  3.32e-01  2.34e+40  4.54e+40 
2.152e+14   42      0        0  1.44e+10  0.00e+00  0.00e+00  8.27e+42  4.19e-14  2.14e+10  3.57e+04  3.56e+04  9.81e+01  1.66e+02  4.51e+04  4.51e+04  4.43e-01  2.49e+40  2.49e+40  5.97e+40  1.53e+07  9.87e+03  4.47e+06  4.46e-01  9.12e+39  6.98e+38 
2.271e+14   43      0        1  1.40e+10  0.00e+00  0.00e+00  9.65e+42  3.94e-14  2.02e+10  3.44e+04  3.38e+04 -1.17e+03 -1.13e+01  4.41e+04  4.42e+04  4.22e-01  2.38e+40  2.38e+40  2.15e+40  1.53e+07  8.97e+03  4.29e+06  4.74e-01  1.43e+40  0.00e+00 
2.396e+14   44      0        0  1.37e+10  0.00e+00  0.00e+00  1.13e+43  3.70e-14  1.89e+10  3.40e+04  3.35e+04  1.46e+03 -2.28e+03  4.32e+04  4.33e+04  4.01e-01  2.17e+40  2.17e+40  2.08e+40  1.53e+07  8.18e+03  4.11e+06  4.31e-01  1.37e+40  0.00e+00 
2.528e+14   45      0        0  1.34e+10  0.00e+00  0.00e+00  1.32e+43  3.45e-14  1.77e+10  3.36e+04  3.36e+04  1.35e+01 -1.72e+01  4.23e+04  4.24e+04  3.80e-01  1.98e+40  1.98e+40  1.99e+40  1.53e+07  7.47e+03  3.94e+06  4.42e-01  1.90e+40  0.00e+00 
2.667e+14   46      0        0  1.32e+10  0.00e+00  0.00e+00  1.54e+43  3.22e-14  1.65e+10  3.30e+04  3.30e+04 -6.18e+00  2.07e+01  4.14e+04  4.16e+04  3.59e-01  1.84e+40  1.84e+40  1.85e+40  1.52e+07  6.85e+03  3.78e+06  4.02e-01  1.01e+40  6.29e+38 
2.813e+14   47      0        0  1.29e+10  0.00e+00  0.00e+00  1.80e+43  3.00e-14  1.54e+10  3.24e+04  3.24e+04  4.63e+01 -8.90e+01  4.06e+04  4.07e+04  3.38e-01  1.73e+40  1.73e+40  1.73e+40  1.52e+07  6.28e+03  3.63e+06  4.25e-01  1.76e+40  8.71e+38 
2.968e+14   48      0        0  1.26e+10  0.00e+00  0.00e+00  2.10e+43  2.81e-14  1.44e+10  3.18e+04  3.18e+04 -7.65e+00 -2.77e+01  3.99e+04  3.99e+04  3.18e-01  1.62e+40  1.62e+40  1.63e+40  1.51e+07  5.74e+03  3.48e+06  2.46e-01  6.56e+40  3.03e+40 
3.132e+14   49      0        0  1.24e+10  0.00e+00  0.00e+00  2.46e+43  2.63e-14  1.34e+10  3.13e+04  3.13e+04  2.54e-01 -1.29e+01  3.91e+04  3.92e+04  2.98e-01  1.51e+40  1.51e+40  1.53e+40  1.50e+07  5.23e+03  3.33e+06  1.39e-01  9.02e+39  1.47e+39 
3.304e+14   50      0        0  1.21e+10  0.00e+00  0.00e+00  2.87e+43  2.45e-14  1.25e+10  3.07e+04  3.07e+04  1.80e+00 -7.14e+00  3.84e+04  3.85e+04  2.79e-01  1.42e+40  1.42e+40  1.43e+40  1.49e+07  4.78e+03  3.18e+06  1.00e-01  6.98e+39  1.87e+40 
3.486e+14   51      0        0  1.18e+10  0.00e+00  0.00e+00  3.36e+43  2.29e-14  1.17e+10  3.01e+04  3.02e+04  1.44e+01 -1.77e+01  3.77e+04  3.78e+04  2.60e-01  1.34e+40  1.34e+40  1.35e+40  1.47e+07  4.35e+03  3.04e+06  2.56e-01  5.57e+39  0.00e+00 
3.678e+14   52      0        0  1.16e+10  0.00e+00  0.00e+00  3.94e+43  2.13e-14  1.09e+10  2.96e+04  2.96e+04 -8.11e+01  5.82e+01  3.71e+04  3.71e+04  2.41e-01  1.27e+40  1.27e+40  1.27e+40  1.46e+07  3.97e+03  2.90e+06  6.16e-01  3.53e+39  3.39e+40 
3.880e+14   53      0        0  1.14e+10  0.00e+00  0.00e+00  4.61e+43  1.98e-14  1.01e+10  2.92e+04  2.91e+04 -9.09e+01  1.08e+02  3.65e+04  3.65e+04  2.23e-01  1.21e+40  1.21e+40  1.21e+40  1.44e+07  3.62e+03  2.76e+06  5.60e-01  2.36e+39  1.07e+39 
4.094e+14   54      0        0  1.12e+10  0.00e+00  0.00e+00  5.40e+43  1.84e-14  9.38e+09  2.87e+04  2.87e+04  3.68e+01 -5.34e+01  3.59e+04  3.59e+04  2.05e-01  1.16e+40  1.16e+40  1.14e+40  1.42e+07  3.31e+03  2.63e+06  1.92e-01  0.00e+00  5.50e+39 
4.319e+14   55      0        0  1.11e+10  0.00e+00  0.00e+00  6.32e+43  1.70e-14  8.70e+09  2.82e+04  2.82e+04  1.21e+02 -2.11e+02  3.53e+04  3.54e+04  1.88e-01  1.09e+40  1.09e+40  1.08e+40  1.39e+07  3.03e+03  2.50e+06  3.92e-01  4.66e+38  8.20e+38 
4.557e+14   56      0        0  1.09e+10  0.00e+00  0.00e+00  7.41e+43  1.57e-14  8.05e+09  2.75e+04  2.71e+04  6.53e+02  9.17e+02  3.48e+04  3.49e+04  1.71e-01  1.08e+40  1.08e+40  9.97e+39  1.37e+07  2.77e+03  2.37e+06  4.68e-01  2.03e+38  2.22e+39 
4.808e+14   57      0        0  1.08e+10  0.00e+00  0.00e+00  8.69e+43  1.45e-14  7.44e+09  2.73e+04  2.74e+04  3.80e+02  3.71e+02  3.44e+04  3.44e+04  1.54e-01  1.00e+40  1.00e+40  9.90e+39  1.34e+07  2.53e+03  2.25e+06  7.45e-01  0.00e+00  4.85e+38 
5.072e+14   58      0        1  1.06e+10  0.00e+00  0.00e+00  1.02e+44  1.34e-14  6.88e+09  2.57e+04  2.45e+04  6.79e+01  8.10e+00  3.39e+04  3.39e+04  1.38e-01  1.20e+40  1.20e+40  8.62e+39  1.30e+07  2.29e+03  2.13e+06  4.68e-01  6.58e+38  0.00e+00 
5.351e+14   59      0        0  1.05e+10  0.00e+00  0.00e+00  1.19e+44  1.24e-14  6.34e+09  2.38e+04  2.36e+04  1.21e+02  5.89e+01  3.33e+04  3.33e+04  1.25e-01  1.37e+40  1.37e+40  1.28e+40  1.26e+07  2.04e+03  1.99e+06  2.70e-01  0.00e+00  1.56e+39 
5.646e+14   60      0        0  1.04e+10  0.00e+00  0.00e+00  1.40e+44  1.14e-14  5.83e+09  2.30e+04  2.30e+04 -6.72e+00  3.17e+01  3.29e+04  3.29e+04  1.11e-01  1.11e+40  1.11e+40  1.10e+40  1.22e+07  1.83e+03  1.86e+06  1.79e-01  0.00e+00  3.66e+38 
5.957e+14   61      0        0  1.03e+10  0.00e+00  0.00e+00  1.64e+44  1.05e-14  5.35e+09  2.26e+04  2.26e+04  9.23e+00 -4.36e+01  3.25e+04  3.25e+04  9.70e-02  1.00e+40  1.00e+40  9.97e+39  1.17e+07  1.64e+03  1.73e+06  4.02e-01  0.00e+00  0.00e+00 
6.285e+14   62      0        0  1.02e+10  0.00e+00  0.00e+00  1.93e+44  9.52e-15  4.86e+09  2.23e+04  2.23e+04  2.95e+00 -4.98e+01  3.21e+04  3.21e+04  8.31e-02  8.95e+39  8.95e+39  9.06e+39  1.11e+07  1.45e+03  1.60e+06  1.90e-01  4.43e+37  0.00e+00 
6.631e+14   63      0        0  1.01e+10  0.00e+00  0.00e+00  2.26e+44  8.59e-15  4.38e+09  2.19e+04  2.19e+04  7.86e+01 -4.09e+00  3.18e+04  3.17e+04  6.96e-02  7.88e+39  7.88e+39  7.95e+39  1.05e+07  1.27e+03  1.45e+06  2.32e-01  0.00e+00  0.00e+00 
6.996e+14   64      0        0  1.00e+10  0.00e+00  0.00e+00  2.65e+44  7.69e-15  3.92e+09  2.15e+04  2.15e+04  1.61e+00 -4.14e+01  3.13e+04  3.13e+04  5.59e-02  6.98e+39  6.98e+39  6.91e+39  9.74e+06  1.04e+03  1.28e+06  1.10e-01  0.00e+00  0.00e+00 
7.381e+14   65     -1        0  9.95e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
7.787e+14   66     -1        0  9.95e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
