        r      rcen    i inwind converge     nband      nxtot        xj xave_freq  xsd_freq      fmin      fmax  fmin_mod  fmax_mod spec_mod_  pl_alpha  pl_log_w  exp_temp     exp_w 
2.268e+13 2.330e+13    0     -1        0      0  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
2.392e+13 2.458e+13    1      0        0      0  1.79e+05  1.67e+13  7.22e+14  2.08e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.57e+00 -2.49e+01 -1.71e+04  3.10e-03 
2.524e+13 2.594e+13    2      0        0      0  2.12e+05  1.66e+13  7.16e+14  2.10e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.50e+00 -2.38e+01 -1.78e+04  3.33e-03 
2.663e+13 2.736e+13    3      0        0      0  2.68e+05  1.65e+13  7.13e+14  2.11e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.46e+00 -2.33e+01 -1.82e+04  3.45e-03 
2.810e+13 2.887e+13    4      0        0      0  3.43e+05  1.64e+13  7.11e+14  2.12e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.43e+00 -2.29e+01 -1.85e+04  3.52e-03 
2.964e+13 3.046e+13    5      0        0      0  4.21e+05  1.62e+13  7.09e+14  2.14e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.40e+00 -2.25e+01 -1.88e+04  3.58e-03 
3.127e+13 3.213e+13    6      0        0      0  4.81e+05  1.60e+13  7.07e+14  2.15e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.38e+00 -2.22e+01 -1.90e+04  3.61e-03 
3.299e+13 3.390e+13    7      0        0      0  5.62e+05  1.58e+13  7.06e+14  2.15e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.37e+00 -2.19e+01 -1.93e+04  3.64e-03 
3.481e+13 3.577e+13    8      0        0      0  6.70e+05  1.57e+13  7.03e+14  2.16e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.34e+00 -2.15e+01 -1.96e+04  3.71e-03 
3.673e+13 3.774e+13    9      0        0      0  7.89e+05  1.55e+13  7.02e+14  2.16e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.32e+00 -2.13e+01 -1.98e+04  3.75e-03 
3.875e+13 3.981e+13   10      0        0      0  8.73e+05  1.53e+13  7.01e+14  2.17e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.31e+00 -2.11e+01 -2.00e+04  3.75e-03 
4.088e+13 4.201e+13   11      0        0      0  1.02e+06  1.50e+13  6.99e+14  2.17e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.29e+00 -2.08e+01 -2.02e+04  3.75e-03 
4.313e+13 4.432e+13   12      0        0      0  1.19e+06  1.48e+13  6.99e+14  2.17e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.29e+00 -2.08e+01 -2.02e+04  3.71e-03 
4.551e+13 4.676e+13   13      0        0      0  1.42e+06  1.47e+13  6.98e+14  2.18e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.28e+00 -2.06e+01 -2.04e+04  3.74e-03 
4.801e+13 4.933e+13   14      0        0      0  1.68e+06  1.45e+13  6.97e+14  2.19e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.26e+00 -2.04e+01 -2.06e+04  3.75e-03 
5.065e+13 5.205e+13   15      0        0      0  1.97e+06  1.43e+13  6.95e+14  2.19e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.23e+00 -2.00e+01 -2.10e+04  3.79e-03 
5.344e+13 5.491e+13   16      0        0      0  2.30e+06  1.40e+13  6.93e+14  2.19e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.22e+00 -1.98e+01 -2.12e+04  3.78e-03 
5.638e+13 5.793e+13   17      0        0      0  2.68e+06  1.37e+13  6.92e+14  2.20e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.20e+00 -1.96e+01 -2.15e+04  3.78e-03 
5.949e+13 6.112e+13   18      0        0      0  3.06e+06  1.34e+13  6.90e+14  2.20e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.18e+00 -1.92e+01 -2.18e+04  3.79e-03 
6.276e+13 6.449e+13   19      0        0      0  3.55e+06  1.31e+13  6.88e+14  2.21e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.16e+00 -1.90e+01 -2.21e+04  3.77e-03 
6.621e+13 6.804e+13   20      0        0      0  4.06e+06  1.28e+13  6.86e+14  2.22e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.14e+00 -1.87e+01 -2.24e+04  3.76e-03 
6.986e+13 7.178e+13   21      0        0      0  4.65e+06  1.24e+13  6.85e+14  2.22e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.13e+00 -1.85e+01 -2.26e+04  3.70e-03 
7.370e+13 7.573e+13   22      0        0      0  5.29e+06  1.20e+13  6.83e+14  2.22e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.11e+00 -1.83e+01 -2.30e+04  3.68e-03 
7.776e+13 7.990e+13   23      0        0      0  5.98e+06  1.16e+13  6.81e+14  2.23e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.09e+00 -1.80e+01 -2.33e+04  3.63e-03 
8.204e+13 8.430e+13   24      0        0      0  6.73e+06  1.12e+13  6.80e+14  2.23e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.08e+00 -1.78e+01 -2.36e+04  3.57e-03 
8.656e+13 8.894e+13   25      0        0      0  7.58e+06  1.08e+13  6.78e+14  2.24e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.05e+00 -1.74e+01 -2.41e+04  3.53e-03 
9.132e+13 9.383e+13   26      0        0      0  8.50e+06  1.05e+13  6.76e+14  2.25e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.03e+00 -1.72e+01 -2.45e+04  3.48e-03 
9.635e+13 9.900e+13   27      0        0      0  9.45e+06  1.00e+13  6.74e+14  2.25e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  1.01e+00 -1.69e+01 -2.49e+04  3.42e-03 
1.017e+14 1.044e+14   28      0        0      0  1.04e+07  9.61e+12  6.72e+14  2.26e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  9.92e-01 -1.66e+01 -2.54e+04  3.35e-03 
1.072e+14 1.102e+14   29      0        0      0  1.15e+07  9.19e+12  6.70e+14  2.27e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  9.67e-01 -1.62e+01 -2.59e+04  3.30e-03 
1.131e+14 1.163e+14   30      0        0      0  1.26e+07  8.77e+12  6.68e+14  2.27e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  9.49e-01 -1.60e+01 -2.64e+04  3.21e-03 
1.194e+14 1.227e+14   31      0        0      0  1.39e+07  8.34e+12  6.65e+14  2.27e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  9.26e-01 -1.57e+01 -2.70e+04  3.13e-03 
1.259e+14 1.294e+14   32      0        0      0  1.51e+07  7.91e+12  6.63e+14  2.28e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  9.04e-01 -1.54e+01 -2.75e+04  3.05e-03 
1.329e+14 1.365e+14   33      0        0      0  1.62e+07  7.48e+12  6.61e+14  2.29e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  8.86e-01 -1.51e+01 -2.80e+04  2.94e-03 
1.402e+14 1.441e+14   34      0        0      0  1.75e+07  7.04e+12  6.59e+14  2.29e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  8.64e-01 -1.48e+01 -2.87e+04  2.84e-03 
1.479e+14 1.520e+14   35      0        0      0  1.86e+07  6.62e+12  6.57e+14  2.30e+14  1.00e+14  1.00e+15  1.00e+14  1.00e+15  1.00e+00  8.42e-01 -1.45e+01 -2.93e+04  2.74e-03 
