        r    i inwind converge       v_x       v_y       v_z   dv_x_dx   dv_y_dx   dv_z_dx   dv_x_dy   dv_y_dy   dv_z_dy   dv_x_dz   dv_y_dz   dv_z_dz     div_v  dvds_max     gamma    dfudge 
4.310e+12    0     -1        0  4.89e+07  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
4.525e+12    1      0        0  2.06e+08  0.00e+00  0.00e+00  4.78e-04 -7.55e-15  4.32e-04  0.00e+00  4.55e-05  0.00e+00  4.32e-04 -7.55e-15  4.78e-04  1.23e-03  1.09e-03  1.00e+00  1.00e+05 
4.750e+12    2      0        0  4.51e+08  0.00e+00  0.00e+00  6.19e-04 -7.62e-14  5.24e-04  0.00e+00  9.49e-05  0.00e+00  5.24e-04 -7.62e-14  6.19e-04  1.44e-03  1.20e-03  1.00e+00  1.00e+05 
4.986e+12    3      0        0  7.34e+08  0.00e+00  0.00e+00  7.14e-04 -3.12e-13  5.67e-04  0.00e+00  1.47e-04  0.00e+00  5.67e-04 -3.12e-13  7.14e-04  1.72e-03  1.37e-03  1.00e+00  1.00e+05 
5.234e+12    4      0        0  1.07e+09  0.00e+00  0.00e+00  8.23e-04 -9.28e-13  6.18e-04  0.00e+00  2.05e-04  0.00e+00  6.18e-04 -9.28e-13  8.23e-04  1.99e-03  1.52e-03  1.00e+00  1.00e+05 
5.495e+12    5      0        0  1.47e+09  0.00e+00  0.00e+00  9.37e-04 -2.27e-12  6.70e-04  0.00e+00  2.67e-04  0.00e+00  6.70e-04 -2.27e-12  9.37e-04  2.30e-03  1.70e-03  1.00e+00  1.00e+05 
5.768e+12    6      0        0  1.93e+09  0.00e+00  0.00e+00  1.08e-03 -4.94e-12  7.40e-04  0.00e+00  3.36e-04  0.00e+00  7.40e-04 -4.94e-12  1.08e-03  2.68e-03  1.94e-03  1.00e+00  1.00e+05 
6.055e+12    7      0        0  2.49e+09  0.00e+00  0.00e+00  1.22e-03 -1.01e-11  8.13e-04  0.00e+00  4.12e-04  0.00e+00  8.13e-04 -1.01e-11  1.22e-03  3.05e-03  2.15e-03  1.00e+00  1.00e+05 
6.356e+12    8      0        0  3.13e+09  0.00e+00  0.00e+00  1.35e-03 -1.93e-11  8.55e-04  0.00e+00  4.95e-04  0.00e+00  8.55e-04 -1.93e-11  1.35e-03  3.35e-03  2.30e-03  1.01e+00  1.00e+05 
6.672e+12    9      0        0  3.85e+09  0.00e+00  0.00e+00  1.41e-03 -3.43e-11  8.26e-04  0.00e+00  5.82e-04  0.00e+00  8.26e-04 -3.43e-11  1.41e-03  3.44e-03  2.27e-03  1.01e+00  1.00e+05 
7.004e+12   10      0        0  4.58e+09  0.00e+00  0.00e+00  1.37e-03 -5.55e-11  7.04e-04  0.00e+00  6.61e-04  0.00e+00  7.04e-04 -5.55e-11  1.37e-03  3.33e-03  2.13e-03  1.01e+00  1.00e+05 
7.353e+12   11      0        0  5.26e+09  0.00e+00  0.00e+00  1.29e-03 -8.07e-11  5.66e-04  0.00e+00  7.26e-04  0.00e+00  5.66e-04 -8.07e-11  1.29e-03  3.28e-03  1.92e-03  1.02e+00  1.00e+05 
7.719e+12   12      0        0  5.90e+09  0.00e+00  0.00e+00  1.24e-03 -1.10e-10  4.59e-04  0.00e+00  7.80e-04  0.00e+00  4.59e-04 -1.10e-10  1.24e-03  3.23e-03  1.77e-03  1.02e+00  1.00e+05 
8.103e+12   13      0        0  6.53e+09  0.00e+00  0.00e+00  1.19e-03 -1.43e-10  3.60e-04  0.00e+00  8.25e-04  0.00e+00  3.60e-04 -1.43e-10  1.19e-03  3.16e-03  1.63e-03  1.02e+00  1.00e+05 
8.506e+12   14      0        0  7.12e+09  0.00e+00  0.00e+00  1.14e-03 -1.79e-10  2.76e-04  0.00e+00  8.62e-04  0.00e+00  2.76e-04 -1.79e-10  1.14e-03  3.12e-03  1.50e-03  1.03e+00  1.00e+05 
8.929e+12   15      0        0  7.69e+09  0.00e+00  0.00e+00  1.12e-03 -2.19e-10  2.30e-04  0.00e+00  8.92e-04  0.00e+00  2.30e-04 -2.19e-10  1.12e-03  3.15e-03  1.45e-03  1.03e+00  1.00e+05 
9.373e+12   16      0        0  8.29e+09  0.00e+00  0.00e+00  1.10e-03 -2.64e-10  1.75e-04  0.00e+00  9.20e-04  0.00e+00  1.75e-04 -2.64e-10  1.10e-03  3.06e-03  1.38e-03  1.04e+00  1.00e+05 
9.839e+12   17      0        0  8.85e+09  0.00e+00  0.00e+00  1.03e-03 -3.11e-10  9.27e-05  0.00e+00  9.41e-04  0.00e+00  9.27e-05 -3.11e-10  1.03e-03  2.95e-03  1.24e-03  1.05e+00  1.00e+05 
