       x        z    i    j inwind converge       v_x       v_y       v_z   dv_x_dx   dv_y_dx   dv_z_dx   dv_x_dy   dv_y_dy   dv_z_dy   dv_x_dz   dv_y_dz   dv_z_dz     div_v  dvds_max     gamma    dfudge 
4.12e+13 9.94e+13   14    7      0        0  5.05e+09  0.00e+00  1.42e+10 -5.37e-05 -1.54e-16 -6.51e-06  0.00e+00  0.00e+00  0.00e+00 -6.32e-04 -1.54e-16  1.53e-04  7.01e-05  3.85e-04  1.16e+00  6.26e+05 
4.63e+13 9.71e+13   14    8      0        0  4.82e+09  0.00e+00  1.15e+10 -1.08e-04 -3.47e-16  8.64e-06  0.00e+00  0.00e+00  0.00e+00 -5.93e-04  6.94e-17  1.56e-04  2.78e-05  3.44e-04  1.10e+00  6.26e+05 
5.13e+13 9.45e+13   14    9      0        0  4.25e+09  0.00e+00  8.72e+09 -1.27e-04 -9.62e-17  2.38e-05  0.00e+00  0.00e+00  0.00e+00 -4.87e-04 -3.21e-16  1.45e-04  1.35e-05  2.78e-04  1.06e+00  6.26e+05 
5.62e+13 9.17e+13   14   10      0        0  3.67e+09  0.00e+00  6.57e+09 -1.02e-04  0.00e+00  2.49e-05  0.00e+00  0.00e+00  0.00e+00 -3.34e-04  1.69e-16  1.17e-04  1.60e-05  1.97e-04  1.03e+00  6.26e+05 
6.09e+13 8.86e+13   14   11      0        0  3.25e+09  0.00e+00  5.17e+09 -6.78e-05  2.47e-16  2.30e-05  0.00e+00  0.00e+00  0.00e+00 -2.07e-04  4.57e-16  8.85e-05  1.68e-05  1.31e-04  1.02e+00  6.26e+05 
6.55e+13 8.53e+13   14   12      0        0  2.96e+09  0.00e+00  4.26e+09 -4.72e-05 -3.70e-18  2.00e-05  0.00e+00  0.00e+00  0.00e+00 -1.35e-04 -1.89e-16  6.84e-05  2.07e-05  9.22e-05  1.02e+00  6.26e+05 
6.99e+13 8.18e+13   14   13      0        0  2.73e+09  0.00e+00  3.59e+09 -3.47e-05 -2.44e-16  2.01e-05  0.00e+00  0.00e+00  0.00e+00 -9.66e-05 -1.62e-16  5.78e-05  2.26e-05  7.15e-05  1.01e+00  6.26e+05 
7.40e+13 7.80e+13   14   14      0        0  2.54e+09  0.00e+00  3.07e+09 -2.80e-05  6.21e-17  2.28e-05  0.00e+00  0.00e+00  0.00e+00 -7.31e-05 -5.48e-17  5.18e-05  2.29e-05  5.90e-05  1.01e+00  6.26e+05 
7.80e+13 7.40e+13   14   15      0        0  2.35e+09  0.00e+00  2.64e+09 -2.41e-05 -3.73e-17  2.70e-05  0.00e+00  0.00e+00  0.00e+00 -5.78e-05 -1.77e-16  4.91e-05  2.41e-05  5.21e-05  1.01e+00  6.26e+05 
8.18e+13 6.99e+13   14   16      0        0  2.16e+09  0.00e+00  2.26e+09 -2.06e-05  6.26e-17  2.90e-05  0.00e+00  0.00e+00  0.00e+00 -4.62e-05  1.40e-16  4.56e-05  2.23e-05  4.67e-05  1.01e+00  6.26e+05 
8.53e+13 6.55e+13   14   17      0        0  1.97e+09  0.00e+00  1.94e+09 -1.80e-05 -1.00e-16  2.94e-05  0.00e+00  0.00e+00  0.00e+00 -3.80e-05 -7.60e-17  4.15e-05  2.19e-05  4.18e-05  1.00e+00  6.26e+05 
8.86e+13 6.09e+13   14   18      0        0  1.79e+09  0.00e+00  1.65e+09 -1.44e-05 -2.21e-17  2.98e-05  0.00e+00  0.00e+00  0.00e+00 -3.14e-05 -5.78e-17  3.94e-05  2.38e-05  3.95e-05  1.00e+00  6.26e+05 
9.17e+13 5.62e+13   14   19      0        0  1.62e+09  0.00e+00  1.40e+09 -1.07e-05 -9.83e-17  2.90e-05  0.00e+00  0.00e+00  0.00e+00 -2.53e-05 -1.54e-16  3.72e-05  2.38e-05  3.73e-05  1.00e+00  6.26e+05 
9.45e+13 5.13e+13   14   20      0        0  1.46e+09  0.00e+00  1.17e+09 -9.53e-06 -9.48e-17  2.98e-05  0.00e+00  0.00e+00  0.00e+00 -2.21e-05 -1.42e-17  3.64e-05  2.48e-05  3.67e-05  1.00e+00  6.26e+05 
9.71e+13 4.63e+13   14   21      0        0  1.29e+09  0.00e+00  9.35e+08 -1.12e-05  3.71e-17  3.42e-05  0.00e+00  0.00e+00  0.00e+00 -2.06e-05 -2.81e-18  3.73e-05  2.34e-05  3.82e-05  1.00e+00  6.26e+05 
9.94e+13 4.12e+13   14   22      0        0  1.08e+09  0.00e+00  7.05e+08 -1.45e-05  2.00e-17  4.12e-05  0.00e+00  0.00e+00  0.00e+00 -1.78e-05 -9.84e-18  3.69e-05  1.72e-05  3.94e-05  1.00e+00  6.26e+05 
1.01e+14 3.59e+13   14   23      0        0  8.17e+08  0.00e+00  4.91e+08 -2.53e-05  6.70e-17  6.24e-05  0.00e+00  0.00e+00  0.00e+00 -1.90e-05  4.03e-17  4.06e-05  7.71e-06  4.71e-05  1.00e+00  6.26e+05 
1.03e+14 3.05e+13   14   24      0        0  3.46e+08  0.00e+00  2.20e+08 -4.49e-05 -2.58e-18  1.01e-04  0.00e+00  0.00e+00  0.00e+00 -2.51e-05  3.55e-18  4.97e-05  3.68e-06  6.30e-05  1.00e+00  6.26e+05 
1.05e+14 2.51e+13   14   25      0        0 -3.77e+08  0.00e+00 -1.08e+08 -3.85e-05 -1.53e-17  9.32e-05  0.00e+00  0.00e+00  0.00e+00 -1.99e-05 -2.67e-18  4.06e-05  1.21e-06  5.50e-05  1.00e+00  6.26e+05 
1.06e+14 1.96e+13   14   26      0        0 -7.41e+08  0.00e+00 -2.62e+08 -1.34e-05 -1.20e-17  3.94e-05  0.00e+00  0.00e+00  0.00e+00 -7.79e-06 -2.39e-19  1.53e-05 -1.56e-06  2.23e-05  1.00e+00  6.26e+05 
1.07e+14 1.40e+13   14   27      0        0 -8.25e+08  0.00e+00 -2.87e+08 -3.71e-06  4.22e-17  1.40e-05  0.00e+00  0.00e+00  0.00e+00 -2.07e-06  1.79e-17 -7.40e-07 -7.55e-06  8.38e-06  1.00e+00  6.26e+05 
1.07e+14 8.44e+12   14   28      0        0 -8.98e+08  0.00e+00 -2.58e+08 -1.71e-06  2.27e-17  1.18e-05  0.00e+00  0.00e+00  0.00e+00  1.00e-07  7.15e-18 -1.11e-05 -1.72e-05  1.39e-05  1.00e+00  6.26e+05 
1.08e+14 2.82e+12   14   29      0        0 -9.54e+08  0.00e+00 -1.68e+08 -3.81e-07  2.73e-17  6.84e-06  0.00e+00  0.00e+00  0.00e+00  1.98e-06  2.81e-20 -2.70e-05 -3.58e-05  2.77e-05  1.00e+00  6.26e+05 
1.08e+14 6.59e-03   14   30     -2        0 -9.72e+08  0.00e+00  3.62e+07  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.08e+14 6.59e-03   14   31     -2        0 -9.72e+08  0.00e+00  3.62e+07  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
3.02e+12 1.15e+14   15    0     -2        0 -1.37e+09  0.00e+00  8.60e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
9.06e+12 1.15e+14   15    1     -2        0  1.38e+09  0.00e+00  1.40e+10  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.51e+13 1.14e+14   15    2      0        0  1.65e+09  0.00e+00  1.86e+10  1.69e-04  4.37e-17 -9.67e-06  0.00e+00  0.00e+00  0.00e+00  8.91e-04  3.50e-16 -2.96e-05  2.43e-04  5.21e-04  1.28e+00  6.26e+05 
2.10e+13 1.14e+14   15    3      0        0  2.76e+09  0.00e+00  2.03e+10  2.60e-04 -1.00e-16 -2.97e-05  0.00e+00  0.00e+00  0.00e+00  2.63e-04  8.03e-16 -3.22e-06  2.52e-04  3.04e-04  1.37e+00  6.26e+05 
2.69e+13 1.12e+14   15    4      0        0  3.78e+09  0.00e+00  2.01e+10  1.95e-04  0.00e+00 -3.73e-05  0.00e+00  0.00e+00  0.00e+00 -2.41e-04  8.04e-16  5.32e-05  2.17e-04  2.80e-04  1.37e+00  6.26e+05 
3.28e+13 1.11e+14   15    5      0        0  4.54e+09  0.00e+00  1.87e+10  9.27e-05  1.82e-16 -3.24e-05  0.00e+00  0.00e+00  0.00e+00 -5.34e-04  7.27e-16  1.05e-04  1.62e-04  3.82e-04  1.30e+00  6.26e+05 
3.85e+13 1.09e+14   15    6      0        0  4.91e+09  0.00e+00  1.63e+10  1.28e-07  1.58e-16 -1.48e-05  0.00e+00  0.00e+00  0.00e+00 -6.20e-04  9.48e-16  1.34e-04  9.49e-05  3.91e-04  1.22e+00  6.26e+05 
4.42e+13 1.07e+14   15    7      0        0  4.88e+09  0.00e+00  1.36e+10 -6.30e-05 -6.97e-17 -2.57e-07  0.00e+00  0.00e+00  0.00e+00 -6.05e-04 -4.18e-16  1.43e-04  5.43e-05  3.59e-04  1.14e+00  6.26e+05 
4.97e+13 1.04e+14   15    8      0        0  4.56e+09  0.00e+00  1.07e+10 -1.03e-04 -6.31e-17  1.02e-05  0.00e+00  0.00e+00  0.00e+00 -5.43e-04 -3.78e-16  1.41e-04  2.45e-05  3.12e-04  1.09e+00  6.26e+05 
5.51e+13 1.01e+14   15    9      0        0  4.01e+09  0.00e+00  8.08e+09 -1.09e-04 -1.62e-16  2.14e-05  0.00e+00  0.00e+00  0.00e+00 -4.21e-04 -3.83e-16  1.26e-04  1.29e-05  2.40e-04  1.05e+00  6.26e+05 
6.03e+13 9.84e+13   15   10      0        0  3.47e+09  0.00e+00  6.13e+09 -8.11e-05 -3.54e-17  2.06e-05  0.00e+00  0.00e+00  0.00e+00 -2.74e-04 -3.97e-16  9.89e-05  1.87e-05  1.64e-04  1.03e+00  6.26e+05 
6.54e+13 9.51e+13   15   11      0        0  3.14e+09  0.00e+00  4.91e+09 -5.29e-05  9.04e-17  1.80e-05  0.00e+00  0.00e+00  0.00e+00 -1.69e-04 -1.81e-16  7.37e-05  1.94e-05  1.09e-04  1.02e+00  6.26e+05 
7.03e+13 9.16e+13   15   12      0        0  2.88e+09  0.00e+00  4.08e+09 -3.71e-05 -6.19e-17  1.65e-05  0.00e+00  0.00e+00  0.00e+00 -1.14e-04 -8.95e-17  5.86e-05  2.42e-05  7.90e-05  1.01e+00  6.26e+05 
7.50e+13 8.78e+13   15   13      0        0  2.69e+09  0.00e+00  3.47e+09 -2.60e-05 -5.13e-18  1.59e-05  0.00e+00  0.00e+00  0.00e+00 -8.19e-05 -4.79e-17  4.97e-05  2.30e-05  6.21e-05  1.01e+00  6.26e+05 
7.95e+13 8.37e+13   15   14      0        0  2.53e+09  0.00e+00  3.00e+09 -2.20e-05 -1.51e-16  1.84e-05  0.00e+00  0.00e+00  0.00e+00 -6.30e-05 -2.43e-16  4.46e-05  2.13e-05  5.13e-05  1.01e+00  6.26e+05 
8.37e+13 7.95e+13   15   15      0        0  2.37e+09  0.00e+00  2.59e+09 -2.00e-05 -3.56e-17  2.27e-05  0.00e+00  0.00e+00  0.00e+00 -5.09e-05  1.70e-17  4.24e-05  2.07e-05  4.54e-05  1.01e+00  6.26e+05 
8.78e+13 7.50e+13   15   16      0        0  2.19e+09  0.00e+00  2.24e+09 -1.89e-05 -3.38e-17  2.66e-05  0.00e+00  0.00e+00  0.00e+00 -4.24e-05 -7.78e-17  4.16e-05  2.21e-05  4.26e-05  1.01e+00  6.26e+05 
9.16e+13 7.03e+13   15   17      0        0  1.99e+09  0.00e+00  1.91e+09 -1.61e-05  9.78e-17  2.72e-05  0.00e+00  0.00e+00  0.00e+00 -3.49e-05  8.48e-17  3.86e-05  2.37e-05  3.88e-05  1.00e+00  6.26e+05 
9.51e+13 6.54e+13   15   18      0        0  1.83e+09  0.00e+00  1.63e+09 -1.19e-05 -1.21e-16  2.66e-05  0.00e+00  0.00e+00  0.00e+00 -2.78e-05 -6.78e-17  3.55e-05  2.46e-05  3.55e-05  1.00e+00  6.26e+05 
9.84e+13 6.03e+13   15   19      0        0  1.66e+09  0.00e+00  1.39e+09 -9.53e-06 -5.38e-17  2.77e-05  0.00e+00  0.00e+00  0.00e+00 -2.29e-05  5.88e-18  3.46e-05  2.58e-05  3.47e-05  1.00e+00  6.26e+05 
1.01e+14 5.51e+13   15   20      0        0  1.50e+09  0.00e+00  1.15e+09 -9.14e-06 -3.99e-17  2.83e-05  0.00e+00  0.00e+00  0.00e+00 -2.07e-05  5.12e-17  3.41e-05  2.41e-05  3.44e-05  1.00e+00  6.26e+05 
1.04e+14 4.97e+13   15   21      0        0  1.33e+09  0.00e+00  9.22e+08 -1.14e-05 -2.34e-17  3.18e-05  0.00e+00  0.00e+00  0.00e+00 -1.89e-05 -2.30e-17  3.40e-05  1.71e-05  3.49e-05  1.00e+00  6.26e+05 
1.07e+14 4.42e+13   15   22      0        0  1.11e+09  0.00e+00  7.00e+08 -1.76e-05  2.23e-17  4.25e-05  0.00e+00  0.00e+00  0.00e+00 -1.78e-05 -2.89e-17  3.57e-05  1.08e-05  3.84e-05  1.00e+00  6.26e+05 
1.09e+14 3.85e+13   15   23      0        0  7.91e+08  0.00e+00  4.59e+08 -3.23e-05  2.64e-17  6.77e-05  0.00e+00  0.00e+00  0.00e+00 -2.19e-05  3.49e-18  4.24e-05  4.86e-06  4.89e-05  1.00e+00  6.26e+05 
1.11e+14 3.28e+13   15   24      0        0  2.37e+08  0.00e+00  1.47e+08 -4.74e-05  2.67e-18  9.82e-05  0.00e+00  0.00e+00  0.00e+00 -2.58e-05  4.66e-19  4.83e-05  2.62e-06  6.05e-05  1.00e+00  6.26e+05 
1.12e+14 2.69e+13   15   25      0        0 -4.69e+08  0.00e+00 -1.70e+08 -3.22e-05 -1.67e-17  8.03e-05  0.00e+00  0.00e+00  0.00e+00 -1.66e-05 -5.87e-18  3.43e-05  1.21e-06  4.71e-05  1.00e+00  6.26e+05 
1.14e+14 2.10e+13   15   26      0        0 -7.64e+08  0.00e+00 -2.89e+08 -7.96e-06 -3.02e-17  2.98e-05  0.00e+00  0.00e+00  0.00e+00 -4.91e-06  4.78e-18  1.02e-05 -1.06e-06  1.65e-05  1.00e+00  6.26e+05 
1.14e+14 1.51e+13   15   27      0        0 -8.28e+08  0.00e+00 -2.98e+08 -1.37e-06  6.34e-17  1.12e-05  0.00e+00  0.00e+00  0.00e+00 -4.70e-07  2.88e-17 -2.45e-06 -6.31e-06  7.30e-06  1.00e+00  6.26e+05 
1.15e+14 9.06e+12   15   28      0        0 -8.95e+08  0.00e+00 -2.62e+08 -1.17e-07  1.19e-17  1.03e-05  0.00e+00  0.00e+00  0.00e+00  1.08e-06 -1.16e-18 -1.19e-05 -1.60e-05  1.42e-05  1.00e+00  6.26e+05 
1.15e+14 3.02e+12   15   29      0        0 -9.47e+08  0.00e+00 -1.59e+08  1.13e-06 -4.76e-17  6.08e-06  0.00e+00  0.00e+00  0.00e+00  2.23e-06 -4.47e-18 -2.67e-05 -3.23e-05  2.73e-05  1.00e+00  6.26e+05 
1.15e+14 7.07e-03   15   30     -2        0 -9.65e+08  0.00e+00  4.96e+07  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.15e+14 7.07e-03   15   31     -2        0 -9.65e+08  0.00e+00  4.96e+07  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
3.24e+12 1.24e+14   16    0     -2        0 -1.35e+09  0.00e+00  8.62e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
9.72e+12 1.24e+14   16    1     -2        0  1.39e+09  0.00e+00  1.43e+10  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.62e+13 1.23e+14   16    2      0        0  1.71e+09  0.00e+00  1.90e+10  1.68e-04 -4.20e-17 -1.03e-05  0.00e+00  0.00e+00  0.00e+00  8.49e-04  0.00e+00 -3.49e-05  2.26e-04  4.98e-04  1.30e+00  6.26e+05 
2.26e+13 1.22e+14   16    3      0        0  2.84e+09  0.00e+00  2.06e+10  2.39e-04  9.58e-17 -2.92e-05  0.00e+00  0.00e+00  0.00e+00  1.85e-04  7.66e-16 -1.83e-06  2.28e-04  2.62e-04  1.39e+00  6.26e+05 
2.89e+13 1.20e+14   16    4      0        0  3.82e+09  0.00e+00  2.02e+10  1.63e-04 -9.38e-17 -3.04e-05  0.00e+00  0.00e+00  0.00e+00 -3.06e-04  0.00e+00  5.81e-05  1.86e-04  2.86e-04  1.37e+00  6.26e+05 
3.52e+13 1.19e+14   16    5      0        0  4.47e+09  0.00e+00  1.84e+10  6.81e-05 -1.66e-16 -2.56e-05  0.00e+00  0.00e+00  0.00e+00 -5.57e-04  0.00e+00  1.04e-04  1.39e-04  3.78e-04  1.29e+00  6.26e+05 
4.14e+13 1.17e+14   16    6      0        0  4.79e+09  0.00e+00  1.58e+10 -1.04e-05  0.00e+00 -1.28e-05  0.00e+00  0.00e+00  0.00e+00 -6.06e-04  5.73e-16  1.26e-04  8.11e-05  3.75e-04  1.20e+00  6.26e+05 
4.74e+13 1.14e+14   16    7      0        0  4.71e+09  0.00e+00  1.29e+10 -6.75e-05  1.90e-16  3.53e-06  0.00e+00  0.00e+00  0.00e+00 -5.71e-04 -2.53e-16  1.31e-04  3.87e-05  3.32e-04  1.13e+00  6.26e+05 
5.33e+13 1.12e+14   16    8      0        0  4.32e+09  0.00e+00  1.00e+10 -9.70e-05  2.87e-16  1.16e-05  0.00e+00  0.00e+00  0.00e+00 -4.90e-04  8.05e-16  1.26e-04  1.94e-05  2.78e-04  1.07e+00  6.26e+05 
5.91e+13 1.09e+14   16    9      0        0  3.78e+09  0.00e+00  7.49e+09 -9.20e-05 -2.71e-17  1.81e-05  0.00e+00  0.00e+00  0.00e+00 -3.58e-04 -5.41e-17  1.08e-04  1.26e-05  2.05e-04  1.04e+00  6.26e+05 
6.47e+13 1.06e+14   16   10      0        0  3.32e+09  0.00e+00  5.77e+09 -6.36e-05 -3.54e-16  1.71e-05  0.00e+00  0.00e+00  0.00e+00 -2.22e-04 -3.80e-16  8.30e-05  1.81e-05  1.36e-04  1.03e+00  6.26e+05 
7.02e+13 1.02e+14   16   11      0        0  3.04e+09  0.00e+00  4.70e+09 -4.07e-05  2.42e-16  1.31e-05  0.00e+00  0.00e+00  0.00e+00 -1.39e-04  4.59e-16  6.08e-05  1.80e-05  9.10e-05  1.02e+00  6.26e+05 
7.54e+13 9.83e+13   16   12      0        0  2.83e+09  0.00e+00  3.95e+09 -2.81e-05  2.37e-16  1.34e-05  0.00e+00  0.00e+00  0.00e+00 -9.60e-05  2.82e-16  5.01e-05  2.17e-05  6.79e-05  1.01e+00  6.26e+05 
8.05e+13 9.42e+13   16   13      0        0  2.67e+09  0.00e+00  3.39e+09 -2.07e-05  9.07e-17  1.40e-05  0.00e+00  0.00e+00  0.00e+00 -7.10e-05  1.97e-16  4.47e-05  2.30e-05  5.53e-05  1.01e+00  6.26e+05 
8.53e+13 8.99e+13   16   14      0        0  2.53e+09  0.00e+00  2.93e+09 -1.77e-05 -8.40e-17  1.60e-05  0.00e+00  0.00e+00  0.00e+00 -5.54e-05 -2.65e-16  4.07e-05  2.26e-05  4.67e-05  1.01e+00  6.26e+05 
8.99e+13 8.53e+13   16   15      0        0  2.38e+09  0.00e+00  2.54e+09 -1.64e-05  5.13e-17  1.93e-05  0.00e+00  0.00e+00  0.00e+00 -4.51e-05  1.26e-16  3.80e-05  2.02e-05  4.09e-05  1.01e+00  6.26e+05 
9.42e+13 8.05e+13   16   16      0        0  2.22e+09  0.00e+00  2.20e+09 -1.58e-05  4.73e-17  2.22e-05  0.00e+00  0.00e+00  0.00e+00 -3.76e-05  2.84e-17  3.63e-05  1.90e-05  3.74e-05  1.01e+00  6.26e+05 
9.83e+13 7.54e+13   16   17      0        0  2.05e+09  0.00e+00  1.90e+09 -1.33e-05 -1.31e-16  2.38e-05  0.00e+00  0.00e+00  0.00e+00 -3.06e-05 -8.06e-17  3.46e-05  1.95e-05  3.48e-05  1.00e+00  6.26e+05 
1.02e+14 7.02e+13   16   18      0        0  1.88e+09  0.00e+00  1.63e+09 -1.02e-05  8.16e-17  2.39e-05  0.00e+00  0.00e+00  0.00e+00 -2.46e-05  5.02e-17  3.23e-05  1.94e-05  3.23e-05  1.00e+00  6.26e+05 
1.06e+14 6.47e+13   16   19      0        0  1.73e+09  0.00e+00  1.39e+09 -9.18e-06 -3.53e-18  2.49e-05  0.00e+00  0.00e+00  0.00e+00 -2.13e-05  2.02e-17  3.16e-05  1.94e-05  3.17e-05  1.00e+00  6.26e+05 
1.09e+14 5.91e+13   16   20      0        0  1.56e+09  0.00e+00  1.15e+09 -1.03e-05 -1.43e-17  2.89e-05  0.00e+00  0.00e+00  0.00e+00 -2.01e-05 -9.19e-18  3.27e-05  1.89e-05  3.31e-05  1.00e+00  6.26e+05 
1.12e+14 5.33e+13   16   21      0        0  1.36e+09  0.00e+00  9.12e+08 -1.41e-05 -5.03e-17  3.49e-05  0.00e+00  0.00e+00  0.00e+00 -1.86e-05 -3.46e-17  3.33e-05  1.49e-05  3.47e-05  1.00e+00  6.26e+05 
1.14e+14 4.74e+13   16   22      0        0  1.09e+09  0.00e+00  6.77e+08 -2.19e-05  5.43e-17  4.57e-05  0.00e+00  0.00e+00  0.00e+00 -1.91e-05  5.65e-17  3.57e-05  9.21e-06  3.86e-05  1.00e+00  6.26e+05 
1.17e+14 4.14e+13   16   23      0        0  7.23e+08  0.00e+00  4.08e+08 -3.69e-05  1.91e-17  6.98e-05  0.00e+00  0.00e+00  0.00e+00 -2.37e-05  4.58e-18  4.30e-05  3.23e-06  4.91e-05  1.00e+00  6.26e+05 
1.19e+14 3.52e+13   16   24      0        0  1.13e+08  0.00e+00  6.92e+07 -4.52e-05 -4.98e-18  9.13e-05  0.00e+00  0.00e+00  0.00e+00 -2.39e-05  2.75e-19  4.49e-05  2.33e-06  5.64e-05  1.00e+00  6.26e+05 
1.20e+14 2.89e+13   16   25      0        0 -5.38e+08  0.00e+00 -2.19e+08 -2.44e-05 -1.26e-18  6.61e-05  0.00e+00  0.00e+00  0.00e+00 -1.24e-05 -4.21e-18  2.76e-05  1.73e-06  3.90e-05  1.00e+00  6.26e+05 
1.22e+14 2.26e+13   16   26      0        0 -7.65e+08  0.00e+00 -3.04e+08 -3.91e-06  1.27e-17  2.21e-05  0.00e+00  0.00e+00  0.00e+00 -2.52e-06 -8.86e-18  6.11e-06 -7.54e-07  1.21e-05  1.00e+00  6.26e+05 
1.23e+14 1.62e+13   16   27      0        0 -8.18e+08  0.00e+00 -3.01e+08  1.85e-07 -2.61e-17  9.51e-06  0.00e+00  0.00e+00  0.00e+00  5.92e-07 -4.47e-18 -3.45e-06 -5.14e-06  7.00e-06  1.00e+00  6.26e+05 
1.24e+14 9.72e+12   16   28      0        0 -8.83e+08  0.00e+00 -2.60e+08  1.16e-06  1.61e-17  9.17e-06  0.00e+00  0.00e+00  0.00e+00  1.67e-06  5.65e-18 -1.15e-05 -1.36e-05  1.35e-05  1.00e+00  6.26e+05 
1.24e+14 3.24e+12   16   29      0        0 -9.31e+08  0.00e+00 -1.55e+08  2.31e-06  4.12e-18  5.30e-06  0.00e+00  0.00e+00  0.00e+00  1.77e-06 -6.03e-18 -2.49e-05 -2.84e-05  2.53e-05  1.00e+00  6.26e+05 
1.24e+14 7.59e-03   16   30     -2        0 -9.47e+08  0.00e+00  5.15e+07  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.24e+14 7.59e-03   16   31     -2        0 -9.47e+08  0.00e+00  5.15e+07  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
3.48e+12 1.33e+14   17    0     -2        0 -1.35e+09  0.00e+00  8.59e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.04e+13 1.33e+14   17    1     -2        0  1.37e+09  0.00e+00  1.46e+10  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.74e+13 1.32e+14   17    2      0        0  1.76e+09  0.00e+00  1.94e+10  1.65e-04  1.21e-16 -1.11e-05  0.00e+00  0.00e+00  0.00e+00  7.97e-04  1.93e-15 -3.83e-05  2.14e-04  4.69e-04  1.32e+00  6.26e+05 
2.42e+13 1.31e+14   17    3      0        0  2.88e+09  0.00e+00  2.07e+10  2.20e-04  0.00e+00 -2.81e-05  0.00e+00  0.00e+00  0.00e+00  1.09e-04  7.25e-16  1.39e-06  2.14e-04  2.27e-04  1.40e+00  6.26e+05 
3.10e+13 1.29e+14   17    4      0        0  3.84e+09  0.00e+00  2.01e+10  1.37e-04  1.74e-16 -2.60e-05  0.00e+00  0.00e+00  0.00e+00 -3.58e-04  6.95e-16  6.21e-05  1.67e-04  2.95e-04  1.37e+00  6.26e+05 
3.78e+13 1.27e+14   17    5      0        0  4.41e+09  0.00e+00  1.80e+10  4.65e-05 -7.53e-17 -1.86e-05  0.00e+00  0.00e+00  0.00e+00 -5.67e-04 -9.04e-16  1.03e-04  1.21e-04  3.69e-04  1.27e+00  6.26e+05 
4.44e+13 1.25e+14   17    6      0        0  4.66e+09  0.00e+00  1.52e+10 -1.78e-05  1.29e-16 -1.01e-05  0.00e+00  0.00e+00  0.00e+00 -5.83e-04  5.18e-16  1.18e-04  7.14e-05  3.54e-04  1.18e+00  6.26e+05 
5.09e+13 1.23e+14   17    7      0        0  4.55e+09  0.00e+00  1.22e+10 -6.85e-05 -2.87e-17  5.16e-06  0.00e+00  0.00e+00  0.00e+00 -5.31e-04  3.44e-16  1.20e-04  2.92e-05  3.05e-04  1.11e+00  6.26e+05 
5.72e+13 1.20e+14   17    8      0        0  4.09e+09  0.00e+00  9.32e+09 -8.95e-05  1.58e-16  1.31e-05  0.00e+00  0.00e+00  0.00e+00 -4.34e-04  2.10e-16  1.11e-04  1.69e-05  2.44e-04  1.06e+00  6.26e+05 
6.34e+13 1.17e+14   17    9      0        0  3.58e+09  0.00e+00  6.97e+09 -7.55e-05 -9.98e-17  1.51e-05  0.00e+00  0.00e+00  0.00e+00 -2.97e-04 -4.36e-16  9.21e-05  1.52e-05  1.72e-04  1.04e+00  6.26e+05 
6.95e+13 1.13e+14   17   10      0        0  3.19e+09  0.00e+00  5.46e+09 -4.95e-05  1.16e-16  1.44e-05  0.00e+00  0.00e+00  0.00e+00 -1.82e-04  1.16e-16  6.95e-05  2.04e-05  1.13e-04  1.02e+00  6.26e+05 
