       x        z    i    j inwind converge       v_x       v_y       v_z   dv_x_dx   dv_y_dx   dv_z_dx   dv_x_dy   dv_y_dy   dv_z_dy   dv_x_dz   dv_y_dz   dv_z_dz     div_v  dvds_max     gamma    dfudge 
3.55e+14 4.16e+14   37   13      0        0  2.96e+09  0.00e+00  2.69e+09 -1.15e-06 -1.76e-17  1.79e-06  0.00e+00  0.00e+00  0.00e+00 -9.76e-06 -2.37e-17  8.06e-06  3.26e-06  9.54e-06  1.01e+00  6.26e+05 
3.76e+14 3.96e+14   37   14      0        0  2.87e+09  0.00e+00  2.33e+09 -3.28e-06  4.73e-17  4.13e-06  0.00e+00  0.00e+00  0.00e+00 -1.06e-05  4.38e-17  9.38e-06  4.51e-06  1.01e-05  1.01e+00  6.26e+05 
3.96e+14 3.76e+14   37   15      0        2  2.68e+09  0.00e+00  1.92e+09 -4.82e-06  2.29e-17  6.61e-06  0.00e+00  0.00e+00  0.00e+00 -1.09e-05  1.02e-17  1.04e-05  6.61e-06  1.07e-05  1.01e+00  6.26e+05 
4.16e+14 3.55e+14   37   16      0        1  2.43e+09  0.00e+00  1.50e+09 -5.63e-06 -1.25e-17  7.96e-06  0.00e+00  0.00e+00  0.00e+00 -1.05e-05  1.52e-17  1.02e-05  8.08e-06  1.03e-05  1.00e+00  6.26e+05 
4.34e+14 3.33e+14   37   17      0        0  2.15e+09  0.00e+00  1.12e+09 -5.57e-06 -5.96e-18  8.17e-06  0.00e+00  0.00e+00  0.00e+00 -9.27e-06  8.00e-18  9.06e-06  7.78e-06  9.08e-06  1.00e+00  6.26e+05 
4.50e+14 3.10e+14   37   18      0        0  1.89e+09  0.00e+00  7.94e+08 -4.73e-06  6.03e-18  8.31e-06  0.00e+00  0.00e+00  0.00e+00 -7.33e-06  7.05e-18  7.61e-06  5.89e-06  7.63e-06  1.00e+00  6.26e+05 
4.66e+14 2.86e+14   37   19      0        0  1.63e+09  0.00e+00  5.42e+08 -3.25e-06  8.77e-18  8.63e-06  0.00e+00  0.00e+00  0.00e+00 -5.08e-06  7.66e-18  6.17e-06  3.83e-06  6.50e-06  1.00e+00  6.26e+05 
4.80e+14 2.61e+14   37   20      0        0  1.39e+09  0.00e+00  3.57e+08 -1.15e-06 -2.21e-17  8.67e-06  0.00e+00  0.00e+00  0.00e+00 -3.16e-06 -4.67e-18  4.99e-06  2.74e-06  6.04e-06  1.00e+00  6.26e+05 
4.93e+14 2.35e+14   37   21      0        0  1.18e+09  0.00e+00  2.16e+08  1.06e-06  1.24e-17  8.05e-06  0.00e+00  0.00e+00  0.00e+00 -1.99e-06  3.54e-18  4.16e-06  2.49e-06  6.02e-06  1.00e+00  6.26e+05 
5.05e+14 2.09e+14   37   22      0        0  1.02e+09  0.00e+00  1.02e+08  2.44e-06 -4.13e-18  6.79e-06  0.00e+00  0.00e+00  0.00e+00 -1.47e-06 -6.26e-19  3.45e-06  2.43e-06  5.65e-06  1.00e+00  6.26e+05 
5.15e+14 1.82e+14   37   23      0        0  8.97e+08  0.00e+00  9.46e+06  3.00e-06  3.62e-18  5.36e-06  0.00e+00  0.00e+00  0.00e+00 -1.29e-06  8.62e-20  2.70e-06  2.39e-06  4.88e-06  1.00e+00  6.26e+05 
5.24e+14 1.55e+14   37   24      0        0  8.04e+08  0.00e+00 -6.28e+07  3.15e-06 -5.85e-19  4.09e-06  0.00e+00  0.00e+00  0.00e+00 -1.44e-06  3.35e-19  2.05e-06  2.43e-06  4.04e-06  1.00e+00  6.26e+05 
5.31e+14 1.28e+14   37   25      0        0  7.36e+08  0.00e+00 -1.23e+08  3.04e-06 -6.91e-18  3.15e-06  0.00e+00  0.00e+00  0.00e+00 -1.84e-06  1.03e-18  1.74e-06  2.42e-06  3.31e-06  1.00e+00  6.26e+05 
5.37e+14 9.96e+13   37   26      0        0  6.80e+08  0.00e+00 -1.82e+08  2.58e-06 -7.29e-19  2.60e-06  0.00e+00  0.00e+00  0.00e+00 -2.17e-06  2.05e-18  1.64e-06  2.02e-06  2.62e-06  1.00e+00  6.26e+05 
5.42e+14 7.13e+13   37   27      0        0  6.25e+08  0.00e+00 -2.36e+08  1.86e-06  5.38e-19  2.31e-06  0.00e+00  0.00e+00  0.00e+00 -2.03e-06  1.77e-18  8.63e-07  2.83e-07  1.88e-06  1.00e+00  6.26e+05 
5.45e+14 4.29e+13   37   28      0        0  5.70e+08  0.00e+00 -2.46e+08  1.16e-06  1.25e-18  1.92e-06  0.00e+00  0.00e+00  0.00e+00 -1.44e-06  3.94e-19 -1.47e-06 -3.08e-06  1.49e-06  1.00e+00  6.26e+05 
5.46e+14 1.43e+13   37   29      0        0  5.26e+08  0.00e+00 -1.64e+08  7.19e-07 -5.05e-18  1.14e-06  0.00e+00  0.00e+00  0.00e+00 -6.19e-07  9.16e-19 -4.57e-06 -5.97e-06  4.58e-06  1.00e+00  6.26e+05 
5.47e+14 3.35e-02   37   30     -2        0  5.10e+08  0.00e+00  3.87e+06  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
5.47e+14 3.35e-02   37   31     -2        0  5.10e+08  0.00e+00  3.87e+06  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.54e+13 5.86e+14   38    0     -2        0 -4.26e+09  0.00e+00  9.17e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
4.60e+13 5.85e+14   38    1     -2        0  1.32e+09  0.00e+00  2.10e+10  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
7.66e+13 5.82e+14   38    2      0        0  3.02e+09  0.00e+00  2.23e+10  5.22e-05 -2.40e-17 -4.67e-06  0.00e+00  0.00e+00  0.00e+00 -1.37e-04 -1.92e-16  1.53e-05  5.09e-05  1.07e-04  1.51e+00  6.26e+05 
1.07e+14 5.77e+14   38    3      0        0  3.61e+09  0.00e+00  1.73e+10 -4.22e-06 -3.24e-17  4.63e-07  0.00e+00  0.00e+00  0.00e+00 -2.63e-04 -1.29e-16  3.98e-05  2.11e-05  1.51e-04  1.24e+00  6.26e+05 
1.37e+14 5.70e+14   38    4      0        1  3.30e+09  0.00e+00  1.19e+10 -1.53e-05  2.54e-17  2.57e-06  0.00e+00  0.00e+00  0.00e+00 -1.76e-04  1.27e-16  3.25e-05  1.35e-05  9.86e-05  1.10e+00  6.26e+05 
1.67e+14 5.62e+14   38    5      0        0  3.00e+09  0.00e+00  8.48e+09 -9.08e-06  2.31e-17  1.57e-06  0.00e+00  0.00e+00  0.00e+00 -9.72e-05  1.68e-16  2.14e-05  1.12e-05  5.63e-05  1.05e+00  6.26e+05 
1.96e+14 5.53e+14   38    6      0        0  2.87e+09  0.00e+00  6.53e+09 -4.29e-06  3.91e-17  1.59e-06  0.00e+00  0.00e+00  0.00e+00 -5.50e-05  6.70e-17  1.55e-05  1.02e-05  3.41e-05  1.03e+00  6.26e+05 
2.24e+14 5.42e+14   38    7      0        0  2.78e+09  0.00e+00  5.27e+09 -1.40e-06  6.17e-18  1.83e-06  0.00e+00  0.00e+00  0.00e+00 -3.35e-05 -5.48e-18  1.28e-05  1.16e-05  2.31e-05  1.02e+00  6.26e+05 
2.53e+14 5.29e+14   38    8      0        0  2.77e+09  0.00e+00  4.47e+09  8.55e-07  1.83e-17  6.68e-07  0.00e+00  0.00e+00  0.00e+00 -2.04e-05  4.89e-17  9.58e-06  1.10e-05  1.60e-05  1.02e+00  6.26e+05 
2.80e+14 5.16e+14   38    9      0        0  2.82e+09  0.00e+00  3.97e+09  1.71e-06 -3.04e-17 -1.39e-07  0.00e+00  0.00e+00  0.00e+00 -1.31e-05 -8.11e-18  7.35e-06  1.02e-05  1.17e-05  1.01e+00  6.26e+05 
3.07e+14 5.00e+14   38   10      0        0  2.87e+09  0.00e+00  3.60e+09  1.64e-06 -4.31e-17 -1.33e-07  0.00e+00  0.00e+00  0.00e+00 -1.01e-05 -2.09e-17  6.65e-06  9.87e-06  9.86e-06  1.01e+00  6.26e+05 
3.32e+14 4.83e+14   38   11      0        1  2.91e+09  0.00e+00  3.27e+09  9.89e-07  2.02e-17  2.91e-07  0.00e+00  0.00e+00  0.00e+00 -9.22e-06 -1.35e-18  6.93e-06  1.08e-05  9.32e-06  1.01e+00  6.26e+05 
3.57e+14 4.65e+14   38   12      0        0  2.92e+09  0.00e+00  2.93e+09  2.55e-07 -4.70e-18  9.22e-07  0.00e+00  0.00e+00  0.00e+00 -9.26e-06  1.01e-17  7.27e-06  1.12e-05  9.21e-06  1.01e+00  6.26e+05 
3.81e+14 4.46e+14   38   13      0        0  2.89e+09  0.00e+00  2.58e+09 -4.95e-07 -1.00e-17  1.65e-06  0.00e+00  0.00e+00  0.00e+00 -9.29e-06 -2.01e-18  7.36e-06  9.70e-06  8.91e-06  1.01e+00  6.26e+05 
4.04e+14 4.26e+14   38   14      0        0  2.84e+09  0.00e+00  2.23e+09 -1.38e-06 -3.07e-17  2.59e-06  0.00e+00  0.00e+00  0.00e+00 -9.40e-06 -3.12e-17  7.47e-06  6.73e-06  8.62e-06  1.01e+00  6.26e+05 
4.26e+14 4.04e+14   38   15      0        0  2.73e+09  0.00e+00  1.88e+09 -2.40e-06 -3.80e-17  3.94e-06  0.00e+00  0.00e+00  0.00e+00 -9.60e-06 -1.00e-17  7.88e-06  3.72e-06  8.60e-06  1.01e+00  6.26e+05 
4.46e+14 3.81e+14   38   16      0        0  2.57e+09  0.00e+00  1.51e+09 -3.19e-06 -2.64e-17  5.85e-06  0.00e+00  0.00e+00  0.00e+00 -9.27e-06  2.99e-18  8.45e-06  2.41e-06  8.69e-06  1.00e+00  6.26e+05 
4.65e+14 3.57e+14   38   17      0        0  2.35e+09  0.00e+00  1.14e+09 -3.35e-06  5.31e-18  8.11e-06  0.00e+00  0.00e+00  0.00e+00 -8.08e-06 -8.87e-18  8.72e-06  3.11e-06  8.72e-06  1.00e+00  6.26e+05 
4.83e+14 3.32e+14   38   18      0        0  2.08e+09  0.00e+00  8.09e+08 -2.83e-06 -1.67e-17  9.84e-06  0.00e+00  0.00e+00  0.00e+00 -6.20e-06 -9.43e-18  8.01e-06  4.75e-06  8.30e-06  1.00e+00  6.26e+05 
5.00e+14 3.07e+14   38   19      0        0  1.79e+09  0.00e+00  5.45e+08 -1.59e-06  5.95e-18  1.07e-05  0.00e+00  0.00e+00  0.00e+00 -4.23e-06  3.35e-18  6.54e-06  6.74e-06  7.66e-06  1.00e+00  6.26e+05 
5.16e+14 2.80e+14   38   20      0        0  1.50e+09  0.00e+00  3.49e+08  9.35e-08  1.14e-17  1.03e-05  0.00e+00  0.00e+00  0.00e+00 -2.94e-06  2.71e-18  5.02e-06  8.27e-06  6.99e-06  1.00e+00  6.26e+05 
5.29e+14 2.53e+14   38   21      0        0  1.26e+09  0.00e+00  2.00e+08  1.52e-06  4.06e-18  8.78e-06  0.00e+00  0.00e+00  0.00e+00 -2.43e-06  2.17e-18  3.83e-06  8.60e-06  6.05e-06  1.00e+00  6.26e+05 
5.42e+14 2.24e+14   38   22      0        0  1.08e+09  0.00e+00  8.16e+07  2.34e-06  2.42e-17  6.87e-06  0.00e+00  0.00e+00  0.00e+00 -2.26e-06  5.07e-19  2.97e-06  8.09e-06  4.98e-06  1.00e+00  6.26e+05 
5.53e+14 1.96e+14   38   23      0        0  9.47e+08  0.00e+00 -1.50e+07  2.72e-06  3.76e-18  5.14e-06  0.00e+00  0.00e+00  0.00e+00 -2.16e-06 -2.68e-20  2.35e-06  7.12e-06  4.03e-06  1.00e+00  6.26e+05 
5.62e+14 1.67e+14   38   24      0        0  8.54e+08  0.00e+00 -9.41e+07  2.75e-06  3.81e-18  3.80e-06  0.00e+00  0.00e+00  0.00e+00 -2.04e-06 -2.10e-19  1.97e-06  6.28e-06  3.32e-06  1.00e+00  6.26e+05 
5.70e+14 1.37e+14   38   25      0        0  7.84e+08  0.00e+00 -1.63e+08  2.61e-06  8.42e-18  3.04e-06  0.00e+00  0.00e+00  0.00e+00 -1.87e-06 -2.35e-18  1.79e-06  5.48e-06  2.91e-06  1.00e+00  6.26e+05 
5.77e+14 1.07e+14   38   26      0        0  7.20e+08  0.00e+00 -2.25e+08  2.27e-06  1.46e-17  2.76e-06  0.00e+00  0.00e+00  0.00e+00 -1.46e-06 -3.45e-18  1.58e-06  4.34e-06  2.66e-06  1.00e+00  6.26e+05 
5.82e+14 7.66e+13   38   27      0        0  6.52e+08  0.00e+00 -2.73e+08  1.84e-06 -5.05e-18  2.61e-06  0.00e+00  0.00e+00  0.00e+00 -6.37e-07  1.29e-18  6.70e-07  2.53e-06  2.40e-06  1.00e+00  6.26e+05 
5.85e+14 4.60e+13   38   28      0        0  5.84e+08  0.00e+00 -2.70e+08  1.56e-06 -3.78e-18  2.21e-06  0.00e+00  0.00e+00  0.00e+00  2.25e-07  1.05e-18 -1.69e-06 -1.14e-07  2.09e-06  1.00e+00  6.26e+05 
5.86e+14 1.54e+13   38   29      0        0  5.31e+08  0.00e+00 -1.72e+08  1.52e-06  2.62e-19  1.26e-06  0.00e+00  0.00e+00  0.00e+00  4.45e-07  1.65e-19 -4.70e-06 -2.36e-06  4.81e-06  1.00e+00  6.26e+05 
5.87e+14 3.59e-02   38   30     -2        0  5.14e+08  0.00e+00  8.93e+06  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
5.87e+14 3.59e-02   38   31     -2        0  5.14e+08  0.00e+00  8.93e+06  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.65e+13 6.29e+14   39    0     -2        0 -4.41e+09  0.00e+00  9.14e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
4.94e+13 6.28e+14   39    1     -2        0  1.37e+09  0.00e+00  2.12e+10  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
8.22e+13 6.24e+14   39    2      0        1  3.14e+09  0.00e+00  2.22e+10  4.71e-05 -2.22e-17 -4.56e-06  0.00e+00  0.00e+00  0.00e+00 -1.40e-04 -1.78e-16  1.53e-05  4.49e-05  1.05e-04  1.51e+00  6.26e+05 
1.15e+14 6.19e+14   39    3      0        0  3.64e+09  0.00e+00  1.71e+10 -6.10e-06  2.98e-17  1.52e-06  0.00e+00  0.00e+00  0.00e+00 -2.45e-04  1.19e-16  3.75e-05  1.92e-05  1.39e-04  1.23e+00  6.26e+05 
1.47e+14 6.12e+14   39    4      0        2  3.31e+09  0.00e+00  1.17e+10 -1.43e-05 -5.87e-18  3.76e-06  0.00e+00  0.00e+00  0.00e+00 -1.61e-04 -5.87e-17  3.05e-05  1.17e-05  9.00e-05  1.09e+00  6.26e+05 
1.79e+14 6.04e+14   39    5      0        0  3.00e+09  0.00e+00  8.33e+09 -8.11e-06  2.42e-17  2.85e-06  0.00e+00  0.00e+00  0.00e+00 -8.84e-05  5.38e-17  2.06e-05  1.12e-05  5.13e-05  1.05e+00  6.26e+05 
2.10e+14 5.93e+14   39    6      0        0  2.87e+09  0.00e+00  6.39e+09 -2.83e-06  0.00e+00  1.76e-06  0.00e+00  0.00e+00  0.00e+00 -4.85e-05  7.79e-18  1.41e-05  9.73e-06  3.05e-05  1.03e+00  6.26e+05 
2.41e+14 5.82e+14   39    7      0        0  2.84e+09  0.00e+00  5.28e+09 -5.28e-08 -1.73e-17  1.17e-06  0.00e+00  0.00e+00  0.00e+00 -2.79e-05 -8.94e-17  1.01e-05  7.04e-06  1.94e-05  1.02e+00  6.26e+05 
2.71e+14 5.68e+14   39    8      0        0  2.85e+09  0.00e+00  4.57e+09  8.81e-07  4.75e-17  6.04e-07  0.00e+00  0.00e+00  0.00e+00 -1.78e-05  6.59e-17  8.45e-06  6.45e-06  1.40e-05  1.02e+00  6.26e+05 
3.00e+14 5.53e+14   39    9      0        0  2.88e+09  0.00e+00  4.06e+09  1.53e-06  1.70e-17  1.43e-07  0.00e+00  0.00e+00  0.00e+00 -1.22e-05  3.15e-18  7.44e-06  7.01e-06  1.12e-05  1.01e+00  6.26e+05 
3.29e+14 5.37e+14   39   10      0        0  2.94e+09  0.00e+00  3.68e+09  2.00e-06 -1.95e-17 -2.48e-07  0.00e+00  0.00e+00  0.00e+00 -8.98e-06  3.14e-18  6.47e-06  6.49e-06  9.36e-06  1.01e+00  6.26e+05 
3.57e+14 5.19e+14   39   11      0        0  3.00e+09  0.00e+00  3.38e+09  1.99e-06  1.19e-17 -1.89e-08  0.00e+00  0.00e+00  0.00e+00 -7.85e-06  1.07e-17  6.31e-06  6.12e-06  8.63e-06  1.01e+00  6.26e+05 
3.83e+14 4.99e+14   39   12      0        0  3.05e+09  0.00e+00  3.06e+09  1.43e-06 -1.19e-17  8.83e-07  0.00e+00  0.00e+00  0.00e+00 -8.38e-06 -3.76e-17  7.13e-06  6.10e-06  8.98e-06  1.01e+00  6.26e+05 
4.09e+14 4.79e+14   39   13      0        0  3.05e+09  0.00e+00  2.69e+09  5.80e-08 -2.97e-17  2.72e-06  0.00e+00  0.00e+00  0.00e+00 -9.41e-06 -7.19e-18  8.32e-06  6.13e-06  9.50e-06  1.01e+00  6.26e+05 
4.33e+14 4.57e+14   39   14      0        0  2.95e+09  0.00e+00  2.27e+09 -1.88e-06  1.84e-17  4.66e-06  0.00e+00  0.00e+00  0.00e+00 -1.04e-05  1.06e-17  9.08e-06  6.47e-06  9.79e-06  1.01e+00  6.26e+05 
4.57e+14 4.33e+14   39   15      0        0  2.77e+09  0.00e+00  1.82e+09 -3.29e-06 -1.49e-17  5.93e-06  0.00e+00  0.00e+00  0.00e+00 -1.04e-05 -4.66e-19  9.17e-06  7.15e-06  9.55e-06  1.01e+00  6.26e+05 
4.79e+14 4.09e+14   39   16      0        0  2.54e+09  0.00e+00  1.40e+09 -3.37e-06  1.59e-17  6.04e-06  0.00e+00  0.00e+00  0.00e+00 -9.06e-06  1.14e-17  8.27e-06  7.03e-06  8.46e-06  1.00e+00  6.26e+05 
4.99e+14 3.83e+14   39   17      0        0  2.34e+09  0.00e+00  1.05e+09 -2.51e-06 -1.14e-17  5.77e-06  0.00e+00  0.00e+00  0.00e+00 -7.09e-06 -3.59e-18  7.06e-06  6.10e-06  7.11e-06  1.00e+00  6.26e+05 
5.19e+14 3.57e+14   39   18      0        0  2.16e+09  0.00e+00  7.66e+08 -1.21e-06 -3.13e-17  6.07e-06  0.00e+00  0.00e+00  0.00e+00 -5.16e-06 -4.86e-18  6.13e-06  5.01e-06  6.16e-06  1.00e+00  6.26e+05 
5.37e+14 3.29e+14   39   19      0        0  1.99e+09  0.00e+00  5.42e+08  2.52e-07 -1.21e-17  6.67e-06  0.00e+00  0.00e+00  0.00e+00 -3.74e-06 -6.45e-18  5.32e-06  4.12e-06  5.71e-06  1.00e+00  6.26e+05 
5.53e+14 3.00e+14   39   20      0        0  1.81e+09  0.00e+00  3.54e+08  1.44e-06 -5.81e-18  7.53e-06  0.00e+00  0.00e+00  0.00e+00 -3.10e-06 -2.64e-18  4.76e-06  3.63e-06  5.87e-06  1.00e+00  6.26e+05 
5.68e+14 2.71e+14   39   21      0        0  1.62e+09  0.00e+00  1.82e+08  2.12e-06 -8.88e-18  7.98e-06  0.00e+00  0.00e+00  0.00e+00 -2.97e-06 -2.25e-18  4.17e-06  3.18e-06  5.85e-06  1.00e+00  6.26e+05 
5.82e+14 2.41e+14   39   22      0        0  1.42e+09  0.00e+00  3.23e+07  2.47e-06  8.61e-18  7.40e-06  0.00e+00  0.00e+00  0.00e+00 -2.84e-06  3.49e-19  3.35e-06  2.67e-06  5.24e-06  1.00e+00  6.26e+05 
5.93e+14 2.10e+14   39   23      0        0  1.26e+09  0.00e+00 -8.66e+07  2.62e-06 -2.14e-17  6.24e-06  0.00e+00  0.00e+00  0.00e+00 -2.50e-06  6.91e-19  2.47e-06  2.24e-06  4.42e-06  1.00e+00  6.26e+05 
6.04e+14 1.79e+14   39   24      0        0  1.11e+09  0.00e+00 -1.71e+08  2.62e-06  3.99e-18  4.99e-06  0.00e+00  0.00e+00  0.00e+00 -2.09e-06 -4.23e-19  1.72e-06  1.82e-06  3.69e-06  1.00e+00  6.26e+05 
6.12e+14 1.47e+14   39   25      0        0  1.01e+09  0.00e+00 -2.31e+08  2.43e-06 -5.84e-18  4.01e-06  0.00e+00  0.00e+00  0.00e+00 -1.55e-06  1.58e-18  1.19e-06  1.23e-06  3.19e-06  1.00e+00  6.26e+05 
6.19e+14 1.15e+14   39   26      0        0  9.08e+08  0.00e+00 -2.70e+08  2.10e-06 -3.44e-18  3.64e-06  0.00e+00  0.00e+00  0.00e+00 -8.68e-07  2.92e-18  5.44e-07  4.40e-07  2.91e-06  1.00e+00  6.26e+05 
6.24e+14 8.22e+13   39   27      0        0  8.07e+08  0.00e+00 -2.77e+08  1.97e-06 -5.94e-18  3.36e-06  0.00e+00  0.00e+00  0.00e+00  4.70e-08  2.87e-18 -4.57e-07 -3.15e-07  2.84e-06  1.00e+00  6.26e+05 
6.28e+14 4.94e+13   39   28      0        0  7.17e+08  0.00e+00 -2.41e+08  2.06e-06  3.97e-18  2.60e-06  0.00e+00  0.00e+00  0.00e+00  7.59e-07 -2.59e-18 -1.98e-06 -1.58e-06  2.67e-06  1.00e+00  6.26e+05 
6.29e+14 1.65e+13   39   29      0        0  6.57e+08  0.00e+00 -1.47e+08  2.22e-06  4.65e-19  1.38e-06  0.00e+00  0.00e+00  0.00e+00  7.84e-07 -9.40e-19 -3.76e-06 -2.51e-06  3.95e-06  1.00e+00  6.26e+05 
6.30e+14 3.86e-02   39   30     -2        0  6.36e+08  0.00e+00  6.22e+05  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
6.30e+14 3.86e-02   39   31     -2        0  6.36e+08  0.00e+00  6.22e+05  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.77e+13 6.75e+14   40    0     -2        0 -4.45e+09  0.00e+00  9.14e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
5.30e+13 6.74e+14   40    1     -2        0  1.41e+09  0.00e+00  2.13e+10  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
8.82e+13 6.70e+14   40    2      0        1  3.20e+09  0.00e+00  2.21e+10  4.32e-05  4.09e-17 -4.82e-06  0.00e+00  0.00e+00  0.00e+00 -1.40e-04  1.64e-16  1.51e-05  4.38e-05  1.03e-04  1.50e+00  6.26e+05 
1.23e+14 6.64e+14   40    3      0        1  3.68e+09  0.00e+00  1.68e+10 -5.49e-06  1.37e-17  2.11e-06  0.00e+00  0.00e+00  0.00e+00 -2.27e-04  5.46e-17  3.55e-05  2.08e-05  1.29e-04  1.22e+00  6.26e+05 
1.58e+14 6.57e+14   40    4      0        0  3.37e+09  0.00e+00  1.14e+10 -1.26e-05  3.80e-17  4.95e-06  0.00e+00  0.00e+00  0.00e+00 -1.47e-04  6.52e-17  2.90e-05  1.20e-05  8.24e-05  1.09e+00  6.26e+05 
1.92e+14 6.48e+14   40    5      0        0  3.06e+09  0.00e+00  8.16e+09 -7.00e-06  1.25e-17  3.82e-06  0.00e+00  0.00e+00  0.00e+00 -7.87e-05 -1.50e-17  1.85e-05  9.54e-06  4.53e-05  1.05e+00  6.26e+05 
2.26e+14 6.37e+14   40    6      0        0  2.94e+09  0.00e+00  6.37e+09 -2.77e-06  3.99e-17  2.56e-06  0.00e+00  0.00e+00  0.00e+00 -4.35e-05  4.11e-17  1.34e-05  9.16e-06  2.73e-05  1.03e+00  6.26e+05 
2.59e+14 6.24e+14   40    7      0        0  2.87e+09  0.00e+00  5.21e+09 -1.11e-06  2.97e-18  1.66e-06  0.00e+00  0.00e+00  0.00e+00 -2.65e-05  3.81e-17  9.93e-06  9.33e-06  1.80e-05  1.02e+00  6.26e+05 
2.91e+14 6.10e+14   40    8      0        0  2.85e+09  0.00e+00  4.50e+09  4.78e-07  2.42e-17  8.51e-07  0.00e+00  0.00e+00  0.00e+00 -1.56e-05  2.48e-17  7.43e-06  9.10e-06  1.21e-05  1.02e+00  6.26e+05 
3.22e+14 5.94e+14   40    9      0        0  2.89e+09  0.00e+00  4.06e+09  1.53e-06 -3.76e-17  3.16e-07  0.00e+00  0.00e+00  0.00e+00 -1.04e-05 -4.41e-17  6.34e-06  9.08e-06  9.54e-06  1.01e+00  6.26e+05 
3.53e+14 5.76e+14   40   10      0        0  2.94e+09  0.00e+00  3.69e+09  1.87e-06  1.17e-18  7.63e-08  0.00e+00  0.00e+00  0.00e+00 -8.68e-06 -3.16e-17  6.19e-06  9.79e-06  8.84e-06  1.01e+00  6.26e+05 
3.83e+14 5.57e+14   40   11      0        0  3.00e+09  0.00e+00  3.35e+09  1.99e-06 -2.51e-17  2.78e-07  0.00e+00  0.00e+00  0.00e+00 -8.39e-06  2.92e-18  6.17e-06  1.05e-05  8.64e-06  1.01e+00  6.26e+05 
4.11e+14 5.36e+14   40   12      0        0  3.04e+09  0.00e+00  2.99e+09  1.83e-06  1.46e-18  7.22e-07  0.00e+00  0.00e+00  0.00e+00 -8.70e-06 -1.05e-17  6.48e-06  1.02e-05  8.77e-06  1.01e+00  6.26e+05 
4.39e+14 5.14e+14   40   13      0        0  3.07e+09  0.00e+00  2.62e+09  8.50e-07  2.71e-17  1.66e-06  0.00e+00  0.00e+00  0.00e+00 -9.26e-06  4.39e-17  7.01e-06  8.31e-06  8.82e-06  1.01e+00  6.26e+05 
4.65e+14 4.90e+14   40   14      0        0  3.02e+09  0.00e+00  2.21e+09 -7.48e-07 -2.21e-17  3.15e-06  0.00e+00  0.00e+00  0.00e+00 -9.47e-06 -2.35e-17  7.54e-06  5.79e-06  8.61e-06  1.01e+00  6.26e+05 
4.90e+14 4.65e+14   40   15      0        0  2.89e+09  0.00e+00  1.80e+09 -1.93e-06 -1.79e-17  4.61e-06  0.00e+00  0.00e+00  0.00e+00 -8.99e-06 -1.79e-17  7.75e-06  4.34e-06  8.22e-06  1.01e+00  6.26e+05 
5.14e+14 4.39e+14   40   16      0        0  2.71e+09  0.00e+00  1.41e+09 -2.09e-06  1.14e-17  5.96e-06  0.00e+00  0.00e+00  0.00e+00 -7.79e-06  1.28e-17  7.82e-06  4.66e-06  7.91e-06  1.01e+00  6.26e+05 
