        r    i inwind converge       v_x       v_y       v_z       vol       rho        ne       t_e   t_e_old      dt_e  dt_e_old       t_r   t_r_old         w  heat_tot heat_tot_old  cool_tot      ntot        ip    nioniz      gain macro_bf_in macro_bf_out 
1.812e+14   81      0        0  2.28e+09  0.00e+00  0.00e+00  3.92e+42  1.39e-13  7.14e+10  7.84e+04  7.72e+04 -5.36e+03  1.05e+04  6.90e+04  6.91e+04  4.00e-01  5.04e+40  5.04e+40  5.01e+40  1.19e+07  1.71e+04  4.19e+06  3.92e-01  0.00e+00  0.00e+00 
1.902e+14   82      0        0  2.26e+09  0.00e+00  0.00e+00  4.53e+42  1.30e-13  6.67e+10  7.60e+04  7.65e+04 -3.86e+03  1.08e+04  6.80e+04  6.81e+04  3.75e-01  4.84e+40  4.84e+40  4.88e+40  1.18e+07  1.61e+04  4.09e+06  2.74e-01  0.00e+00  0.00e+00 
1.997e+14   83      0        0  2.24e+09  0.00e+00  0.00e+00  5.24e+42  1.21e-13  6.21e+10  7.40e+04  7.44e+04 -4.37e+03  1.14e+04  6.71e+04  6.72e+04  3.51e-01  4.72e+40  4.72e+40  4.74e+40  1.17e+07  1.53e+04  4.00e+06  2.74e-01  0.00e+00  0.00e+00 
2.096e+14   84      0        0  2.21e+09  0.00e+00  0.00e+00  6.06e+42  1.13e-13  5.78e+10  7.26e+04  6.93e+04 -8.78e+03  1.45e+04  6.63e+04  6.64e+04  3.27e-01  4.73e+40  4.73e+40  4.63e+40  1.16e+07  1.46e+04  3.91e+06  3.92e-01  0.00e+00  0.00e+00 
2.200e+14   85      0        0  2.18e+09  0.00e+00  0.00e+00  7.01e+42  1.05e-13  5.40e+10  6.97e+04  7.02e+04 -5.56e+03  1.37e+04  6.55e+04  6.56e+04  3.06e-01  4.49e+40  4.49e+40  4.52e+40  1.15e+07  1.38e+04  3.83e+06  2.74e-01  0.00e+00  0.00e+00 
2.310e+14   86      0        0  2.15e+09  0.00e+00  0.00e+00  8.11e+42  9.87e-14  5.05e+10  6.86e+04  6.86e+04 -3.24e+03  1.08e+04  6.47e+04  6.48e+04  2.85e-01  4.47e+40  4.47e+40  4.49e+40  1.14e+07  1.31e+04  3.76e+06  2.40e-01  0.00e+00  0.00e+00 
2.425e+14   87      0        0  2.10e+09  0.00e+00  0.00e+00  9.38e+42  9.18e-14  4.70e+10  6.64e+04  6.72e+04 -1.55e+03  8.54e+03  6.40e+04  6.42e+04  2.65e-01  4.31e+40  4.31e+40  4.38e+40  1.13e+07  1.25e+04  3.69e+06  2.40e-01  0.00e+00  0.00e+00 
2.545e+14   88      0        0  2.06e+09  0.00e+00  0.00e+00  1.09e+43  8.74e-14  4.47e+10  6.49e+04  6.47e+04 -2.69e+03  7.81e+03  6.33e+04  6.35e+04  2.47e-01  4.48e+40  4.48e+40  4.47e+40  1.12e+07  1.17e+04  3.62e+06  2.40e-01  0.00e+00  0.00e+00 
2.672e+14   89      0        0  2.02e+09  0.00e+00  0.00e+00  1.26e+43  8.45e-14  4.33e+10  6.32e+04  6.31e+04 -2.76e+03  8.17e+03  6.26e+04  6.27e+04  2.30e-01  4.72e+40  4.72e+40  4.70e+40  1.11e+07  1.07e+04  3.55e+06  2.40e-01  0.00e+00  0.00e+00 
2.805e+14   90      0        0  1.97e+09  0.00e+00  0.00e+00  1.45e+43  8.21e-14  4.20e+10  6.13e+04  6.14e+04 -2.97e+03  9.07e+03  6.20e+04  6.22e+04  2.12e-01  4.98e+40  4.98e+40  4.98e+40  1.10e+07  9.75e+03  3.47e+06  2.40e-01  0.00e+00  0.00e+00 
2.944e+14   91      0        0  1.93e+09  0.00e+00  0.00e+00  1.68e+43  7.92e-14  4.06e+10  5.89e+04  5.93e+04 -2.97e+03  9.08e+03  6.13e+04  6.15e+04  1.96e-01  5.24e+40  5.24e+40  5.27e+40  1.08e+07  8.90e+03  3.37e+06  2.40e-01  0.00e+00  0.00e+00 
3.091e+14   92      0        0  1.89e+09  0.00e+00  0.00e+00  1.94e+43  7.65e-14  3.92e+10  5.68e+04  5.75e+04 -3.13e+03  1.04e+04  6.07e+04  6.09e+04  1.80e-01  5.53e+40  5.53e+40  5.58e+40  1.06e+07  8.08e+03  3.26e+06  2.40e-01  0.00e+00  0.00e+00 
3.244e+14   93      0        0  1.83e+09  0.00e+00  0.00e+00  2.25e+43  7.62e-14  3.90e+10  5.47e+04  5.33e+04 -4.39e+03  9.17e+03  6.01e+04  6.03e+04  1.64e-01  6.40e+40  6.40e+40  6.33e+40  1.03e+07  7.07e+03  3.14e+06  3.77e-01  0.00e+00  0.00e+00 
3.406e+14   94      0        0  1.80e+09  0.00e+00  0.00e+00  2.60e+43  7.55e-14  3.86e+10  5.17e+04  5.20e+04 -8.25e+02  3.84e+03  5.94e+04  5.96e+04  1.48e-01  7.06e+40  7.06e+40  7.31e+40  9.85e+06  6.13e+03  2.98e+06  2.40e-01  0.00e+00  0.00e+00 
3.575e+14   95      0        0  1.78e+09  0.00e+00  0.00e+00  3.01e+43  7.27e-14  3.72e+10  4.83e+04  4.75e+04 -5.66e+02  2.21e+03  5.87e+04  5.88e+04  1.32e-01  7.90e+40  7.90e+40  7.78e+40  9.35e+06  5.42e+03  2.80e+06  3.77e-01  0.00e+00  0.00e+00 
3.753e+14   96      0        0  1.76e+09  0.00e+00  0.00e+00  3.48e+43  6.83e-14  3.50e+10  4.41e+04  4.41e+04 -9.32e+02  3.41e+02  5.80e+04  5.81e+04  1.18e-01  8.32e+40  8.32e+40  8.41e+40  8.78e+06  4.85e+03  2.60e+06  5.92e-01  0.00e+00  0.00e+00 
3.940e+14   97      0        0  1.74e+09  0.00e+00  0.00e+00  4.02e+43  6.22e-14  3.19e+10  4.03e+04  3.91e+04 -6.57e+02 -1.69e+03  5.73e+04  5.73e+04  1.03e-01  8.38e+40  8.38e+40  9.28e+40  8.17e+06  4.42e+03  2.39e+06  8.00e-01  0.00e+00  0.00e+00 
4.136e+14   98      0        0  1.77e+09  0.00e+00  0.00e+00  4.65e+43  5.19e-14  2.66e+10  3.49e+04  3.46e+04 -1.56e+03 -2.57e+03  5.66e+04  5.66e+04  9.02e-02  8.04e+40  8.04e+40  8.99e+40  7.59e+06  4.40e+03  2.20e+06  8.00e-01  0.00e+00  0.00e+00 
4.342e+14   99      0        0  1.78e+09  0.00e+00  0.00e+00  5.38e+43  4.56e-14  2.34e+10  3.14e+04  3.15e+04 -1.46e+03 -2.90e+03  5.59e+04  5.59e+04  7.91e-02  8.39e+40  8.39e+40  1.22e+41  7.08e+06  4.15e+03  2.03e+06  8.00e-01  0.00e+00  0.00e+00 
4.558e+14  100      0        0  1.78e+09  0.00e+00  0.00e+00  6.23e+43  4.11e-14  2.10e+10  2.96e+04  2.94e+04  4.17e+02 -2.73e+03  5.52e+04  5.53e+04  6.93e-02  8.85e+40  8.85e+40  3.70e+41  6.58e+06  3.83e+03  1.87e+06  5.60e-01  0.00e+00  0.00e+00 
4.784e+14  101      0        0  1.84e+09  0.00e+00  0.00e+00  7.21e+43  3.88e-14  1.99e+10  2.69e+04  2.60e+04 -1.04e+03 -2.58e+03  5.45e+04  5.47e+04  6.00e-02  1.32e+41  1.32e+41  2.56e+41  6.06e+06  3.34e+03  1.70e+06  8.00e-01  0.00e+00  0.00e+00 
5.022e+14  102      0        0  1.86e+09  0.00e+00  0.00e+00  8.34e+43  3.54e-14  1.81e+10  2.51e+04  2.51e+04 -4.18e+02 -3.45e+03  5.39e+04  5.41e+04  5.10e-02  1.91e+41  1.91e+41  1.91e+41  5.50e+06  2.97e+03  1.53e+06  8.00e-01  0.00e+00  0.00e+00 
5.272e+14  103      0        0  1.89e+09  0.00e+00  0.00e+00  9.65e+43  3.08e-14  1.58e+10  2.47e+04  2.50e+04  7.76e+01  1.42e+02  5.33e+04  5.35e+04  4.25e-02  1.57e+41  1.57e+41  1.63e+41  4.94e+06  2.72e+03  1.37e+06  6.16e-01  0.00e+00  0.00e+00 
5.535e+14  104      0        0  1.97e+09  0.00e+00  0.00e+00  1.12e+44  2.74e-14  1.40e+10  2.38e+04  2.38e+04  1.24e+02  4.98e+02  5.28e+04  5.30e+04  3.48e-02  1.30e+41  1.30e+41  1.30e+41  4.38e+06  2.41e+03  1.20e+06  6.16e-01  0.00e+00  0.00e+00 
5.810e+14  105      0        0  2.07e+09  0.00e+00  0.00e+00  1.29e+44  2.30e-14  1.18e+10  2.30e+04  2.30e+04  3.40e+01  6.16e+02  5.23e+04  5.24e+04  2.79e-02  9.36e+40  9.36e+40  9.31e+40  3.84e+06  2.20e+03  1.04e+06  6.16e-01  0.00e+00  0.00e+00 
6.099e+14  106      0        0  2.13e+09  0.00e+00  0.00e+00  1.49e+44  1.96e-14  1.00e+10  2.24e+04  2.24e+04  7.49e+01  6.09e+02  5.18e+04  5.20e+04  2.18e-02  7.11e+40  7.11e+40  7.10e+40  3.32e+06  1.93e+03  8.95e+05  6.16e-01  0.00e+00  0.00e+00 
6.402e+14  107      0        0  2.21e+09  0.00e+00  0.00e+00  1.73e+44  1.66e-14  8.51e+09  2.17e+04  2.17e+04  5.78e+01 -5.03e+02  5.13e+04  5.15e+04  1.59e-02  5.23e+40  5.23e+40  5.22e+40  2.78e+06  1.60e+03  7.44e+05  5.60e-01  0.00e+00  0.00e+00 
6.721e+14  108     -1        0  2.31e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
7.055e+14  109     -1        0  2.41e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
