      r      theta      rho   t_gas   t_rad          v_r      v_theta
17.2228    1.81278 -10.6689 6.50488 5.66526    0.0192387   0.00140185
17.2228    1.84277 -10.7368 6.61793 5.65121    0.0334228   0.00315876
17.2228    1.87416 -10.7975 6.71787 5.63703    0.0497194   0.00526418
17.2228    1.90711 -10.8578  6.8314 5.62275    0.0690717   0.00747324
17.2228    1.94176 -10.9206 6.96475 5.60811    0.0925849   0.00980401
17.2228     1.9783 -10.9864 7.09365 5.59402     0.121832    0.0120822
17.2228    2.01689 -11.0509 7.21609 5.58048     0.155565    0.0142648
17.2228    2.05771 -11.1194 7.33611 5.56751     0.192413    0.0163097
17.2228    2.10095  -11.201 7.47147 5.55513     0.231465    0.0182153
17.2228    2.14681 -11.2965 7.59136 5.54465     0.271728    0.0200288
17.2228    2.19549 -11.4103 7.75553  5.5359     0.311922     0.021917
17.2228    2.24721 -11.5345 7.90328  5.5294     0.349641    0.0229402
17.2228    2.30218 -11.6643 8.03909 5.52696     0.380134     0.023837
17.2228    2.36065 -11.8324 8.21427 5.52461     0.402027    0.0239569
17.2228    2.42285 -12.0719 8.45057 5.52493     0.413762    0.0244097
17.2228    2.48904 -12.3837 8.75337  5.5272     0.413243    0.0237453
17.2228    2.55948 -12.7148 9.04799 5.52796     0.395331    0.0228647
17.2228    2.63446 -12.9402 9.25102 5.52814     0.361051     0.019912
17.2228    2.71427 -13.0628 9.36151 5.51925     0.310995    0.0167153
17.2228    2.79921 -13.1001  9.3989 5.51123     0.253118   0.00986544
17.2228    2.88959   -13.06 9.41221 5.50707     0.190417   0.00229531
17.2228    2.98576 -12.9943  9.4315 5.51084     0.109061  -0.00200133
17.2228    3.08804  -12.959 9.60363 5.50964    0.0460307    0.0662538
18.3968  0.0520947 -12.9983 9.60443 5.49665    0.0577987   -0.0656587
18.3968   0.151746  -13.027 9.44737 5.49997     0.122538   0.00303943
18.3968   0.245621 -13.0754 9.41084 5.49639     0.196978  -0.00311811
18.3968   0.334041 -13.1052 9.37722  5.5024     0.258431   -0.0110338
18.3968   0.417311 -13.0552 9.33108 5.50753     0.317812   -0.0167711
18.3968   0.495725 -12.8911   9.169 5.50725     0.365295   -0.0185541
18.3968   0.569567 -12.6477 8.94523 5.51158     0.399779   -0.0203488
18.3968   0.639105 -12.3488 8.66375 5.51104     0.417936   -0.0205687
18.3968     0.7046 -12.0772 8.40927 5.51304     0.418616   -0.0212324
18.3968   0.766299 -11.8697 8.22082 5.51391     0.405167    -0.021239
18.3968   0.824442 -11.7128 8.05214 5.51744     0.381048   -0.0217157
18.3968   0.879256 -11.5901 7.88267 5.52323     0.350868    -0.021667
18.3968    0.93096  -11.492  7.7748 5.53063     0.317009    -0.021493
18.3968   0.979764 -11.4114 7.65979 5.53957     0.278637   -0.0205725
18.3968    1.02587 -11.3382 7.54948  5.5498     0.236947   -0.0192909
18.3968    1.06947 -11.2674 7.43576 5.56054      0.19407   -0.0173409
18.3968    1.11074 -11.1938 7.29536 5.57231     0.153697   -0.0150762
18.3968    1.14988  -11.115 7.12243 5.58506     0.118223   -0.0128917
18.3968    1.18704 -11.0285 6.97675 5.59909    0.0894671   -0.0108676
18.3968    1.22239 -10.9526 6.82447 5.61372     0.067105  -0.00914036
18.3968    1.25609  -10.889 6.70571 5.62775    0.0501862  -0.00795057
18.3968     1.2883 -10.8304 6.60083 5.64146    0.0371933  -0.00697104
18.3968    1.31915 -10.7709 6.47437 5.65516    0.0273974  -0.00639981
18.3968     1.3488 -10.6931 6.36815 5.66927    0.0189135  -0.00574305
18.3968    1.37738  -10.595 6.28096 5.68399   0.00938371  -0.00496693
18.3968    1.40503 -10.4895 6.17307 5.69893  -0.00112324  -0.00392115
18.3968    1.43187 -10.3784 6.11398 5.71403   -0.0114584   -0.0027151
18.3968    1.45804 -10.2537 6.06469 5.72953   -0.0213174  -0.00172286
18.3968    1.48366 -10.1367  6.0155 5.74385   -0.0296848  -0.00127977
18.3968    1.50886 -10.0435 5.98003 5.75615   -0.0364876  -0.00132234
18.3968    1.53375 -9.98623  5.9759 5.76405   -0.0407126  -0.00228331
18.3968    1.55847   -9.946 5.98017  5.7685   -0.0429921  -0.00333543
18.3968    1.58312 -9.97321 5.98021 5.76466   -0.0432506   -0.0054982
18.3968    1.60784 -10.0862 5.98551 5.75172    -0.041698  -0.00596905
18.3968    1.63273 -10.2134  6.0174 5.73836   -0.0382677  -0.00585314
18.3968    1.65793 -10.3097 6.05726 5.72528   -0.0330006   -0.0051306
18.3968    1.68355 -10.3769 6.08657 5.71336   -0.0264905  -0.00440995
18.3968    1.70972 -10.4357 6.14819  5.7011   -0.0194174  -0.00327248
18.3968    1.73657 -10.4957 6.21969 5.68847   -0.0119289  -0.00215906
18.3968    1.76421 -10.5764 6.29848  5.6744  -0.00309217 -0.000713332
18.3968    1.79279 -10.6602 6.41665 5.66035   0.00749232  0.000793486
18.3968    1.82244 -10.7412 6.52506 5.64609    0.0198736   0.00256722
18.3968     1.8533 -10.8063 6.63802 5.63239    0.0337315   0.00441928
18.3968     1.8855 -10.8634 6.75687 5.61837    0.0497426   0.00653244
18.3968     1.9192 -10.9222 6.86068 5.60403    0.0689399   0.00883154
18.3968    1.95455  -10.986 6.97618 5.58983      0.09251    0.0114407
18.3968    1.99172 -11.0515 7.13223 5.57604     0.122696    0.0138938
18.3968    2.03085  -11.114 7.24801 5.56243     0.156519    0.0163411
18.3968    2.07213 -11.1767 7.37145 5.55008     0.194843    0.0186174
18.3968    2.11572   -11.25 7.48665 5.53747     0.234576    0.0206281
18.3968    2.16183 -11.3379 7.60854 5.52657     0.275848    0.0225311
18.3968    2.21063 -11.4447 7.75718 5.51863     0.317475    0.0244399
18.3968    2.26234 -11.5652 7.90753 5.51275     0.356785    0.0256341
18.3968    2.31715 -11.6904 8.04699 5.50939     0.389211    0.0262609
18.3968    2.37529 -11.8487 8.19797 5.50916     0.412338    0.0263181
18.3968    2.43699 -12.0774 8.42841 5.50916     0.426124    0.0266813
18.3968    2.50249 -12.3877 8.69878 5.50907     0.425628    0.0257417
18.3968    2.57203 -12.7272 8.98492 5.50826     0.407839    0.0244567
18.3968    2.64587 -12.9642 9.18803 5.50469     0.373209    0.0212485
18.3968    2.72428 -13.0909   9.326 5.50335     0.325352    0.0179556
18.3968    2.80755 -13.1289 9.37444 5.50063     0.266057     0.010838
18.3968    2.89597 -13.0876  9.4156  5.4986     0.201764    0.0031648
18.3968    2.98985 -13.0209 9.44558 5.50457      0.12089  -0.00305426
18.3968     3.0895 -12.9871 9.59015 5.50206    0.0615979    0.0690896
19.6519    0.05067   -13.03 9.59921 5.48819    0.0710767   -0.0680679
19.6519   0.147734  -13.058 9.45353 5.49131     0.134761   0.00344598
19.6519   0.239354 -13.1045 9.40763 5.48689     0.208114  -0.00318343
19.6519   0.325824 -13.1337 9.37628 5.49214     0.274899   -0.0115487
19.6519   0.407429  -13.085  9.3288 5.49785     0.337196   -0.0180359
19.6519   0.484442 -12.9211 9.19217 5.50069     0.386083   -0.0198127
19.6519   0.557127  -12.669 8.96165 5.49888     0.419533   -0.0216907
19.6519   0.625734 -12.3608 8.68072 5.49885     0.436156   -0.0220416
19.6519   0.690507 -12.0919 8.40793 5.49916      0.43287   -0.0228238
19.6519   0.751676 -11.8929 8.21716 5.49975     0.417286   -0.0229465
19.6519   0.809465 -11.7433 8.05903 5.50097     0.391678   -0.0234023
19.6519   0.864087  -11.627 7.92061 5.50623     0.360027   -0.0232586
19.6519   0.915749 -11.5345 7.80043 5.51305      0.32438    -0.023072
19.6519   0.964646 -11.4573 7.70182 5.52168     0.284354   -0.0220009
19.6519    1.01097 -11.3859 7.57471 5.53177     0.239907   -0.0205742
19.6519     1.0549 -11.3163 7.42953 5.54233     0.195365   -0.0185542
19.6519    1.09661 -11.2429 7.30715 5.55412     0.154043   -0.0160533
19.6519    1.13627 -11.1627 7.15266 5.56688     0.118533   -0.0138257
19.6519    1.17404 -11.0791 6.97495 5.58054    0.0895293   -0.0120069
19.6519    1.21008 -11.0065 6.84349 5.59482    0.0677466   -0.0103269
19.6519    1.24454 -10.9444 6.72131 5.60861    0.0514978   -0.0092572
19.6519    1.27756  -10.887 6.60698 5.62222    0.0392739  -0.00831307
19.6519    1.30929 -10.8294 6.48585 5.63574    0.0300598  -0.00768585
19.6519    1.33985 -10.7535 6.39045 5.64986    0.0208309   -0.0069958
19.6519    1.36939 -10.6548 6.28122 5.66441    0.0102936  -0.00622867
19.6519    1.39803  -10.552 6.16796 5.67936  -0.00104204  -0.00506978
19.6519     1.4259 -10.4474 6.10697 5.69435   -0.0119702  -0.00385396
19.6519    1.45312 -10.3295  6.0494 5.71023   -0.0221834  -0.00269751
19.6519    1.47982  -10.206  6.0017 5.72568   -0.0305492  -0.00218144
19.6519     1.5061 -10.0897 5.96954 5.74008   -0.0372265  -0.00178224
19.6519     1.5321 -10.0145  5.9548 5.74961   -0.0413506  -0.00263269
19.6519    1.55792 -9.96706 5.95757 5.75469   -0.0434507  -0.00318987
19.6519    1.58368 -9.99834 5.95947  5.7503   -0.0437216  -0.00526113
19.6519     1.6095 -10.1184 5.95864 5.73659   -0.0422582  -0.00520647
19.6519    1.63549 -10.2495 5.99491 5.72265   -0.0381591    -0.004613
19.6519    1.66178 -10.3453 6.03294 5.70928   -0.0320746  -0.00346964
19.6519    1.68847 -10.4165 6.07672   5.697   -0.0250391  -0.00253607
19.6519    1.71569 -10.4856 6.13358 5.68402   -0.0179714   -0.0014189
19.6519    1.74356 -10.5583 6.19307 5.67043   -0.0107193 -0.000414913
19.6519     1.7722 -10.6473 6.29016  5.6558  -0.00226579  0.000918499
19.6519    1.80174 -10.7313 6.39821 5.64155   0.00792391   0.00225233
19.6519    1.83231 -10.8053 6.52146 5.62765    0.0198293   0.00388033
19.6519    1.86403 -10.8678  6.6411 5.61389     0.033239   0.00568102
19.6519    1.89705 -10.9261 6.75301  5.5998    0.0489548   0.00790312
19.6519    1.93151 -10.9858 6.87949 5.58566     0.068037    0.0102953
19.6519    1.96755 -11.0499 7.02604 5.57169    0.0921592    0.0128954
19.6519    2.00532 -11.1149 7.13665 5.55818      0.12233    0.0155188
19.6519    2.04498 -11.1764 7.29001 5.54501     0.157495    0.0180894
19.6519     2.0867 -11.2337 7.39993 5.53262     0.196421    0.0203109
19.6519    2.13062 -11.2996 7.51741 5.52069     0.237882    0.0225056
19.6519    2.17695 -11.3801 7.64299 5.51067     0.280443    0.0242442
19.6519    2.22584 -11.4801 7.76905 5.50257     0.323494     0.025989
19.6519    2.27751 -11.5958 7.92568 5.49768     0.365138    0.0271698
19.6519    2.33213 -11.7187 8.05196 5.49461     0.399657    0.0277509
19.6519    2.38992 -11.8681 8.19163 5.49439     0.424877    0.0276718
19.6519    2.45109  -12.082 8.40861 5.49608     0.440213    0.0277884
19.6519    2.51586 -12.3896 8.72438 5.49952     0.443178    0.0268894
19.6519    2.58447 -12.7369 9.06426 5.50325      0.43016    0.0257625
19.6519    2.65715 -12.9868 9.28466 5.49972      0.39982    0.0223494
19.6519    2.73416 -13.1196 9.39135 5.49634     0.352679    0.0191375
19.6519    2.81577 -13.1588 9.40681 5.49186     0.287725    0.0118452
19.6519    2.90224 -13.1164 9.41906 5.49064     0.216181   0.00299826
19.6519    2.99386 -13.0497 9.44744  5.4964     0.132877  -0.00455382
19.6519    3.09092 -13.0168 9.58934 5.49482    0.0692588    0.0730693
20.9935  0.0492603 -13.0627 9.60333 5.48022    0.0808862   -0.0691726
20.9935   0.143757 -13.0909 9.47209 5.48305     0.146738    0.0039547
20.9935   0.233126 -13.1365 9.42312 5.47851     0.219926    -0.003598
20.9935   0.317642 -13.1629 9.36411 5.48129     0.286024   -0.0118848
20.9935   0.397569 -13.1139 9.30365 5.48313     0.349428   -0.0181721
20.9935   0.473161 -12.9479 9.16022 5.48653     0.400107   -0.0199173
20.9935   0.544664 -12.6858 8.95261 5.48975     0.434797    -0.022114
20.9935   0.612312 -12.3702 8.65985 5.48992     0.449535    -0.022531
20.9935   0.676331 -12.1058 8.38368  5.4858     0.445653   -0.0233754
20.9935   0.736938 -11.9172 8.21318 5.48583     0.429004   -0.0236829
20.9935   0.794341 -11.7743 8.06533 5.48608     0.401361   -0.0242557
20.9935   0.848742  -11.665 7.93383 5.49022     0.368423   -0.0241119
20.9935   0.900332 -11.5772 7.83122 5.49653     0.330915   -0.0237893
20.9935   0.949297 -11.5036 7.71175 5.50493     0.287884   -0.0227279
20.9935   0.995814 -11.4327 7.61854 5.51484     0.242454   -0.0210228
20.9935    1.04006  -11.364 7.48916 5.52486     0.196999   -0.0189838
20.9935    1.08219 -11.2904  7.3285 5.53642     0.155117   -0.0168834
20.9935    1.12236 -11.2114 7.15915 5.54932     0.119113   -0.0147248
20.9935    1.16074   -11.13 7.01938 5.56266    0.0905543   -0.0129769
20.9935    1.19747 -11.0598 6.86799 5.57641    0.0687381   -0.0115853
20.9935    1.23269 -10.9991 6.74847 5.58986    0.0528615   -0.0104602
20.9935    1.26653 -10.9429 6.59534 5.60322    0.0410878  -0.00959479
20.9935    1.29914 -10.8862 6.49847 5.61661    0.0319572    -0.009039
20.9935    1.33064 -10.8136 6.38911 5.63034    0.0224077  -0.00835711
20.9935    1.36116 -10.7201 6.27851 5.64434    0.0111737   -0.0075056
20.9935    1.39082 -10.6155 6.17062  5.6593 -0.000810798  -0.00625007
20.9935    1.41975 -10.5101 6.09902 5.67445    -0.012283  -0.00500908
20.9935    1.44805 -10.3951 6.04709 5.69069   -0.0226457  -0.00376625
20.9935    1.47585 -10.2751 5.99258 5.70656   -0.0313281  -0.00309964
20.9935    1.50325 -10.1457 5.94508 5.72245   -0.0381503  -0.00229871
20.9935    1.53038 -10.0473 5.93705 5.73432   -0.0420691  -0.00285215
20.9935    1.55734   -9.989 5.93806 5.74071   -0.0440789  -0.00320347
20.9935    1.58425 -10.0209 5.93118 5.73614   -0.0441314  -0.00492208
20.9935    1.61121 -10.1448 5.93749 5.72188   -0.0425313  -0.00462707
20.9935    1.63834 -10.2786 5.97035 5.70709   -0.0381477  -0.00361779
20.9935    1.66575 -10.3783 6.01825 5.69311   -0.0317781   -0.0020157
20.9935    1.69354 -10.4561 6.06234 5.68022   -0.0242791 -0.000683595
20.9935    1.72185 -10.5366 6.12647 5.66648     -0.01648  0.000739257
20.9935    1.75077 -10.6256 6.19916 5.65207  -0.00892539   0.00175972
20.9935    1.78043 -10.7189 6.31835 5.63699 -0.000633163   0.00300567
20.9935    1.81095 -10.7989 6.42493 5.62289   0.00911293   0.00402297
20.9935    1.84245 -10.8684 6.54305 5.60895     0.020414   0.00547045
20.9935    1.87506 -10.9309 6.65426 5.59532    0.0330328   0.00699279
20.9935    1.90891 -10.9912 6.76468 5.58137    0.0481583   0.00895978
20.9935    1.94412 -11.0514 6.88474 5.56764    0.0671154    0.0112852
20.9935    1.98085 -11.1137 7.04231 5.55385     0.090924    0.0139639
20.9935    2.01923 -11.1762 7.18191 5.54043     0.122145    0.0166182
20.9935    2.05941 -11.2357  7.3037 5.52778     0.157465    0.0192459
20.9935    2.10154 -11.2894 7.42484 5.51548     0.197468    0.0216131
20.9935    2.14578  -11.349 7.53024 5.50378     0.239837    0.0235983
20.9935     2.1923 -11.4228  7.6371 5.49444     0.283666    0.0253085
20.9935    2.24126 -11.5149 7.77659 5.48729     0.328411    0.0269028
20.9935    2.29285  -11.624 7.92601 5.48291      0.37192    0.0277648
20.9935    2.34725 -11.7425 8.04864 5.48186     0.408256    0.0282869
20.9935    2.40465 -11.8877 8.18569 5.48081     0.435429    0.0278734
20.9935    2.46526 -12.0896 8.39255 5.48424     0.452193    0.0277242
20.9935    2.52928 -12.3884 8.67051 5.48767     0.456215    0.0265313
20.9935    2.59693 -12.7364 8.98348 5.49317     0.443664    0.0256715
20.9935    2.66843 -13.0007 9.22583   5.493     0.414838    0.0224083
20.9935    2.74402 -13.1399 9.35822 5.48858      0.36812    0.0185546
20.9935    2.82395 -13.1825  9.3954 5.48355     0.302354    0.0108044
20.9935    2.90847 -13.1437 9.42165 5.48297     0.228578   0.00226426
20.9935    2.99784 -13.0795 9.45786 5.48802     0.144923  -0.00587797
20.9935    3.09233 -13.0467 9.59091 5.48432    0.0830699    0.0764748
22.4276   0.047851 -13.0934 9.60769  5.4683    0.0900975   -0.0699591
22.4276   0.139773  -13.121 9.47266 5.47419     0.158055   0.00414528
22.4276   0.226876 -13.1675 9.42729 5.47053     0.234869  -0.00307898
22.4276   0.309415 -13.1929 9.39938 5.47356     0.304777    -0.012072
22.4276   0.387635 -13.1419  9.3529 5.47694     0.368901   -0.0182693
22.4276   0.461775 -12.9734 9.16983 5.47586      0.41603   -0.0193468
22.4276   0.532062 -12.6978 8.90486  5.4712      0.44612   -0.0212851
22.4276   0.598716 -12.3777 8.60338 5.47169     0.459232   -0.0215635
22.4276   0.661946 -12.1201 8.37391 5.47066     0.456717   -0.0225498
22.4276   0.721957 -11.9428 8.21138 5.46941     0.439462   -0.0232256
22.4276   0.778943 -11.8059 8.06947 5.46896      0.41039   -0.0240208
22.4276   0.833092 -11.7024 7.94037 5.47284     0.376092     -0.02393
22.4276   0.884584 -11.6198  7.8436 5.47954     0.336542   -0.0235435
22.4276   0.933594 -11.5483 7.74468 5.48746     0.291996   -0.0226852
22.4276   0.980288 -11.4808 7.62496  5.4965     0.244161   -0.0210862
22.4276    1.02483 -11.4137  7.4945 5.50696     0.197733   -0.0190395
22.4276    1.06737 -11.3397 7.34329 5.51831     0.155295   -0.0171971
22.4276    1.10806 -11.2617 7.18607 5.53101     0.119072   -0.0153187
22.4276    1.14704 -11.1829 7.01343 5.54423    0.0903542   -0.0138231
22.4276    1.18446 -11.1145 6.87204 5.55765    0.0691851    -0.012439
22.4276    1.22045 -11.0535 6.73726 5.57097    0.0538578   -0.0114442
22.4276    1.25514 -10.9984  6.6362 5.58419    0.0428977   -0.0107377
22.4276    1.28865 -10.9417 6.52961 5.59758    0.0337997    -0.010298
22.4276    1.32111 -10.8723 6.42323 5.61086    0.0237099  -0.00957785
22.4276    1.35264 -10.7871 6.29705 5.62414    0.0116443  -0.00867364
22.4276    1.38335  -10.689 6.18993 5.63855 -0.000853876  -0.00715653
22.4276    1.41336 -10.5848 6.10052 5.65356   -0.0125146  -0.00576852
22.4276    1.44278 -10.4661 6.03617 5.67021   -0.0229965  -0.00419544
22.4276    1.47172 -10.3452 5.98042 5.68667   -0.0316189  -0.00332786
22.4276     1.5003 -10.2132 5.92913 5.70352   -0.0382324  -0.00245562
22.4276     1.5286  -10.088 5.92286 5.71783   -0.0422331  -0.00258104
22.4276    1.55675 -10.0149 5.92252 5.72637   -0.0441217  -0.00307311
22.4276    1.58484 -10.0444 5.90821 5.72161   -0.0444141   -0.0046475
22.4276    1.61299 -10.1683 5.91437  5.7072   -0.0425212  -0.00423474
22.4276     1.6413 -10.3015 5.94396 5.69166   -0.0382314  -0.00316938
22.4276    1.66987 -10.4105 5.99964 5.67651   -0.0316895   -0.0013922
22.4276    1.69881 -10.5001 6.04123 5.66243   -0.0239113   0.00021648
22.4276    1.72823 -10.5987 6.10461 5.64742   -0.0156675   0.00210814
22.4276    1.75824 -10.6939 6.20525 5.63272  -0.00738407    0.0035155
22.4276    1.78896 -10.7924 6.31994 5.61756   0.00120136   0.00466165
22.4276    1.82048  -10.869 6.43737 5.60372    0.0104151   0.00558133
22.4276    1.85294 -10.9363 6.54428 5.59008     0.020931     0.006805
22.4276    1.88646 -10.9961 6.67139 5.57688    0.0331482    0.0082363
22.4276    1.92114 -11.0543 6.79834 5.56326    0.0476605    0.0100656
22.4276    1.95713 -11.1117 6.93005 5.54974    0.0660448    0.0120762
22.4276    1.99455 -11.1721 7.08135 5.53622    0.0899672    0.0145886
22.4276    2.03353 -11.2326 7.21635 5.52326      0.12119    0.0172301
22.4276    2.07422 -11.2907 7.33787 5.51084      0.15771    0.0198352
22.4276    2.11677  -11.342 7.45398 5.49861      0.19835    0.0220755
22.4276     2.1613  -11.398 7.56196 5.48774     0.242279    0.0239364
22.4276      2.208 -11.4656 7.66716 5.47768     0.287184    0.0251929
22.4276    2.25701 -11.5512 7.78832 5.46986     0.333087     0.026356
22.4276     2.3085 -11.6555 7.91275  5.4649     0.378097    0.0270802
22.4276    2.36265  -11.771   8.038  5.4633     0.416291    0.0272878
22.4276    2.41964 -11.9107 8.16585 5.46271     0.445025    0.0264337
22.4276    2.47965 -12.0998  8.3419 5.46282     0.462588    0.0258807
22.4276    2.54288  -12.388 8.60762 5.46433     0.466559    0.0245424
22.4276    2.60953 -12.7386 8.90695 5.46521     0.452733    0.0232592
22.4276    2.67982 -13.0172 9.14756 5.46514     0.422175    0.0204037
22.4276    2.75396 -13.1621 9.31016 5.47195     0.376393    0.0174693
22.4276    2.83218 -13.2061 9.37566 5.47284     0.313772    0.0103288
22.4276    2.91472 -13.1712 9.42166 5.47357     0.240361   0.00224104
22.4276    3.00182 -13.1099 9.46739 5.47958     0.160153  -0.00580722
22.4276    3.09374 -13.0782 9.59006 5.47444    0.0978769    0.0779736
